RAM 1946/3964MB (lfb 25x4MB) SWAP 135/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [5%@307,2%@307,8%@307,18%@307] EMC_FREQ 17%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@30.5C PMIC@50C GPU@29C AO@37.5C thermal@30.75C POM_5V_IN 5399/5399 POM_5V_GPU 2280/2280 POM_5V_CPU 124/124
RAM 1946/3964MB (lfb 25x4MB) SWAP 135/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [13%@204,15%@204,7%@204,2%@204] EMC_FREQ 24%@1600 GR3D_FREQ 63%@921 APE 25 PLL@27C CPU@30.5C PMIC@50C GPU@29C AO@38C thermal@30.75C POM_5V_IN 5432/5415 POM_5V_GPU 2322/2301 POM_5V_CPU 165/144
RAM 1947/3964MB (lfb 25x4MB) SWAP 135/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [9%@204,3%@204,6%@204,2%@204] EMC_FREQ 29%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@30.5C PMIC@50C GPU@29.5C AO@37.5C thermal@31C POM_5V_IN 4923/5251 POM_5V_GPU 2249/2283 POM_5V_CPU 124/137
RAM 1947/3964MB (lfb 25x4MB) SWAP 135/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [7%@204,4%@204,4%@204,1%@204] EMC_FREQ 32%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@31C PMIC@50C GPU@29C AO@38C thermal@31.5C POM_5V_IN 5007/5190 POM_5V_GPU 2291/2285 POM_5V_CPU 124/134
RAM 1947/3964MB (lfb 25x4MB) SWAP 135/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,4%@102,5%@102,0%@204] EMC_FREQ 34%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@31C PMIC@50C GPU@29.5C AO@38C thermal@30C POM_5V_IN 4882/5128 POM_5V_GPU 2249/2278 POM_5V_CPU 166/140
RAM 1946/3964MB (lfb 25x4MB) SWAP 135/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [7%@204,4%@204,3%@204,4%@204] EMC_FREQ 35%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@31C PMIC@50C GPU@29C AO@38.5C thermal@31.5C POM_5V_IN 4999/5107 POM_5V_GPU 2492/2313 POM_5V_CPU 124/137
RAM 1946/3964MB (lfb 25x4MB) SWAP 135/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,2%@204,3%@204,4%@204] EMC_FREQ 36%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@31C PMIC@50C GPU@29.5C AO@38C thermal@30.5C POM_5V_IN 4806/5064 POM_5V_GPU 2211/2299 POM_5V_CPU 124/135
RAM 1946/3964MB (lfb 25x4MB) SWAP 135/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,1%@204,3%@204,0%@204] EMC_FREQ 37%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@31C PMIC@50C GPU@29.5C AO@38.5C thermal@31.25C POM_5V_IN 4999/5055 POM_5V_GPU 2333/2303 POM_5V_CPU 124/134
RAM 1946/3964MB (lfb 25x4MB) SWAP 135/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,3%@204,5%@204,6%@204] EMC_FREQ 37%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@31C PMIC@50C GPU@29.5C AO@38.5C thermal@31.75C POM_5V_IN 4923/5041 POM_5V_GPU 2291/2302 POM_5V_CPU 124/133
RAM 1946/3964MB (lfb 25x4MB) SWAP 135/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,1%@204,3%@204,2%@204] EMC_FREQ 38%@1600 GR3D_FREQ 97%@921 APE 25 PLL@27.5C CPU@31.5C PMIC@50C GPU@29.5C AO@38.5C thermal@30.75C POM_5V_IN 4999/5036 POM_5V_GPU 2371/2308 POM_5V_CPU 124/132
RAM 1946/3964MB (lfb 25x4MB) SWAP 135/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [5%@307,5%@307,4%@307,7%@307] EMC_FREQ 38%@1600 GR3D_FREQ 78%@921 APE 25 PLL@27.5C CPU@31.5C PMIC@50C GPU@29.5C AO@39C thermal@31.75C POM_5V_IN 5041/5037 POM_5V_GPU 2533/2329 POM_5V_CPU 165/135
