RAM 1724/3964MB (lfb 77x4MB) SWAP 135/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [10%@204,1%@204,1%@204,1%@204] EMC_FREQ 15%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@33C PMIC@50C GPU@29.5C AO@40C thermal@31C POM_5V_IN 6090/6090 POM_5V_GPU 3862/3862 POM_5V_CPU 164/164
RAM 1724/3964MB (lfb 77x4MB) SWAP 135/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [7%@204,10%@307,1%@307,3%@307] EMC_FREQ 23%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@32.5C PMIC@50C GPU@29C AO@40C thermal@30.5C POM_5V_IN 5746/5918 POM_5V_GPU 3343/3602 POM_5V_CPU 164/164
RAM 1724/3964MB (lfb 77x4MB) SWAP 135/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,12%@102,5%@204,3%@204] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@31.5C PMIC@50C GPU@30C AO@38C thermal@30.75C POM_5V_IN 5672/5836 POM_5V_GPU 2939/3381 POM_5V_CPU 165/164
RAM 1724/3964MB (lfb 77x4MB) SWAP 135/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,9%@102,6%@102,5%@102] EMC_FREQ 31%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@33.5C PMIC@50C GPU@29.5C AO@41C thermal@31.5C POM_5V_IN 6090/5899 POM_5V_GPU 3821/3491 POM_5V_CPU 123/154
RAM 1724/3964MB (lfb 77x4MB) SWAP 135/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,13%@204,9%@204,4%@204] EMC_FREQ 33%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@32.5C PMIC@50C GPU@29.5C AO@40C thermal@30.75C POM_5V_IN 5788/5877 POM_5V_GPU 3420/3477 POM_5V_CPU 164/156
RAM 1724/3964MB (lfb 77x4MB) SWAP 135/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,15%@102,3%@102,2%@102] EMC_FREQ 35%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@31.5C PMIC@50C GPU@29.5C AO@38.5C thermal@30.75C POM_5V_IN 5631/5836 POM_5V_GPU 2778/3360 POM_5V_CPU 165/157
RAM 1724/3964MB (lfb 77x4MB) SWAP 135/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [9%@102,8%@102,5%@102,4%@204] EMC_FREQ 35%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@33C PMIC@50C GPU@30.5C AO@40C thermal@31C POM_5V_IN 6213/5890 POM_5V_GPU 3668/3404 POM_5V_CPU 164/158
RAM 1724/3964MB (lfb 77x4MB) SWAP 135/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [11%@102,8%@102,2%@102,2%@102] EMC_FREQ 36%@1600 GR3D_FREQ 65%@921 APE 25 PLL@27C CPU@32C PMIC@50C GPU@30C AO@40.5C thermal@31.75C POM_5V_IN 5788/5877 POM_5V_GPU 3426/3407 POM_5V_CPU 165/159
RAM 1724/3964MB (lfb 77x4MB) SWAP 135/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,14%@204,2%@204,1%@204] EMC_FREQ 37%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@31.5C PMIC@50C GPU@30C AO@38.5C thermal@30.75C POM_5V_IN 5631/5849 POM_5V_GPU 2861/3346 POM_5V_CPU 165/159
RAM 1724/3964MB (lfb 77x4MB) SWAP 135/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,14%@102,3%@102,3%@102] EMC_FREQ 37%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@33.5C PMIC@50C GPU@30C AO@40.5C thermal@31.5C POM_5V_IN 6090/5873 POM_5V_GPU 3821/3393 POM_5V_CPU 123/156
RAM 1724/3964MB (lfb 77x4MB) SWAP 135/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,8%@102,5%@102,2%@102] EMC_FREQ 37%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@33C PMIC@50C GPU@30C AO@40.5C thermal@31C POM_5V_IN 5746/5862 POM_5V_GPU 3343/3389 POM_5V_CPU 123/153
RAM 1724/3964MB (lfb 77x4MB) SWAP 135/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,16%@204,2%@204,1%@204] EMC_FREQ 37%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@32C PMIC@50C GPU@30C AO@39C thermal@31C POM_5V_IN 5903/5865 POM_5V_GPU 3261/3378 POM_5V_CPU 165/154
RAM 1724/3964MB (lfb 77x4MB) SWAP 135/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,4%@204,8%@204,8%@204] EMC_FREQ 37%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@33C PMIC@50C GPU@30C AO@41C thermal@31C POM_5V_IN 6058/5880 POM_5V_GPU 3627/3397 POM_5V_CPU 164/154
RAM 1724/3964MB (lfb 77x4MB) SWAP 135/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,6%@204,10%@204,5%@204] EMC_FREQ 37%@1600 GR3D_FREQ 66%@921 APE 25 PLL@27C CPU@32C PMIC@50C GPU@30C AO@39C thermal@30.75C POM_5V_IN 5391/5845 POM_5V_GPU 2903/3362 POM_5V_CPU 165/155
RAM 1724/3964MB (lfb 77x4MB) SWAP 135/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,7%@102,6%@102,8%@102] EMC_FREQ 37%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@32.5C PMIC@50C GPU@30C AO@38.5C thermal@31.5C POM_5V_IN 5912/5849 POM_5V_GPU 3178/3350 POM_5V_CPU 165/156
RAM 1724/3964MB (lfb 77x4MB) SWAP 135/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,7%@102,9%@102,5%@102] EMC_FREQ 38%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@33.5C PMIC@50C GPU@30C AO@41C thermal@31.5C POM_5V_IN 6131/5867 POM_5V_GPU 3821/3379 POM_5V_CPU 164/156
RAM 1724/3964MB (lfb 77x4MB) SWAP 135/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [8%@102,6%@102,9%@102,6%@102] EMC_FREQ 38%@1600 GR3D_FREQ 94%@921 APE 25 PLL@27C CPU@33C PMIC@50C GPU@29.5C AO@40C thermal@31.5C POM_5V_IN 5746/5860 POM_5V_GPU 3343/3377 POM_5V_CPU 123/154
