RAM 1655/3964MB (lfb 37x4MB) SWAP 108/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [7%@403,2%@403,15%@403,1%@403] EMC_FREQ 14%@1600 GR3D_FREQ 92%@921 APE 25 PLL@23.5C CPU@28C PMIC@50C GPU@26C AO@35.5C thermal@26C POM_5V_IN 5564/5564 POM_5V_GPU 3045/3045 POM_5V_CPU 246/246
RAM 1655/3964MB (lfb 37x4MB) SWAP 108/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,6%@204,22%@204,10%@204] EMC_FREQ 23%@1600 GR3D_FREQ 83%@921 APE 25 PLL@23C CPU@28.5C PMIC@50C GPU@26C AO@35C thermal@27C POM_5V_IN 5866/5715 POM_5V_GPU 2949/2997 POM_5V_CPU 245/245
RAM 1655/3964MB (lfb 37x4MB) SWAP 108/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [8%@204,4%@204,25%@204,7%@204] EMC_FREQ 28%@1600 GR3D_FREQ 81%@921 APE 25 PLL@23C CPU@28C PMIC@50C GPU@26C AO@35C thermal@27C POM_5V_IN 5752/5727 POM_5V_GPU 2953/2982 POM_5V_CPU 204/231
RAM 1655/3964MB (lfb 37x4MB) SWAP 108/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [31%@307,4%@307,4%@307,2%@307] EMC_FREQ 31%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23.5C CPU@28.5C PMIC@50C GPU@26C AO@35.5C thermal@27.25C POM_5V_IN 5440/5655 POM_5V_GPU 3045/2998 POM_5V_CPU 205/225
RAM 1655/3964MB (lfb 37x4MB) SWAP 108/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [31%@307,3%@307,3%@307,0%@307] EMC_FREQ 33%@1600 GR3D_FREQ 84%@921 APE 25 PLL@23.5C CPU@28.5C PMIC@50C GPU@26C AO@35C thermal@27C POM_5V_IN 5678/5660 POM_5V_GPU 3204/3039 POM_5V_CPU 205/221
RAM 1655/3964MB (lfb 37x4MB) SWAP 108/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [31%@204,0%@204,3%@204,1%@204] EMC_FREQ 35%@1600 GR3D_FREQ 83%@921 APE 25 PLL@23.5C CPU@28.5C PMIC@50C GPU@26C AO@35C thermal@27C POM_5V_IN 5637/5656 POM_5V_GPU 3045/3040 POM_5V_CPU 206/218
RAM 1655/3964MB (lfb 37x4MB) SWAP 108/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [31%@204,2%@204,1%@204,5%@204] EMC_FREQ 36%@1600 GR3D_FREQ 81%@921 APE 25 PLL@23.5C CPU@28C PMIC@50C GPU@26C AO@35C thermal@27.25C POM_5V_IN 5637/5653 POM_5V_GPU 3008/3035 POM_5V_CPU 165/210
RAM 1655/3964MB (lfb 37x4MB) SWAP 108/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [29%@307,3%@307,4%@307,0%@307] EMC_FREQ 37%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23.5C CPU@28.5C PMIC@50C GPU@26.5C AO@35.5C thermal@27.25C POM_5V_IN 5440/5626 POM_5V_GPU 3045/3036 POM_5V_CPU 164/205
RAM 1655/3964MB (lfb 37x4MB) SWAP 108/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [31%@307,4%@307,3%@307,2%@307] EMC_FREQ 37%@1600 GR3D_FREQ 88%@921 APE 25 PLL@23.5C CPU@29C PMIC@50C GPU@26C AO@36C thermal@27.25C POM_5V_IN 5596/5623 POM_5V_GPU 3163/3050 POM_5V_CPU 164/200
RAM 1655/3964MB (lfb 37x4MB) SWAP 108/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [26%@204,5%@204,5%@204,3%@204] EMC_FREQ 38%@1600 GR3D_FREQ 91%@921 APE 25 PLL@23.5C CPU@28.5C PMIC@50C GPU@26C AO@35C thermal@27.5C POM_5V_IN 5637/5624 POM_5V_GPU 2967/3042 POM_5V_CPU 205/200
RAM 1655/3964MB (lfb 37x4MB) SWAP 108/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [29%@307,7%@307,6%@307,7%@307] EMC_FREQ 38%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23.5C CPU@28.5C PMIC@50C GPU@26C AO@35.5C thermal@27.25C POM_5V_IN 5564/5619 POM_5V_GPU 3086/3046 POM_5V_CPU 206/201
RAM 1655/3964MB (lfb 37x4MB) SWAP 108/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [30%@204,4%@204,1%@204,3%@204] EMC_FREQ 38%@1600 GR3D_FREQ 90%@921 APE 25 PLL@23.5C CPU@28.5C PMIC@50C GPU@26.5C AO@35.5C thermal@27.25C POM_5V_IN 5720/5627 POM_5V_GPU 3086/3049 POM_5V_CPU 164/198
RAM 1655/3964MB (lfb 37x4MB) SWAP 108/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [27%@307,2%@307,4%@307,2%@307] EMC_FREQ 38%@1600 GR3D_FREQ 97%@921 APE 25 PLL@23.5C CPU@29C PMIC@50C GPU@26C AO@36C thermal@27.75C POM_5V_IN 5555/5622 POM_5V_GPU 3163/3058 POM_5V_CPU 205/198
RAM 1655/3964MB (lfb 37x4MB) SWAP 108/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [28%@204,4%@204,1%@204,6%@204] EMC_FREQ 38%@1600 GR3D_FREQ 70%@921 APE 25 PLL@23.5C CPU@28.5C PMIC@50C GPU@26C AO@35C thermal@27.5C POM_5V_IN 5522/5614 POM_5V_GPU 2967/3051 POM_5V_CPU 206/199
RAM 1655/3964MB (lfb 37x4MB) SWAP 108/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [32%@204,2%@204,6%@204,0%@204] EMC_FREQ 38%@1600 GR3D_FREQ 82%@921 APE 25 PLL@23.5C CPU@28.5C PMIC@50C GPU@26.5C AO@35C thermal@27.5C POM_5V_IN 5374/5598 POM_5V_GPU 2885/3040 POM_5V_CPU 206/199
RAM 1655/3964MB (lfb 37x4MB) SWAP 108/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [28%@204,7%@204,10%@204,6%@204] EMC_FREQ 38%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23.5C CPU@28.5C PMIC@50C GPU@26.5C AO@35.5C thermal@27.25C POM_5V_IN 5481/5591 POM_5V_GPU 3086/3043 POM_5V_CPU 164/197
RAM 1655/3964MB (lfb 37x4MB) SWAP 108/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [27%@204,8%@204,3%@204,4%@204] EMC_FREQ 38%@1600 GR3D_FREQ 93%@921 APE 25 PLL@23.5C CPU@28.5C PMIC@50C GPU@26.5C AO@36C thermal@27.25C POM_5V_IN 5481/5584 POM_5V_GPU 3045/3043 POM_5V_CPU 205/197
RAM 1655/3964MB (lfb 37x4MB) SWAP 108/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [26%@102,8%@102,2%@102,5%@102] EMC_FREQ 38%@1600 GR3D_FREQ 90%@921 APE 25 PLL@23.5C CPU@28.5C PMIC@50C GPU@26.5C AO@35C thermal@27.75C POM_5V_IN 5448/5577 POM_5V_GPU 2811/3030 POM_5V_CPU 206/198
RAM 1655/3964MB (lfb 37x4MB) SWAP 108/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [6%@307,25%@307,3%@307,3%@307] EMC_FREQ 38%@1600 GR3D_FREQ 83%@921 APE 25 PLL@23.5C CPU@29C PMIC@50C GPU@27C AO@36C thermal@27.5C POM_5V_IN 5481/5572 POM_5V_GPU 3045/3031 POM_5V_CPU 205/198
RAM 1655/3964MB (lfb 37x4MB) SWAP 108/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,26%@204,3%@204,6%@204] EMC_FREQ 38%@1600 GR3D_FREQ 76%@921 APE 25 PLL@23.5C CPU@28.5C PMIC@50C GPU@26.5C AO@35.5C thermal@27.5C POM_5V_IN 5522/5569 POM_5V_GPU 2885/3024 POM_5V_CPU 206/199
RAM 1655/3964MB (lfb 37x4MB) SWAP 108/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,25%@204,9%@204,3%@204] EMC_FREQ 38%@1600 GR3D_FREQ 81%@921 APE 25 PLL@24C CPU@29C PMIC@50C GPU@26.5C AO@35C thermal@27.75C POM_5V_IN 5637/5572 POM_5V_GPU 2967/3021 POM_5V_CPU 206/199
RAM 1655/3964MB (lfb 37x4MB) SWAP 108/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [31%@204,2%@204,2%@204,5%@204] EMC_FREQ 38%@1600 GR3D_FREQ 84%@921 APE 25 PLL@24C CPU@28.5C PMIC@50C GPU@27C AO@35.5C thermal@28C POM_5V_IN 5637/5575 POM_5V_GPU 3004/3020 POM_5V_CPU 206/199
