RAM 1927/3964MB (lfb 36x4MB) SWAP 100/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [7%@307,2%@307,4%@307,14%@307] EMC_FREQ 13%@1600 GR3D_FREQ 59%@921 APE 25 PLL@25C CPU@28.5C PMIC@50C GPU@27.5C AO@37.5C thermal@29.5C POM_5V_IN 4893/4893 POM_5V_GPU 2604/2604 POM_5V_CPU 164/164
RAM 1927/3964MB (lfb 36x4MB) SWAP 100/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,5%@102,5%@102,5%@102] EMC_FREQ 28%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32C PMIC@50C GPU@28.5C AO@40C thermal@30C POM_5V_IN 6400/5771 POM_5V_GPU 4192/3474 POM_5V_CPU 122/140
RAM 1927/3964MB (lfb 36x4MB) SWAP 100/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,7%@204,0%@204,5%@204] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32C PMIC@50C GPU@29C AO@40C thermal@30.5C POM_5V_IN 6359/5805 POM_5V_GPU 4117/3512 POM_5V_CPU 122/139
RAM 1927/3964MB (lfb 36x4MB) SWAP 100/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [2%@102,7%@102,2%@102,4%@102] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@31.5C PMIC@50C GPU@28.5C AO@39.5C thermal@29.75C POM_5V_IN 6134/5824 POM_5V_GPU 3885/3532 POM_5V_CPU 122/138
RAM 1927/3964MB (lfb 36x4MB) SWAP 100/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [2%@102,4%@102,0%@102,3%@102] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@31.5C PMIC@50C GPU@28.5C AO@39.5C thermal@30.25C POM_5V_IN 5793/5822 POM_5V_GPU 3574/3534 POM_5V_CPU 123/137
RAM 1927/3964MB (lfb 36x4MB) SWAP 100/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,6%@102,2%@102,5%@102] EMC_FREQ 27%@1600 GR3D_FREQ 64%@921 APE 25 PLL@26C CPU@31C PMIC@50C GPU@28C AO@39.5C thermal@29.5C POM_5V_IN 5217/5792 POM_5V_GPU 3059/3511 POM_5V_CPU 123/137
RAM 1927/3964MB (lfb 36x4MB) SWAP 100/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [3%@204,8%@204,3%@204,3%@204] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@30C PMIC@50C GPU@28C AO@37C thermal@30.25C POM_5V_IN 4304/5721 POM_5V_GPU 2295/3453 POM_5V_CPU 124/136
RAM 1927/3964MB (lfb 36x4MB) SWAP 100/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,7%@102,1%@204,4%@204] EMC_FREQ 28%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@29.5C PMIC@50C GPU@29C AO@37C thermal@30.5C POM_5V_IN 4984/5687 POM_5V_GPU 2658/3417 POM_5V_CPU 124/135
RAM 1927/3964MB (lfb 36x4MB) SWAP 100/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,4%@102,2%@102,7%@102] EMC_FREQ 28%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@30C PMIC@50C GPU@29.5C AO@37.5C thermal@29.25C POM_5V_IN 5490/5679 POM_5V_GPU 3137/3404 POM_5V_CPU 124/135
RAM 1927/3964MB (lfb 36x4MB) SWAP 100/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [2%@102,3%@102,0%@102,4%@102] EMC_FREQ 28%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@31.5C PMIC@50C GPU@29C AO@39.5C thermal@30.25C POM_5V_IN 6410/5709 POM_5V_GPU 3966/3428 POM_5V_CPU 122/134
RAM 1927/3964MB (lfb 36x4MB) SWAP 100/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,8%@102,3%@102,4%@102] EMC_FREQ 28%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32C PMIC@50C GPU@29.5C AO@40.5C thermal@30.25C POM_5V_IN 6359/5735 POM_5V_GPU 4151/3457 POM_5V_CPU 122/134
RAM 1927/3964MB (lfb 36x4MB) SWAP 100/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,4%@102,0%@204,5%@204] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@32C PMIC@50C GPU@29C AO@40C thermal@30C POM_5V_IN 6328/5758 POM_5V_GPU 4151/3483 POM_5V_CPU 122/133
RAM 1927/3964MB (lfb 36x4MB) SWAP 100/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,3%@204,6%@204,6%@204] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@32C PMIC@50C GPU@29C AO@40.5C thermal@30C POM_5V_IN 6288/5778 POM_5V_GPU 4070/3505 POM_5V_CPU 122/133
RAM 1927/3964MB (lfb 36x4MB) SWAP 100/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,6%@102,1%@102,4%@102] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32C PMIC@50C GPU@29C AO@40C thermal@30.75C POM_5V_IN 6021/5786 POM_5V_GPU 3879/3518 POM_5V_CPU 122/133
RAM 1927/3964MB (lfb 36x4MB) SWAP 100/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,6%@102,3%@102,4%@102] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32C PMIC@50C GPU@28.5C AO@39.5C thermal@29.75C POM_5V_IN 5793/5786 POM_5V_GPU 3574/3520 POM_5V_CPU 123/132
RAM 1927/3964MB (lfb 36x4MB) SWAP 100/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,6%@102,5%@102,7%@102] EMC_FREQ 27%@1600 GR3D_FREQ 43%@921 APE 25 PLL@25.5C CPU@31C PMIC@50C GPU@28.5C AO@38.5C thermal@30.5C POM_5V_IN 5126/5764 POM_5V_GPU 2972/3502 POM_5V_CPU 165/133
RAM 1927/3964MB (lfb 36x4MB) SWAP 100/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,4%@204,3%@204,5%@204] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@30.5C PMIC@50C GPU@29C AO@37.5C thermal@31C POM_5V_IN 4388/5720 POM_5V_GPU 2336/3464 POM_5V_CPU 124/133
RAM 1927/3964MB (lfb 36x4MB) SWAP 100/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,5%@102,1%@102,3%@102] EMC_FREQ 28%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@30.5C PMIC@50C GPU@28.5C AO@37C thermal@29C POM_5V_IN 4942/5696 POM_5V_GPU 2658/3439 POM_5V_CPU 124/133
RAM 1927/3964MB (lfb 36x4MB) SWAP 100/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [2%@204,4%@204,1%@204,3%@204] EMC_FREQ 28%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@31C PMIC@50C GPU@29.5C AO@38C thermal@31C POM_5V_IN 5531/5691 POM_5V_GPU 3178/3431 POM_5V_CPU 124/132
RAM 1927/3964MB (lfb 36x4MB) SWAP 100/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,3%@102,4%@102,9%@102] EMC_FREQ 28%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@32.5C PMIC@50C GPU@29.5C AO@39.5C thermal@30C POM_5V_IN 6594/5717 POM_5V_GPU 4036/3449 POM_5V_CPU 122/132
RAM 1927/3964MB (lfb 36x4MB) SWAP 100/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,4%@102,1%@102,5%@102] EMC_FREQ 28%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@32.5C PMIC@50C GPU@29.5C AO@40.5C thermal@30.25C POM_5V_IN 6471/5739 POM_5V_GPU 4145/3469 POM_5V_CPU 121/132
RAM 1927/3964MB (lfb 36x4MB) SWAP 100/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,5%@102,5%@102,3%@102] EMC_FREQ 28%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@32.5C PMIC@50C GPU@29.5C AO@40.5C thermal@31.25C POM_5V_IN 6328/5755 POM_5V_GPU 4151/3488 POM_5V_CPU 122/131
RAM 1927/3964MB (lfb 36x4MB) SWAP 100/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,4%@102,5%@102,6%@102] EMC_FREQ 28%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@33C PMIC@50C GPU@29.5C AO@41C thermal@29.25C POM_5V_IN 6328/5771 POM_5V_GPU 4111/3505 POM_5V_CPU 122/131
RAM 1927/3964MB (lfb 36x4MB) SWAP 100/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,6%@102,3%@102,3%@102] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@32.5C PMIC@50C GPU@29C AO@40C thermal@30.75C POM_5V_IN 6134/5780 POM_5V_GPU 3919/3516 POM_5V_CPU 122/131
RAM 1927/3964MB (lfb 36x4MB) SWAP 100/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,6%@102,3%@102,2%@102] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@32C PMIC@50C GPU@29C AO@40C thermal@30.75C POM_5V_IN 5793/5780 POM_5V_GPU 3574/3517 POM_5V_CPU 123/131
RAM 1927/3964MB (lfb 36x4MB) SWAP 100/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [5%@403,5%@403,5%@403,6%@403] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@31.5C PMIC@50C GPU@29.5C AO@39.5C thermal@31.25C POM_5V_IN 5325/5769 POM_5V_GPU 3091/3506 POM_5V_CPU 164/132
RAM 1927/3964MB (lfb 36x4MB) SWAP 100/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,6%@102,0%@102,5%@102] EMC_FREQ 27%@1600 GR3D_FREQ 71%@921 APE 25 PLL@26C CPU@30.5C PMIC@50C GPU@28.5C AO@37.5C thermal@30.25C POM_5V_IN 4024/5726 POM_5V_GPU 2092/3472 POM_5V_CPU 167/132
RAM 1927/3964MB (lfb 36x4MB) SWAP 100/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,3%@204,4%@204,4%@204] EMC_FREQ 28%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@30.5C PMIC@50C GPU@29.5C AO@37.5C thermal@31C POM_5V_IN 5059/5711 POM_5V_GPU 2820/3456 POM_5V_CPU 124/132
RAM 1927/3964MB (lfb 36x4MB) SWAP 100/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,3%@102,5%@102,3%@102] EMC_FREQ 28%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@31C PMIC@50C GPU@29.5C AO@38C thermal@30.75C POM_5V_IN 5761/5712 POM_5V_GPU 3338/3454 POM_5V_CPU 123/132
RAM 1927/3964MB (lfb 36x4MB) SWAP 100/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,5%@102,3%@102,4%@102] EMC_FREQ 28%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@33C PMIC@50C GPU@29.5C AO@40.5C thermal@30.75C POM_5V_IN 6512/5730 POM_5V_GPU 4267/3472 POM_5V_CPU 122/132
RAM 1927/3964MB (lfb 36x4MB) SWAP 100/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,5%@102,3%@102,3%@102] EMC_FREQ 28%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@33C PMIC@50C GPU@29.5C AO@41.5C thermal@31C POM_5V_IN 6441/5746 POM_5V_GPU 4117/3486 POM_5V_CPU 122/131
RAM 1928/3964MB (lfb 36x4MB) SWAP 100/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,7%@102,5%@102,4%@102] EMC_FREQ 28%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@33C PMIC@50C GPU@29.5C AO@41C thermal@29.75C POM_5V_IN 6359/5759 POM_5V_GPU 4151/3501 POM_5V_CPU 122/131
RAM 1928/3964MB (lfb 36x4MB) SWAP 100/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,8%@102,4%@102,3%@204] EMC_FREQ 28%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@32.5C PMIC@50C GPU@29.5C AO@41C thermal@31C POM_5V_IN 6359/5772 POM_5V_GPU 4111/3514 POM_5V_CPU 122/131
RAM 1928/3964MB (lfb 36x4MB) SWAP 100/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,5%@102,5%@102,3%@102] EMC_FREQ 28%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@32.5C PMIC@50C GPU@29.5C AO@40.5C thermal@31C POM_5V_IN 6175/5780 POM_5V_GPU 3885/3521 POM_5V_CPU 122/131
RAM 1928/3964MB (lfb 36x4MB) SWAP 100/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [2%@102,4%@102,3%@102,6%@102] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@32.5C PMIC@50C GPU@29.5C AO@40C thermal@30.25C POM_5V_IN 5834/5781 POM_5V_GPU 3569/3522 POM_5V_CPU 123/131
RAM 1928/3964MB (lfb 36x4MB) SWAP 100/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,6%@102,2%@204,3%@204] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@32C PMIC@50C GPU@29.5C AO@40.5C thermal@30.25C POM_5V_IN 5481/5775 POM_5V_GPU 3369/3519 POM_5V_CPU 164/131
RAM 1928/3964MB (lfb 36x4MB) SWAP 100/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,9%@204,3%@204,5%@204] EMC_FREQ 27%@1600 GR3D_FREQ 62%@921 APE 25 PLL@26.5C CPU@30.5C PMIC@50C GPU@29C AO@38.5C thermal@31C POM_5V_IN 4423/5749 POM_5V_GPU 2416/3498 POM_5V_CPU 124/131
RAM 1928/3964MB (lfb 36x4MB) SWAP 100/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,2%@102,4%@102,3%@102] EMC_FREQ 28%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@31C PMIC@50C GPU@29.5C AO@37.5C thermal@30.5C POM_5V_IN 4859/5732 POM_5V_GPU 2620/3481 POM_5V_CPU 124/131
RAM 1928/3964MB (lfb 36x4MB) SWAP 100/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [7%@204,4%@204,1%@204,0%@204] EMC_FREQ 28%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@31C PMIC@50C GPU@29.5C AO@38.5C thermal@31.25C POM_5V_IN 5531/5728 POM_5V_GPU 3178/3475 POM_5V_CPU 124/131
RAM 1928/3964MB (lfb 36x4MB) SWAP 100/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,5%@102,2%@102,0%@102] EMC_FREQ 28%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@32.5C PMIC@50C GPU@30C AO@40C thermal@31.5C POM_5V_IN 6594/5744 POM_5V_GPU 4083/3486 POM_5V_CPU 122/131
RAM 1928/3964MB (lfb 36x4MB) SWAP 100/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,3%@102,6%@102,4%@102] EMC_FREQ 28%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@33.5C PMIC@50C GPU@30C AO@41C thermal@29.75C POM_5V_IN 6369/5755 POM_5V_GPU 4111/3498 POM_5V_CPU 122/131
RAM 1928/3964MB (lfb 36x4MB) SWAP 100/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,5%@102,3%@102,1%@102] EMC_FREQ 28%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@33C PMIC@50C GPU@29.5C AO@41.5C thermal@31.25C POM_5V_IN 6359/5766 POM_5V_GPU 4151/3509 POM_5V_CPU 122/130
RAM 1928/3964MB (lfb 36x4MB) SWAP 100/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,2%@204,8%@204,0%@204] EMC_FREQ 28%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@33C PMIC@50C GPU@30C AO@41C thermal@30.5C POM_5V_IN 6247/5774 POM_5V_GPU 4076/3519 POM_5V_CPU 122/130
RAM 1928/3964MB (lfb 36x4MB) SWAP 100/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [3%@204,2%@204,4%@204,2%@204] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@33C PMIC@50C GPU@29.5C AO@41.5C thermal@31C POM_5V_IN 6021/5779 POM_5V_GPU 3844/3525 POM_5V_CPU 122/130
RAM 1930/3964MB (lfb 36x4MB) SWAP 100/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [3%@614,2%@614,7%@614,4%@614] EMC_FREQ 27%@1600 GR3D_FREQ 0%@921 APE 25 PLL@26C CPU@30C PMIC@50C GPU@29C AO@36.5C thermal@31.75C POM_5V_IN 3542/5741 POM_5V_GPU 1307/3487 POM_5V_CPU 380/134
