RAM 1654/3964MB (lfb 96x4MB) SWAP 159/1982MB (cached 1MB) IRAM 0/252kB(lfb 252kB) CPU [17%@518,1%@518,2%@518,1%@518] EMC_FREQ 9%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@31.5C PMIC@50C GPU@29C AO@38.5C thermal@27.75C POM_5V_IN 5200/5200 POM_5V_GPU 3032/3032 POM_5V_CPU 207/207
RAM 1654/3964MB (lfb 96x4MB) SWAP 159/1982MB (cached 1MB) IRAM 0/252kB(lfb 252kB) CPU [23%@307,1%@307,1%@403,4%@403] EMC_FREQ 14%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@32C PMIC@50C GPU@29C AO@38.5C thermal@30C POM_5V_IN 5200/5200 POM_5V_GPU 3032/3032 POM_5V_CPU 207/207
RAM 1655/3964MB (lfb 96x4MB) SWAP 159/1982MB (cached 1MB) IRAM 0/252kB(lfb 252kB) CPU [29%@102,6%@102,3%@204,4%@204] EMC_FREQ 17%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@32C PMIC@50C GPU@29C AO@38.5C thermal@30.5C POM_5V_IN 5324/5241 POM_5V_GPU 2870/2978 POM_5V_CPU 208/207
RAM 1655/3964MB (lfb 96x4MB) SWAP 159/1982MB (cached 1MB) IRAM 0/252kB(lfb 252kB) CPU [8%@204,25%@204,0%@204,5%@204] EMC_FREQ 19%@1600 GR3D_FREQ 69%@921 APE 25 PLL@26C CPU@32.5C PMIC@50C GPU@29.5C AO@38.5C thermal@30.75C POM_5V_IN 5358/5270 POM_5V_GPU 3151/3021 POM_5V_CPU 207/207
RAM 1655/3964MB (lfb 96x4MB) SWAP 159/1982MB (cached 1MB) IRAM 0/252kB(lfb 252kB) CPU [8%@204,29%@204,0%@204,6%@204] EMC_FREQ 21%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@32C PMIC@50C GPU@29.5C AO@38.5C thermal@30.25C POM_5V_IN 5158/5248 POM_5V_GPU 2949/3006 POM_5V_CPU 207/207
RAM 1655/3964MB (lfb 96x4MB) SWAP 159/1982MB (cached 1MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,28%@204,7%@204,1%@204] EMC_FREQ 22%@1600 GR3D_FREQ 73%@921 APE 25 PLL@26C CPU@32.5C PMIC@50C GPU@29.5C AO@39.5C thermal@31C POM_5V_IN 5432/5278 POM_5V_GPU 3276/3051 POM_5V_CPU 207/207
RAM 1655/3964MB (lfb 96x4MB) SWAP 159/1982MB (cached 1MB) IRAM 0/252kB(lfb 252kB) CPU [8%@204,26%@204,2%@204,3%@204] EMC_FREQ 22%@1600 GR3D_FREQ 75%@921 APE 25 PLL@26.5C CPU@32C PMIC@50C GPU@29.5C AO@39.5C thermal@30.5C POM_5V_IN 5275/5278 POM_5V_GPU 3151/3065 POM_5V_CPU 207/207
RAM 1655/3964MB (lfb 96x4MB) SWAP 159/1982MB (cached 1MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,25%@204,5%@204,3%@204] EMC_FREQ 23%@1600 GR3D_FREQ 81%@921 APE 25 PLL@26.5C CPU@32.5C PMIC@50C GPU@29.5C AO@39.5C thermal@30.5C POM_5V_IN 5432/5297 POM_5V_GPU 3271/3091 POM_5V_CPU 207/207
RAM 1655/3964MB (lfb 96x4MB) SWAP 159/1982MB (cached 1MB) IRAM 0/252kB(lfb 252kB) CPU [33%@204,3%@204,4%@204,2%@204] EMC_FREQ 23%@1600 GR3D_FREQ 68%@921 APE 25 PLL@26.5C CPU@32C PMIC@50C GPU@29C AO@39.5C thermal@30.5C POM_5V_IN 5283/5295 POM_5V_GPU 3156/3098 POM_5V_CPU 207/207
RAM 1655/3964MB (lfb 96x4MB) SWAP 159/1982MB (cached 1MB) IRAM 0/252kB(lfb 252kB) CPU [29%@204,4%@204,4%@204,6%@204] EMC_FREQ 23%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@32.5C PMIC@50C GPU@29.5C AO@39.5C thermal@30.75C POM_5V_IN 5358/5302 POM_5V_GPU 3156/3104 POM_5V_CPU 166/203
RAM 1655/3964MB (lfb 96x4MB) SWAP 159/1982MB (cached 1MB) IRAM 0/252kB(lfb 252kB) CPU [26%@204,7%@204,3%@204,6%@204] EMC_FREQ 23%@1600 GR3D_FREQ 83%@921 APE 25 PLL@26.5C CPU@32.5C PMIC@50C GPU@29.5C AO@39.5C thermal@30.75C POM_5V_IN 5590/5328 POM_5V_GPU 3312/3123 POM_5V_CPU 248/207
