RAM 1635/3964MB (lfb 94x4MB) SWAP 91/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,10%@204,17%@204,5%@204] EMC_FREQ 11%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23C CPU@28.5C PMIC@50C GPU@26C AO@35.5C thermal@27C POM_5V_IN 5094/5094 POM_5V_GPU 2871/2871 POM_5V_CPU 205/205
RAM 1635/3964MB (lfb 94x4MB) SWAP 91/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,3%@204,31%@204,3%@204] EMC_FREQ 16%@1600 GR3D_FREQ 82%@921 APE 25 PLL@23.5C CPU@28.5C PMIC@50C GPU@26C AO@35C thermal@27.25C POM_5V_IN 5218/5156 POM_5V_GPU 2871/2871 POM_5V_CPU 205/205
RAM 1635/3964MB (lfb 94x4MB) SWAP 91/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,2%@204,31%@204,4%@204] EMC_FREQ 20%@1600 GR3D_FREQ 83%@921 APE 25 PLL@23.5C CPU@28C PMIC@50C GPU@26C AO@35.5C thermal@27.25C POM_5V_IN 4987/5099 POM_5V_GPU 2793/2845 POM_5V_CPU 205/205
RAM 1635/3964MB (lfb 94x4MB) SWAP 91/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [7%@204,3%@204,29%@204,2%@204] EMC_FREQ 23%@1600 GR3D_FREQ 83%@921 APE 25 PLL@23.5C CPU@28.5C PMIC@50C GPU@26C AO@35.5C thermal@27.25C POM_5V_IN 5185/5121 POM_5V_GPU 2793/2832 POM_5V_CPU 205/205
RAM 1635/3964MB (lfb 94x4MB) SWAP 91/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [7%@204,2%@204,30%@204,1%@204] EMC_FREQ 24%@1600 GR3D_FREQ 81%@921 APE 25 PLL@23.5C CPU@28.5C PMIC@50C GPU@26C AO@35.5C thermal@27C POM_5V_IN 5210/5138 POM_5V_GPU 2953/2856 POM_5V_CPU 205/205
RAM 1635/3964MB (lfb 94x4MB) SWAP 91/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [3%@307,4%@307,30%@307,6%@307] EMC_FREQ 25%@1600 GR3D_FREQ 82%@921 APE 25 PLL@23.5C CPU@28.5C PMIC@50C GPU@26C AO@36C thermal@27C POM_5V_IN 5602/5216 POM_5V_GPU 2858/2856 POM_5V_CPU 203/204
RAM 1635/3964MB (lfb 94x4MB) SWAP 91/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [9%@204,3%@204,32%@204,3%@204] EMC_FREQ 26%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23C CPU@28.5C PMIC@50C GPU@26C AO@35.5C thermal@27.25C POM_5V_IN 5259/5222 POM_5V_GPU 2912/2864 POM_5V_CPU 205/204
RAM 1635/3964MB (lfb 94x4MB) SWAP 91/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [5%@307,2%@307,31%@307,2%@307] EMC_FREQ 27%@1600 GR3D_FREQ 89%@921 APE 25 PLL@23.5C CPU@28.5C PMIC@50C GPU@26.5C AO@35.5C thermal@27.25C POM_5V_IN 5144/5212 POM_5V_GPU 2912/2870 POM_5V_CPU 205/204
RAM 1635/3964MB (lfb 94x4MB) SWAP 91/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,5%@204,30%@204,2%@204] EMC_FREQ 27%@1600 GR3D_FREQ 82%@921 APE 25 PLL@23.5C CPU@28.5C PMIC@50C GPU@26C AO@35.5C thermal@27.25C POM_5V_IN 5102/5200 POM_5V_GPU 2716/2853 POM_5V_CPU 205/204
RAM 1635/3964MB (lfb 94x4MB) SWAP 91/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [8%@204,3%@204,29%@204,4%@204] EMC_FREQ 27%@1600 GR3D_FREQ 81%@921 APE 25 PLL@23.5C CPU@28.5C PMIC@50C GPU@26C AO@35.5C thermal@27.25C POM_5V_IN 5218/5201 POM_5V_GPU 2793/2847 POM_5V_CPU 205/204
RAM 1635/3964MB (lfb 94x4MB) SWAP 91/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,2%@204,32%@204,2%@204] EMC_FREQ 27%@1600 GR3D_FREQ 83%@921 APE 25 PLL@23.5C CPU@28.5C PMIC@50C GPU@26C AO@35.5C thermal@27.25C POM_5V_IN 5177/5199 POM_5V_GPU 2994/2860 POM_5V_CPU 205/204
RAM 1635/3964MB (lfb 94x4MB) SWAP 91/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,4%@204,27%@204,5%@204] EMC_FREQ 28%@1600 GR3D_FREQ 83%@921 APE 25 PLL@23.5C CPU@28.5C PMIC@50C GPU@26C AO@35.5C thermal@27.5C POM_5V_IN 5061/5188 POM_5V_GPU 2793/2854 POM_5V_CPU 205/204
RAM 1635/3964MB (lfb 94x4MB) SWAP 91/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [9%@204,5%@204,23%@204,11%@204] EMC_FREQ 27%@1600 GR3D_FREQ 98%@921 APE 25 PLL@23.5C CPU@29C PMIC@50C GPU@26C AO@35.5C thermal@27C POM_5V_IN 5218/5190 POM_5V_GPU 2994/2865 POM_5V_CPU 205/204
RAM 1635/3964MB (lfb 94x4MB) SWAP 91/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [7%@204,3%@204,28%@204,9%@204] EMC_FREQ 27%@1600 GR3D_FREQ 82%@921 APE 25 PLL@23.5C CPU@28.5C PMIC@50C GPU@26C AO@35.5C thermal@27C POM_5V_IN 5069/5181 POM_5V_GPU 2752/2857 POM_5V_CPU 205/204
RAM 1635/3964MB (lfb 94x4MB) SWAP 91/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [18%@102,3%@102,18%@204,18%@204] EMC_FREQ 27%@1600 GR3D_FREQ 65%@921 APE 25 PLL@23.5C CPU@28.5C PMIC@50C GPU@26C AO@35.5C thermal@27.25C POM_5V_IN 4871/5161 POM_5V_GPU 2600/2840 POM_5V_CPU 206/204
RAM 1635/3964MB (lfb 94x4MB) SWAP 91/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [13%@204,14%@204,15%@204,18%@204] EMC_FREQ 26%@1600 GR3D_FREQ 73%@921 APE 25 PLL@23.5C CPU@28.5C PMIC@50C GPU@26C AO@35.5C thermal@27C POM_5V_IN 4987/5150 POM_5V_GPU 2720/2832 POM_5V_CPU 164/202
RAM 1635/3964MB (lfb 94x4MB) SWAP 91/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [27%@204,6%@307,15%@307,5%@307] EMC_FREQ 26%@1600 GR3D_FREQ 83%@921 APE 25 PLL@23.5C CPU@29C PMIC@50C GPU@26C AO@35.5C thermal@27.5C POM_5V_IN 5218/5154 POM_5V_GPU 2917/2837 POM_5V_CPU 205/202
RAM 1635/3964MB (lfb 94x4MB) SWAP 91/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [24%@204,5%@204,10%@204,7%@204] EMC_FREQ 27%@1600 GR3D_FREQ 98%@921 APE 25 PLL@23.5C CPU@28.5C PMIC@50C GPU@26C AO@35.5C thermal@27.75C POM_5V_IN 5218/5157 POM_5V_GPU 2835/2837 POM_5V_CPU 205/202
RAM 1635/3964MB (lfb 94x4MB) SWAP 91/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [7%@307,29%@307,1%@307,3%@307] EMC_FREQ 27%@1600 GR3D_FREQ 82%@921 APE 25 PLL@24C CPU@28.5C PMIC@50C GPU@26C AO@36C thermal@27.5C POM_5V_IN 5102/5154 POM_5V_GPU 2876/2839 POM_5V_CPU 205/202
RAM 1635/3964MB (lfb 94x4MB) SWAP 91/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,32%@204,2%@204,3%@204] EMC_FREQ 27%@1600 GR3D_FREQ 81%@921 APE 25 PLL@23.5C CPU@29C PMIC@50C GPU@26.5C AO@36C thermal@27.5C POM_5V_IN 5259/5159 POM_5V_GPU 2953/2845 POM_5V_CPU 205/202
RAM 1635/3964MB (lfb 94x4MB) SWAP 91/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [6%@307,29%@307,3%@307,4%@307] EMC_FREQ 27%@1600 GR3D_FREQ 88%@921 APE 25 PLL@23.5C CPU@29C PMIC@50C GPU@26C AO@36C thermal@27.5C POM_5V_IN 5020/5153 POM_5V_GPU 2835/2844 POM_5V_CPU 205/203
RAM 1635/3964MB (lfb 94x4MB) SWAP 91/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,29%@204,1%@204,7%@204] EMC_FREQ 27%@1600 GR3D_FREQ 82%@921 APE 25 PLL@24C CPU@29C PMIC@50C GPU@26.5C AO@36C thermal@27.75C POM_5V_IN 5218/5156 POM_5V_GPU 2994/2851 POM_5V_CPU 205/203
RAM 1635/3964MB (lfb 94x4MB) SWAP 91/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [7%@204,27%@204,7%@204,9%@204] EMC_FREQ 27%@1600 GR3D_FREQ 83%@921 APE 25 PLL@23.5C CPU@28.5C PMIC@50C GPU@26C AO@36C thermal@27C POM_5V_IN 4979/5148 POM_5V_GPU 2793/2849 POM_5V_CPU 205/203
RAM 1635/3964MB (lfb 94x4MB) SWAP 91/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [10%@204,27%@204,2%@204,3%@204] EMC_FREQ 28%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24C CPU@29C PMIC@50C GPU@26.5C AO@35.5C thermal@27C POM_5V_IN 5218/5151 POM_5V_GPU 2958/2853 POM_5V_CPU 205/203
