RAM 1809/3964MB (lfb 57x4MB) SWAP 217/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [12%@403,2%@403,6%@403,2%@403] EMC_FREQ 7%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@32.5C PMIC@50C GPU@29.5C AO@40C thermal@27.25C POM_5V_IN 6182/6182 POM_5V_GPU 3880/3880 POM_5V_CPU 165/165
RAM 1809/3964MB (lfb 57x4MB) SWAP 217/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [18%@102,1%@102,3%@204,5%@204] EMC_FREQ 10%@1600 GR3D_FREQ 82%@921 APE 25 PLL@26C CPU@32.5C PMIC@50C GPU@29.5C AO@41C thermal@30.75C POM_5V_IN 5829/6005 POM_5V_GPU 3880/3880 POM_5V_CPU 165/165
RAM 1809/3964MB (lfb 57x4MB) SWAP 217/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [22%@102,3%@102,1%@204,1%@204] EMC_FREQ 12%@1600 GR3D_FREQ 97%@921 APE 25 PLL@26C CPU@32.5C PMIC@50C GPU@29.5C AO@41C thermal@31C POM_5V_IN 5788/5933 POM_5V_GPU 3880/3880 POM_5V_CPU 123/151
RAM 1809/3964MB (lfb 57x4MB) SWAP 217/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [24%@204,2%@204,0%@204,2%@204] EMC_FREQ 13%@1600 GR3D_FREQ 67%@921 APE 25 PLL@26C CPU@32.5C PMIC@50C GPU@29.5C AO@40.5C thermal@30.75C POM_5V_IN 5755/5888 POM_5V_GPU 3803/3860 POM_5V_CPU 124/144
RAM 1809/3964MB (lfb 57x4MB) SWAP 217/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [21%@204,3%@204,1%@204,3%@204] EMC_FREQ 14%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@33C PMIC@50C GPU@29.5C AO@41C thermal@31.25C POM_5V_IN 5870/5884 POM_5V_GPU 3921/3872 POM_5V_CPU 165/148
RAM 1809/3964MB (lfb 57x4MB) SWAP 217/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [20%@102,4%@102,2%@102,3%@102] EMC_FREQ 15%@1600 GR3D_FREQ 57%@921 APE 25 PLL@26.5C CPU@33C PMIC@50C GPU@29.5C AO@41.5C thermal@31C POM_5V_IN 5985/5901 POM_5V_GPU 4039/3900 POM_5V_CPU 123/144
RAM 1810/3964MB (lfb 57x4MB) SWAP 217/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [23%@102,2%@102,2%@102,2%@102] EMC_FREQ 15%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@33C PMIC@50C GPU@29C AO@41.5C thermal@31.25C POM_5V_IN 5912/5903 POM_5V_GPU 3997/3914 POM_5V_CPU 164/147
RAM 1810/3964MB (lfb 57x4MB) SWAP 217/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [23%@204,5%@204,3%@204,3%@204] EMC_FREQ 15%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@33C PMIC@50C GPU@29.5C AO@41C thermal@31C POM_5V_IN 5829/5893 POM_5V_GPU 3921/3915 POM_5V_CPU 165/149
RAM 1810/3964MB (lfb 57x4MB) SWAP 217/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [25%@102,4%@102,3%@102,2%@204] EMC_FREQ 15%@1600 GR3D_FREQ 98%@921 APE 25 PLL@26C CPU@33C PMIC@50C GPU@29.5C AO@41C thermal@31C POM_5V_IN 5788/5882 POM_5V_GPU 3880/3911 POM_5V_CPU 165/151
RAM 1810/3964MB (lfb 57x4MB) SWAP 217/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [19%@102,1%@102,1%@102,2%@102] EMC_FREQ 16%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@33C PMIC@50C GPU@30C AO@41C thermal@31.25C POM_5V_IN 6099/5903 POM_5V_GPU 4121/3932 POM_5V_CPU 123/148
RAM 1810/3964MB (lfb 57x4MB) SWAP 217/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [20%@102,2%@102,2%@102,4%@102] EMC_FREQ 16%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@32.5C PMIC@50C GPU@30C AO@40.5C thermal@31.25C POM_5V_IN 5838/5897 POM_5V_GPU 3602/3902 POM_5V_CPU 165/149
RAM 1810/3964MB (lfb 57x4MB) SWAP 217/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [23%@204,6%@204,5%@204,5%@204] EMC_FREQ 16%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@32.5C PMIC@50C GPU@30C AO@40.5C thermal@31.25C POM_5V_IN 5557/5869 POM_5V_GPU 3602/3877 POM_5V_CPU 165/151
RAM 1810/3964MB (lfb 57x4MB) SWAP 217/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [6%@403,16%@403,4%@403,3%@403] EMC_FREQ 16%@1600 GR3D_FREQ 73%@921 APE 25 PLL@26.5C CPU@32.5C PMIC@50C GPU@30C AO@41C thermal@31.25C POM_5V_IN 5714/5857 POM_5V_GPU 3720/3865 POM_5V_CPU 165/152
RAM 1810/3964MB (lfb 57x4MB) SWAP 217/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [9%@102,18%@204,6%@204,2%@204] EMC_FREQ 16%@1600 GR3D_FREQ 89%@921 APE 25 PLL@26.5C CPU@32C PMIC@50C GPU@30C AO@40C thermal@31C POM_5V_IN 5441/5827 POM_5V_GPU 3519/3840 POM_5V_CPU 165/153
RAM 1810/3964MB (lfb 57x4MB) SWAP 217/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [7%@204,13%@204,7%@204,4%@204] EMC_FREQ 16%@1600 GR3D_FREQ 55%@921 APE 25 PLL@26.5C CPU@32C PMIC@50C GPU@29.5C AO@41C thermal@31C POM_5V_IN 5474/5804 POM_5V_GPU 3519/3818 POM_5V_CPU 165/153
RAM 1810/3964MB (lfb 57x4MB) SWAP 217/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [8%@204,9%@204,13%@204,7%@204] EMC_FREQ 16%@1600 GR3D_FREQ 97%@921 APE 25 PLL@26.5C CPU@32C PMIC@50C GPU@29.5C AO@40.5C thermal@31.25C POM_5V_IN 5631/5793 POM_5V_GPU 3679/3810 POM_5V_CPU 165/154
RAM 1810/3964MB (lfb 57x4MB) SWAP 217/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [7%@403,17%@403,4%@403,2%@403] EMC_FREQ 16%@1600 GR3D_FREQ 94%@921 APE 25 PLL@26.5C CPU@32C PMIC@50C GPU@29.5C AO@41C thermal@31C POM_5V_IN 5598/5781 POM_5V_GPU 3643/3800 POM_5V_CPU 165/155
RAM 1810/3964MB (lfb 57x4MB) SWAP 217/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,15%@204,5%@204,4%@204] EMC_FREQ 16%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@32.5C PMIC@50C GPU@29.5C AO@40C thermal@31C POM_5V_IN 5515/5766 POM_5V_GPU 3561/3787 POM_5V_CPU 165/155
RAM 1810/3964MB (lfb 57x4MB) SWAP 217/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [8%@102,10%@204,6%@204,5%@204] EMC_FREQ 16%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@32C PMIC@50C GPU@29.5C AO@40.5C thermal@31.25C POM_5V_IN 5557/5755 POM_5V_GPU 3602/3777 POM_5V_CPU 165/156
RAM 1810/3964MB (lfb 57x4MB) SWAP 217/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [10%@102,12%@102,10%@102,4%@102] EMC_FREQ 16%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@33C PMIC@50C GPU@29.5C AO@40.5C thermal@31C POM_5V_IN 5598/5748 POM_5V_GPU 3602/3768 POM_5V_CPU 165/156
RAM 1810/3964MB (lfb 57x4MB) SWAP 217/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [9%@204,5%@204,11%@204,6%@204] EMC_FREQ 16%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@32.5C PMIC@50C GPU@29.5C AO@40.5C thermal@31C POM_5V_IN 5515/5736 POM_5V_GPU 3602/3760 POM_5V_CPU 165/157
RAM 1810/3964MB (lfb 57x4MB) SWAP 217/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [12%@102,6%@102,9%@102,5%@204] EMC_FREQ 16%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@33C PMIC@50C GPU@29.5C AO@40.5C thermal@31C POM_5V_IN 5640/5732 POM_5V_GPU 3561/3751 POM_5V_CPU 165/157
RAM 1810/3964MB (lfb 57x4MB) SWAP 217/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [17%@204,9%@204,3%@307,6%@307] EMC_FREQ 16%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@32.5C PMIC@50C GPU@30C AO@40.5C thermal@31.25C POM_5V_IN 5944/5741 POM_5V_GPU 3585/3744 POM_5V_CPU 164/157
RAM 1810/3964MB (lfb 57x4MB) SWAP 217/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [18%@204,8%@204,2%@204,13%@204] EMC_FREQ 16%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@32.5C PMIC@50C GPU@29.5C AO@40C thermal@31.25C POM_5V_IN 6378/5768 POM_5V_GPU 3827/3747 POM_5V_CPU 164/157
RAM 1810/3964MB (lfb 57x4MB) SWAP 217/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [25%@307,2%@307,2%@307,6%@307] EMC_FREQ 16%@1600 GR3D_FREQ 65%@921 APE 25 PLL@26C CPU@32C PMIC@50C GPU@29.5C AO@40.5C thermal@31C POM_5V_IN 5482/5756 POM_5V_GPU 3519/3738 POM_5V_CPU 165/158
RAM 1810/3964MB (lfb 57x4MB) SWAP 217/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [20%@204,5%@204,3%@204,3%@204] EMC_FREQ 16%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@33C PMIC@50C GPU@29.5C AO@40.5C thermal@31.25C POM_5V_IN 5399/5743 POM_5V_GPU 3525/3730 POM_5V_CPU 165/158
RAM 1810/3964MB (lfb 57x4MB) SWAP 217/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [25%@204,5%@204,1%@204,3%@204] EMC_FREQ 16%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@33C PMIC@50C GPU@29.5C AO@40.5C thermal@31.25C POM_5V_IN 5557/5736 POM_5V_GPU 3602/3725 POM_5V_CPU 165/158
RAM 1810/3964MB (lfb 57x4MB) SWAP 217/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [22%@102,2%@102,1%@102,0%@204] EMC_FREQ 16%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@32.5C PMIC@50C GPU@29.5C AO@40C thermal@31.5C POM_5V_IN 5474/5726 POM_5V_GPU 3561/3719 POM_5V_CPU 165/158
RAM 1810/3964MB (lfb 57x4MB) SWAP 217/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [23%@307,7%@307,4%@307,2%@307] EMC_FREQ 16%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@32.5C PMIC@50C GPU@29.5C AO@41C thermal@31.5C POM_5V_IN 5598/5722 POM_5V_GPU 3685/3718 POM_5V_CPU 165/159
RAM 1810/3964MB (lfb 57x4MB) SWAP 217/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [24%@204,2%@204,2%@204,2%@204] EMC_FREQ 16%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@32.5C PMIC@50C GPU@30C AO@40.5C thermal@31.25C POM_5V_IN 5474/5714 POM_5V_GPU 3561/3713 POM_5V_CPU 165/159
RAM 1810/3964MB (lfb 57x4MB) SWAP 217/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [21%@403,4%@403,2%@403,4%@403] EMC_FREQ 16%@1600 GR3D_FREQ 83%@921 APE 25 PLL@27C CPU@33C PMIC@50C GPU@30C AO@41C thermal@31.5C POM_5V_IN 5598/5710 POM_5V_GPU 3643/3711 POM_5V_CPU 165/159
RAM 1810/3964MB (lfb 57x4MB) SWAP 217/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [22%@204,1%@204,1%@204,2%@204] EMC_FREQ 16%@1600 GR3D_FREQ 97%@921 APE 25 PLL@26.5C CPU@32C PMIC@50C GPU@30C AO@40.5C thermal@31.25C POM_5V_IN 5399/5700 POM_5V_GPU 3525/3705 POM_5V_CPU 165/159
RAM 1810/3964MB (lfb 57x4MB) SWAP 217/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [22%@204,3%@204,3%@204,3%@204] EMC_FREQ 16%@1600 GR3D_FREQ 73%@921 APE 25 PLL@26.5C CPU@33C PMIC@50C GPU@29.5C AO@41.5C thermal@32C POM_5V_IN 5870/5705 POM_5V_GPU 3880/3710 POM_5V_CPU 165/159
RAM 1810/3964MB (lfb 57x4MB) SWAP 217/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [25%@204,4%@204,0%@204,3%@204] EMC_FREQ 16%@1600 GR3D_FREQ 51%@921 APE 25 PLL@26.5C CPU@33C PMIC@50C GPU@29.5C AO@41C thermal@32C POM_5V_IN 5640/5703 POM_5V_GPU 3643/3708 POM_5V_CPU 124/158
