RAM 1853/3964MB (lfb 79x4MB) SWAP 315/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [4%@307,10%@307,2%@307,2%@307] EMC_FREQ 5%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@31.5C PMIC@50C GPU@29C AO@40C thermal@29C POM_5V_IN 5829/5829 POM_5V_GPU 3962/3962 POM_5V_CPU 165/165
RAM 1853/3964MB (lfb 79x4MB) SWAP 315/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,10%@102,1%@204,3%@204] EMC_FREQ 7%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@33C PMIC@50C GPU@29.5C AO@42.5C thermal@31.25C POM_5V_IN 6604/6216 POM_5V_GPU 4833/4397 POM_5V_CPU 122/143
RAM 1854/3964MB (lfb 79x4MB) SWAP 315/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [17%@102,6%@102,2%@102,2%@102] EMC_FREQ 8%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@33C PMIC@50C GPU@29.5C AO@41.5C thermal@31.75C POM_5V_IN 6409/6280 POM_5V_GPU 4553/4449 POM_5V_CPU 164/150
RAM 1854/3964MB (lfb 79x4MB) SWAP 315/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [8%@204,11%@204,2%@204,3%@204] EMC_FREQ 9%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@32C PMIC@50C GPU@29.5C AO@40.5C thermal@31.25C POM_5V_IN 5557/6099 POM_5V_GPU 3850/4299 POM_5V_CPU 165/154
RAM 1854/3964MB (lfb 79x4MB) SWAP 315/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,11%@204,1%@204,1%@204] EMC_FREQ 10%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@33.5C PMIC@50C GPU@30C AO@42.5C thermal@31.75C POM_5V_IN 6604/6200 POM_5V_GPU 4792/4398 POM_5V_CPU 122/147
RAM 1854/3964MB (lfb 79x4MB) SWAP 315/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [3%@204,12%@204,3%@204,0%@204] EMC_FREQ 10%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@33.5C PMIC@50C GPU@29.5C AO@42.5C thermal@31C POM_5V_IN 6337/6223 POM_5V_GPU 4519/4418 POM_5V_CPU 123/143
RAM 1854/3964MB (lfb 79x4MB) SWAP 315/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [3%@204,8%@204,7%@204,2%@204] EMC_FREQ 10%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@34C PMIC@50C GPU@30C AO@40.5C thermal@31.5C POM_5V_IN 6223/6223 POM_5V_GPU 4128/4376 POM_5V_CPU 123/140
RAM 1854/3964MB (lfb 79x4MB) SWAP 315/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,10%@102,6%@102,4%@102] EMC_FREQ 11%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@33.5C PMIC@50C GPU@29.5C AO@42C thermal@31.5C POM_5V_IN 6522/6260 POM_5V_GPU 4710/4418 POM_5V_CPU 123/138
RAM 1854/3964MB (lfb 79x4MB) SWAP 315/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [10%@307,6%@307,3%@307,0%@307] EMC_FREQ 11%@1600 GR3D_FREQ 64%@921 APE 25 PLL@26C CPU@33.5C PMIC@50C GPU@29.5C AO@42C thermal@31.5C POM_5V_IN 6026/6234 POM_5V_GPU 4204/4394 POM_5V_CPU 123/136
RAM 1854/3964MB (lfb 79x4MB) SWAP 315/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [10%@102,5%@102,6%@102,1%@102] EMC_FREQ 11%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@33.5C PMIC@50C GPU@30C AO@41C thermal@31.5C POM_5V_IN 6645/6275 POM_5V_GPU 4642/4419 POM_5V_CPU 123/135
RAM 1854/3964MB (lfb 79x4MB) SWAP 315/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [14%@204,2%@204,3%@204,4%@204] EMC_FREQ 11%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@34C PMIC@50C GPU@30C AO@42.5C thermal@31.5C POM_5V_IN 6522/6298 POM_5V_GPU 4710/4445 POM_5V_CPU 123/134
