RAM 1863/3964MB (lfb 21x4MB) SWAP 350/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [8%@403,6%@403,4%@403,1%@403] EMC_FREQ 8%@1600 GR3D_FREQ 97%@921 APE 25 PLL@25.5C CPU@31C PMIC@50C GPU@28.5C AO@39.5C thermal@30.75C POM_5V_IN 5672/5672 POM_5V_GPU 3638/3638 POM_5V_CPU 124/124
RAM 1863/3964MB (lfb 21x4MB) SWAP 350/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [8%@204,2%@204,0%@204,0%@204] EMC_FREQ 10%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@31.5C PMIC@50C GPU@29C AO@39.5C thermal@30.75C POM_5V_IN 5912/5792 POM_5V_GPU 3673/3655 POM_5V_CPU 123/123
RAM 1863/3964MB (lfb 21x4MB) SWAP 350/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [9%@102,1%@102,2%@102,2%@102] EMC_FREQ 12%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@33C PMIC@50C GPU@29.5C AO@39.5C thermal@30C POM_5V_IN 6255/5946 POM_5V_GPU 4032/3781 POM_5V_CPU 165/137
RAM 1863/3964MB (lfb 21x4MB) SWAP 350/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,4%@102,0%@102,3%@102] EMC_FREQ 13%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32C PMIC@50C GPU@29.5C AO@39.5C thermal@31.25C POM_5V_IN 6378/6054 POM_5V_GPU 4156/3874 POM_5V_CPU 123/133
RAM 1863/3964MB (lfb 21x4MB) SWAP 350/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,9%@102,3%@102,4%@102] EMC_FREQ 14%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32C PMIC@50C GPU@29C AO@39.5C thermal@31.25C POM_5V_IN 6337/6110 POM_5V_GPU 4115/3922 POM_5V_CPU 123/131
RAM 1863/3964MB (lfb 21x4MB) SWAP 350/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,8%@102,4%@102,4%@102] EMC_FREQ 14%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32.5C PMIC@50C GPU@29.5C AO@40C thermal@30.75C POM_5V_IN 6450/6167 POM_5V_GPU 4190/3967 POM_5V_CPU 164/137
RAM 1863/3964MB (lfb 21x4MB) SWAP 350/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [2%@102,7%@204,4%@204,0%@204] EMC_FREQ 15%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@33C PMIC@50C GPU@29C AO@40.5C thermal@31.25C POM_5V_IN 6532/6219 POM_5V_GPU 4355/4022 POM_5V_CPU 123/135
RAM 1863/3964MB (lfb 21x4MB) SWAP 350/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [2%@102,5%@102,2%@102,0%@102] EMC_FREQ 15%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@33.5C PMIC@50C GPU@29.5C AO@41.5C thermal@30.5C POM_5V_IN 6563/6262 POM_5V_GPU 4628/4098 POM_5V_CPU 123/133
RAM 1863/3964MB (lfb 21x4MB) SWAP 350/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,8%@102,2%@102,1%@102] EMC_FREQ 15%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@33C PMIC@50C GPU@29.5C AO@42C thermal@31.25C POM_5V_IN 6563/6295 POM_5V_GPU 4669/4161 POM_5V_CPU 122/132
RAM 1864/3964MB (lfb 21x4MB) SWAP 350/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,2%@102,2%@102,5%@102] EMC_FREQ 15%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@33.5C PMIC@50C GPU@29.5C AO@42C thermal@30.5C POM_5V_IN 6604/6326 POM_5V_GPU 4669/4212 POM_5V_CPU 122/131
RAM 1864/3964MB (lfb 21x4MB) SWAP 350/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,2%@102,4%@102,8%@102] EMC_FREQ 15%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@33.5C PMIC@50C GPU@29.5C AO@42C thermal@31.5C POM_5V_IN 6604/6351 POM_5V_GPU 4710/4257 POM_5V_CPU 122/130
RAM 1864/3964MB (lfb 21x4MB) SWAP 350/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [3%@204,3%@204,2%@204,6%@204] EMC_FREQ 15%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@33.5C PMIC@50C GPU@29C AO@42C thermal@31.5C POM_5V_IN 6604/6372 POM_5V_GPU 4710/4295 POM_5V_CPU 122/129
RAM 1864/3964MB (lfb 21x4MB) SWAP 350/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,3%@102,2%@102,5%@102] EMC_FREQ 15%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@33.5C PMIC@50C GPU@29.5C AO@42C thermal@31.5C POM_5V_IN 6594/6389 POM_5V_GPU 4710/4327 POM_5V_CPU 122/129
RAM 1864/3964MB (lfb 21x4MB) SWAP 350/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [4%@307,5%@307,5%@307,8%@307] EMC_FREQ 15%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@33.5C PMIC@50C GPU@29.5C AO@42C thermal@31.5C POM_5V_IN 6676/6410 POM_5V_GPU 4703/4354 POM_5V_CPU 245/137
RAM 1864/3964MB (lfb 21x4MB) SWAP 350/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,10%@102,2%@102,3%@102] EMC_FREQ 16%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@34C PMIC@50C GPU@29.5C AO@42.5C thermal@31.5C POM_5V_IN 6635/6425 POM_5V_GPU 4710/4377 POM_5V_CPU 122/136
RAM 1864/3964MB (lfb 21x4MB) SWAP 350/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [2%@102,8%@102,4%@102,3%@102] EMC_FREQ 15%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@34C PMIC@50C GPU@29.5C AO@42.5C thermal@31.5C POM_5V_IN 6594/6435 POM_5V_GPU 4710/4398 POM_5V_CPU 122/135
RAM 1864/3964MB (lfb 21x4MB) SWAP 350/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [1%@204,5%@204,1%@204,6%@204] EMC_FREQ 15%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@33.5C PMIC@50C GPU@29.5C AO@42C thermal@31.75C POM_5V_IN 6635/6447 POM_5V_GPU 4703/4416 POM_5V_CPU 122/134
