RAM 1818/3964MB (lfb 80x4MB) SWAP 315/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [5%@614,22%@614,2%@614,5%@614] EMC_FREQ 8%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@32.5C PMIC@50C GPU@29C AO@39.5C thermal@30.5C POM_5V_IN 5944/5944 POM_5V_GPU 3833/3833 POM_5V_CPU 247/247
RAM 1818/3964MB (lfb 80x4MB) SWAP 315/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [3%@204,23%@204,2%@204,1%@204] EMC_FREQ 12%@1600 GR3D_FREQ 91%@921 APE 25 PLL@25.5C CPU@32.5C PMIC@50C GPU@29.5C AO@39.5C thermal@30.75C POM_5V_IN 5953/5948 POM_5V_GPU 3720/3776 POM_5V_CPU 248/247
RAM 1818/3964MB (lfb 80x4MB) SWAP 315/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [2%@307,36%@307,3%@307,4%@307] EMC_FREQ 14%@1600 GR3D_FREQ 86%@921 APE 25 PLL@25.5C CPU@32C PMIC@50C GPU@29.5C AO@39.5C thermal@30.75C POM_5V_IN 5474/5790 POM_5V_GPU 3478/3677 POM_5V_CPU 207/234
RAM 1818/3964MB (lfb 80x4MB) SWAP 315/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,35%@204,4%@204,5%@204] EMC_FREQ 15%@1600 GR3D_FREQ 94%@921 APE 25 PLL@26C CPU@32C PMIC@50C GPU@29C AO@39.5C thermal@30.5C POM_5V_IN 5515/5721 POM_5V_GPU 3519/3637 POM_5V_CPU 207/227
RAM 1818/3964MB (lfb 80x4MB) SWAP 315/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [5%@307,37%@307,2%@307,5%@307] EMC_FREQ 16%@1600 GR3D_FREQ 74%@921 APE 25 PLL@26C CPU@32C PMIC@50C GPU@29.5C AO@39.5C thermal@30.5C POM_5V_IN 5764/5730 POM_5V_GPU 3436/3597 POM_5V_CPU 248/231
RAM 1818/3964MB (lfb 80x4MB) SWAP 315/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [7%@204,36%@204,3%@204,4%@204] EMC_FREQ 17%@1600 GR3D_FREQ 73%@921 APE 25 PLL@25.5C CPU@31.5C PMIC@50C GPU@29.5C AO@39.5C thermal@30.25C POM_5V_IN 5524/5695 POM_5V_GPU 3442/3571 POM_5V_CPU 207/227
RAM 1818/3964MB (lfb 80x4MB) SWAP 315/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [6%@307,33%@403,1%@403,3%@403] EMC_FREQ 17%@1600 GR3D_FREQ 93%@921 APE 25 PLL@26C CPU@32C PMIC@50C GPU@29C AO@40C thermal@30.5C POM_5V_IN 5631/5686 POM_5V_GPU 3555/3569 POM_5V_CPU 248/230
RAM 1818/3964MB (lfb 80x4MB) SWAP 315/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [6%@403,31%@403,3%@403,2%@403] EMC_FREQ 17%@1600 GR3D_FREQ 73%@921 APE 25 PLL@25.5C CPU@32C PMIC@50C GPU@29C AO@39.5C thermal@31C POM_5V_IN 5557/5670 POM_5V_GPU 3561/3568 POM_5V_CPU 207/227
RAM 1818/3964MB (lfb 80x4MB) SWAP 315/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [5%@307,33%@307,6%@307,5%@307] EMC_FREQ 18%@1600 GR3D_FREQ 85%@921 APE 25 PLL@25.5C CPU@32.5C PMIC@50C GPU@29C AO@40C thermal@30.5C POM_5V_IN 5672/5670 POM_5V_GPU 3638/3575 POM_5V_CPU 207/225
RAM 1818/3964MB (lfb 80x4MB) SWAP 315/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,36%@204,0%@204,2%@204] EMC_FREQ 18%@1600 GR3D_FREQ 79%@921 APE 25 PLL@26C CPU@32C PMIC@50C GPU@29C AO@39.5C thermal@30.75C POM_5V_IN 5607/5664 POM_5V_GPU 3359/3554 POM_5V_CPU 207/223
RAM 1818/3964MB (lfb 80x4MB) SWAP 315/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [8%@403,37%@403,3%@403,3%@403] EMC_FREQ 18%@1600 GR3D_FREQ 72%@921 APE 25 PLL@26C CPU@31.5C PMIC@50C GPU@29C AO@39.5C thermal@30.5C POM_5V_IN 5482/5647 POM_5V_GPU 3400/3540 POM_5V_CPU 207/221
RAM 1818/3964MB (lfb 80x4MB) SWAP 315/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [3%@403,16%@204,23%@204,4%@204] EMC_FREQ 18%@1600 GR3D_FREQ 74%@921 APE 25 PLL@25.5C CPU@32C PMIC@50C GPU@29.5C AO@39.5C thermal@30.5C POM_5V_IN 5672/5649 POM_5V_GPU 3442/3531 POM_5V_CPU 207/220
RAM 1819/3964MB (lfb 80x4MB) SWAP 315/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [5%@307,2%@307,38%@307,4%@307] EMC_FREQ 18%@1600 GR3D_FREQ 74%@921 APE 25 PLL@26C CPU@32C PMIC@50C GPU@29C AO@39.5C thermal@30.25C POM_5V_IN 5672/5651 POM_5V_GPU 3679/3543 POM_5V_CPU 207/219
RAM 1819/3964MB (lfb 80x4MB) SWAP 315/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [6%@403,36%@403,3%@403,5%@403] EMC_FREQ 18%@1600 GR3D_FREQ 74%@921 APE 25 PLL@26C CPU@32C PMIC@50C GPU@29C AO@39.5C thermal@30.5C POM_5V_IN 5755/5658 POM_5V_GPU 3359/3530 POM_5V_CPU 207/218
RAM 1819/3964MB (lfb 80x4MB) SWAP 315/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [7%@307,40%@307,3%@307,1%@307] EMC_FREQ 18%@1600 GR3D_FREQ 72%@921 APE 25 PLL@26C CPU@32C PMIC@50C GPU@29.5C AO@39.5C thermal@30.5C POM_5V_IN 5515/5649 POM_5V_GPU 3442/3524 POM_5V_CPU 207/217
RAM 1819/3964MB (lfb 80x4MB) SWAP 315/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [7%@204,33%@204,5%@204,2%@204] EMC_FREQ 18%@1600 GR3D_FREQ 72%@921 APE 25 PLL@26C CPU@32C PMIC@50C GPU@29C AO@39.5C thermal@30.75C POM_5V_IN 5441/5636 POM_5V_GPU 3400/3516 POM_5V_CPU 207/217
RAM 1819/3964MB (lfb 80x4MB) SWAP 315/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [7%@204,34%@204,3%@204,4%@204] EMC_FREQ 18%@1600 GR3D_FREQ 78%@921 APE 25 PLL@26C CPU@32C PMIC@50C GPU@29C AO@39.5C thermal@30.5C POM_5V_IN 5714/5640 POM_5V_GPU 3566/3519 POM_5V_CPU 207/216
RAM 1819/3964MB (lfb 80x4MB) SWAP 315/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [28%@307,11%@307,2%@307,3%@307] EMC_FREQ 18%@1600 GR3D_FREQ 72%@921 APE 25 PLL@26C CPU@32C PMIC@50C GPU@29C AO@39.5C thermal@30.75C POM_5V_IN 5399/5627 POM_5V_GPU 3400/3512 POM_5V_CPU 207/216
RAM 1819/3964MB (lfb 80x4MB) SWAP 315/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [37%@204,3%@204,3%@204,2%@204] EMC_FREQ 18%@1600 GR3D_FREQ 76%@921 APE 25 PLL@26C CPU@32.5C PMIC@50C GPU@29C AO@39C thermal@30.75C POM_5V_IN 5598/5625 POM_5V_GPU 3317/3502 POM_5V_CPU 207/215
RAM 1819/3964MB (lfb 80x4MB) SWAP 315/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [37%@307,6%@307,4%@307,3%@307] EMC_FREQ 18%@1600 GR3D_FREQ 76%@921 APE 25 PLL@26C CPU@32.5C PMIC@50C GPU@29C AO@39.5C thermal@30.5C POM_5V_IN 5870/5637 POM_5V_GPU 3602/3507 POM_5V_CPU 248/217
RAM 1819/3964MB (lfb 80x4MB) SWAP 315/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [37%@204,5%@204,2%@204,1%@204] EMC_FREQ 18%@1600 GR3D_FREQ 92%@921 APE 25 PLL@25.5C CPU@32.5C PMIC@50C GPU@29C AO@39.5C thermal@31C POM_5V_IN 5565/5634 POM_5V_GPU 3317/3498 POM_5V_CPU 207/216
RAM 1819/3964MB (lfb 80x4MB) SWAP 315/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [38%@614,4%@614,1%@614,1%@614] EMC_FREQ 18%@1600 GR3D_FREQ 96%@921 APE 25 PLL@26C CPU@33C PMIC@50C GPU@29.5C AO@40C thermal@30.75C POM_5V_IN 5944/5648 POM_5V_GPU 3880/3515 POM_5V_CPU 247/218
RAM 1819/3964MB (lfb 80x4MB) SWAP 315/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [35%@204,7%@204,2%@204,3%@204] EMC_FREQ 18%@1600 GR3D_FREQ 72%@921 APE 25 PLL@26.5C CPU@32C PMIC@50C GPU@29C AO@39.5C thermal@30.5C POM_5V_IN 5366/5636 POM_5V_GPU 3359/3508 POM_5V_CPU 207/217
RAM 1819/3964MB (lfb 80x4MB) SWAP 315/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [32%@403,1%@403,5%@403,4%@403] EMC_FREQ 18%@1600 GR3D_FREQ 76%@921 APE 25 PLL@26C CPU@32.5C PMIC@50C GPU@29.5C AO@40C thermal@30.75C POM_5V_IN 5755/5641 POM_5V_GPU 3762/3519 POM_5V_CPU 206/217
RAM 1819/3964MB (lfb 80x4MB) SWAP 315/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [37%@403,6%@403,4%@403,3%@403] EMC_FREQ 18%@1600 GR3D_FREQ 85%@921 APE 25 PLL@26C CPU@32.5C PMIC@50C GPU@29.5C AO@40C thermal@31C POM_5V_IN 5714/5644 POM_5V_GPU 3596/3522 POM_5V_CPU 206/216
