RAM 1830/3964MB (lfb 78x4MB) SWAP 315/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [4%@614,15%@614,1%@614,5%@614] EMC_FREQ 9%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@31.5C PMIC@50C GPU@28.5C AO@40C thermal@30C POM_5V_IN 6026/6026 POM_5V_GPU 3833/3833 POM_5V_CPU 206/206
RAM 1830/3964MB (lfb 78x4MB) SWAP 315/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,27%@204,2%@204,3%@204] EMC_FREQ 13%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@31.5C PMIC@50C GPU@29C AO@39.5C thermal@30.25C POM_5V_IN 5672/5849 POM_5V_GPU 3555/3694 POM_5V_CPU 165/185
RAM 1830/3964MB (lfb 78x4MB) SWAP 315/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,25%@204,3%@204,2%@204] EMC_FREQ 16%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@31.5C PMIC@50C GPU@28.5C AO@39.5C thermal@29.75C POM_5V_IN 5985/5894 POM_5V_GPU 3679/3689 POM_5V_CPU 206/192
RAM 1830/3964MB (lfb 78x4MB) SWAP 315/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [3%@204,4%@204,35%@204,4%@204] EMC_FREQ 17%@1600 GR3D_FREQ 76%@921 APE 25 PLL@25.5C CPU@31.5C PMIC@50C GPU@28.5C AO@40C thermal@29.75C POM_5V_IN 5714/5849 POM_5V_GPU 3679/3686 POM_5V_CPU 165/185
RAM 1830/3964MB (lfb 78x4MB) SWAP 315/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,2%@204,30%@204,1%@204] EMC_FREQ 19%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@31.5C PMIC@50C GPU@28.5C AO@39.5C thermal@29.75C POM_5V_IN 5474/5774 POM_5V_GPU 3436/3636 POM_5V_CPU 165/181
RAM 1830/3964MB (lfb 78x4MB) SWAP 315/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [4%@403,0%@403,30%@403,1%@403] EMC_FREQ 20%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@31.5C PMIC@50C GPU@28.5C AO@40C thermal@30.25C POM_5V_IN 5598/5744 POM_5V_GPU 3519/3616 POM_5V_CPU 165/178
RAM 1830/3964MB (lfb 78x4MB) SWAP 315/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,4%@204,32%@204,1%@204] EMC_FREQ 20%@1600 GR3D_FREQ 96%@921 APE 25 PLL@25C CPU@31.5C PMIC@50C GPU@28.5C AO@39C thermal@30C POM_5V_IN 5912/5768 POM_5V_GPU 3679/3625 POM_5V_CPU 165/176
RAM 1830/3964MB (lfb 78x4MB) SWAP 315/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [6%@307,3%@307,29%@307,3%@307] EMC_FREQ 21%@1600 GR3D_FREQ 82%@921 APE 25 PLL@25.5C CPU@31.5C PMIC@50C GPU@29C AO@40C thermal@30.25C POM_5V_IN 5788/5771 POM_5V_GPU 3632/3626 POM_5V_CPU 206/180
RAM 1830/3964MB (lfb 78x4MB) SWAP 315/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,5%@204,26%@204,1%@204] EMC_FREQ 21%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@31.5C PMIC@50C GPU@29C AO@39.5C thermal@30.25C POM_5V_IN 5714/5764 POM_5V_GPU 3596/3623 POM_5V_CPU 206/183
RAM 1830/3964MB (lfb 78x4MB) SWAP 315/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,3%@204,29%@204,3%@204] EMC_FREQ 22%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@31.5C PMIC@50C GPU@29C AO@39.5C thermal@30.5C POM_5V_IN 5788/5767 POM_5V_GPU 3632/3624 POM_5V_CPU 206/185
RAM 1830/3964MB (lfb 78x4MB) SWAP 315/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [3%@307,5%@307,25%@307,1%@307] EMC_FREQ 22%@1600 GR3D_FREQ 82%@921 APE 25 PLL@25.5C CPU@32.5C PMIC@50C GPU@29C AO@41C thermal@30.25C POM_5V_IN 6099/5797 POM_5V_GPU 3956/3654 POM_5V_CPU 205/187
