RAM 1600/3964MB (lfb 61x4MB) SWAP 242/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [2%@307,9%@307,2%@307,0%@307] EMC_FREQ 7%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@34.5C PMIC@50C GPU@30.5C AO@43C thermal@28.5C POM_5V_IN 6870/6870 POM_5V_GPU 4899/4899 POM_5V_CPU 163/163
RAM 1600/3964MB (lfb 61x4MB) SWAP 242/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,8%@102,2%@204,0%@204] EMC_FREQ 9%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@34.5C PMIC@50C GPU@31C AO@43C thermal@32.75C POM_5V_IN 6604/6737 POM_5V_GPU 4669/4784 POM_5V_CPU 163/163
RAM 1600/3964MB (lfb 61x4MB) SWAP 242/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,7%@204,3%@204,1%@204] EMC_FREQ 11%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@33.5C PMIC@50C GPU@31C AO@42.5C thermal@32.5C POM_5V_IN 6768/6747 POM_5V_GPU 4478/4682 POM_5V_CPU 123/149
RAM 1600/3964MB (lfb 61x4MB) SWAP 242/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,8%@102,4%@204,3%@204] EMC_FREQ 12%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@35C PMIC@50C GPU@31C AO@44C thermal@32.75C POM_5V_IN 6982/6806 POM_5V_GPU 4973/4754 POM_5V_CPU 122/142
RAM 1600/3964MB (lfb 61x4MB) SWAP 242/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,7%@102,1%@102,4%@102] EMC_FREQ 12%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@34.5C PMIC@50C GPU@31C AO@44C thermal@32.25C POM_5V_IN 6676/6780 POM_5V_GPU 4784/4760 POM_5V_CPU 163/146
RAM 1600/3964MB (lfb 61x4MB) SWAP 242/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,9%@204,1%@204,2%@204] EMC_FREQ 13%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@34C PMIC@50C GPU@30.5C AO@42.5C thermal@32.75C POM_5V_IN 6058/6659 POM_5V_GPU 4197/4666 POM_5V_CPU 123/142
RAM 1600/3964MB (lfb 61x4MB) SWAP 242/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,5%@102,3%@204,1%@204] EMC_FREQ 13%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@35C PMIC@50C GPU@31C AO@44C thermal@33C POM_5V_IN 6941/6699 POM_5V_GPU 5014/4716 POM_5V_CPU 122/139
RAM 1600/3964MB (lfb 61x4MB) SWAP 242/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,4%@102,0%@102,4%@102] EMC_FREQ 14%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@35C PMIC@50C GPU@31C AO@44C thermal@32.5C POM_5V_IN 6799/6712 POM_5V_GPU 4825/4729 POM_5V_CPU 122/137
RAM 1600/3964MB (lfb 61x4MB) SWAP 242/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,9%@204,3%@204,2%@204] EMC_FREQ 14%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@34C PMIC@50C GPU@30.5C AO@42.5C thermal@33C POM_5V_IN 6182/6653 POM_5V_GPU 4279/4679 POM_5V_CPU 123/136
RAM 1600/3964MB (lfb 61x4MB) SWAP 242/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,5%@102,1%@102,1%@102] EMC_FREQ 14%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@35.5C PMIC@50C GPU@31C AO@44C thermal@33.25C POM_5V_IN 6941/6682 POM_5V_GPU 4981/4709 POM_5V_CPU 122/134
RAM 1600/3964MB (lfb 61x4MB) SWAP 242/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,8%@204,4%@204,0%@204] EMC_FREQ 14%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@35C PMIC@50C GPU@31C AO@44C thermal@32.5C POM_5V_IN 6799/6692 POM_5V_GPU 4825/4720 POM_5V_CPU 122/133
