RAM 1584/3964MB (lfb 20x4MB) SWAP 220/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [5%@307,9%@307,2%@307,4%@307] EMC_FREQ 8%@1600 GR3D_FREQ 79%@921 APE 25 PLL@28.5C CPU@35.5C PMIC@50C GPU@31C AO@43.5C thermal@33C POM_5V_IN 6594/6594 POM_5V_GPU 4539/4539 POM_5V_CPU 163/163
RAM 1584/3964MB (lfb 20x4MB) SWAP 220/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,15%@102,4%@102,3%@102] EMC_FREQ 11%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28.5C CPU@36C PMIC@50C GPU@31.5C AO@43.5C thermal@33.5C POM_5V_IN 6481/6537 POM_5V_GPU 4498/4518 POM_5V_CPU 163/163
RAM 1584/3964MB (lfb 20x4MB) SWAP 220/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,19%@204,0%@204,3%@204] EMC_FREQ 14%@1600 GR3D_FREQ 65%@921 APE 25 PLL@28.5C CPU@36C PMIC@50C GPU@31C AO@43.5C thermal@33.5C POM_5V_IN 6399/6491 POM_5V_GPU 4382/4473 POM_5V_CPU 163/163
RAM 1584/3964MB (lfb 20x4MB) SWAP 220/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [16%@204,5%@204,1%@204,3%@204] EMC_FREQ 15%@1600 GR3D_FREQ 68%@921 APE 25 PLL@28.5C CPU@35.5C PMIC@50C GPU@32C AO@43.5C thermal@33.75C POM_5V_IN 6245/6429 POM_5V_GPU 4348/4441 POM_5V_CPU 164/163
RAM 1584/3964MB (lfb 20x4MB) SWAP 220/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [18%@204,5%@204,1%@204,2%@204] EMC_FREQ 16%@1600 GR3D_FREQ 65%@921 APE 25 PLL@29C CPU@35C PMIC@50C GPU@31.5C AO@43C thermal@33.5C POM_5V_IN 6172/6378 POM_5V_GPU 4190/4391 POM_5V_CPU 123/155
RAM 1584/3964MB (lfb 20x4MB) SWAP 220/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [20%@102,3%@204,5%@204,0%@204] EMC_FREQ 17%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28.5C CPU@35.5C PMIC@50C GPU@31.5C AO@43C thermal@33.5C POM_5V_IN 6255/6357 POM_5V_GPU 4190/4357 POM_5V_CPU 164/156
RAM 1584/3964MB (lfb 20x4MB) SWAP 220/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [19%@102,4%@102,0%@102,3%@204] EMC_FREQ 17%@1600 GR3D_FREQ 99%@921 APE 25 PLL@29C CPU@35.5C PMIC@50C GPU@32C AO@43C thermal@33.5C POM_5V_IN 6172/6331 POM_5V_GPU 4232/4339 POM_5V_CPU 123/151
RAM 1584/3964MB (lfb 20x4MB) SWAP 220/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [20%@102,2%@102,3%@102,1%@102] EMC_FREQ 17%@1600 GR3D_FREQ 99%@921 APE 25 PLL@29C CPU@36C PMIC@50C GPU@32C AO@43.5C thermal@33.75C POM_5V_IN 6594/6364 POM_5V_GPU 4307/4335 POM_5V_CPU 123/148
RAM 1584/3964MB (lfb 20x4MB) SWAP 220/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [21%@102,4%@102,2%@102,2%@102] EMC_FREQ 18%@1600 GR3D_FREQ 99%@921 APE 25 PLL@29C CPU@36C PMIC@50C GPU@32C AO@43.5C thermal@33.75C POM_5V_IN 6450/6373 POM_5V_GPU 4307/4332 POM_5V_CPU 164/150
RAM 1584/3964MB (lfb 20x4MB) SWAP 220/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [19%@102,1%@204,1%@204,2%@204] EMC_FREQ 18%@1600 GR3D_FREQ 99%@921 APE 25 PLL@29C CPU@36.5C PMIC@50C GPU@32C AO@43.5C thermal@34C POM_5V_IN 6604/6396 POM_5V_GPU 4348/4334 POM_5V_CPU 164/151
RAM 1584/3964MB (lfb 20x4MB) SWAP 220/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [13%@102,6%@204,6%@204,2%@204] EMC_FREQ 18%@1600 GR3D_FREQ 99%@921 APE 25 PLL@29C CPU@36.5C PMIC@50C GPU@32C AO@44C thermal@33.75C POM_5V_IN 6594/6414 POM_5V_GPU 4539/4352 POM_5V_CPU 122/148
