RAM 1807/3964MB (lfb 71x4MB) SWAP 267/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [2%@403,29%@403,2%@403,3%@403] EMC_FREQ 7%@1600 GR3D_FREQ 69%@614 APE 25 PLL@25.5C CPU@30C PMIC@50C GPU@27.5C AO@37C thermal@28.25C POM_5V_IN 3759/3759 POM_5V_GPU 1816/1816 POM_5V_CPU 211/211
RAM 1807/3964MB (lfb 71x4MB) SWAP 267/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,33%@204,4%@204,4%@204] EMC_FREQ 11%@1600 GR3D_FREQ 97%@921 APE 25 PLL@26.5C CPU@32.5C PMIC@50C GPU@29.5C AO@39.5C thermal@30C POM_5V_IN 5985/4872 POM_5V_GPU 3679/2747 POM_5V_CPU 206/208
RAM 1807/3964MB (lfb 71x4MB) SWAP 267/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,32%@204,8%@204,6%@204] EMC_FREQ 14%@1600 GR3D_FREQ 78%@921 APE 25 PLL@26.5C CPU@32.5C PMIC@50C GPU@29.5C AO@39.5C thermal@31C POM_5V_IN 5870/5204 POM_5V_GPU 3679/3058 POM_5V_CPU 207/208
RAM 1807/3964MB (lfb 71x4MB) SWAP 267/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,32%@204,4%@204,3%@204] EMC_FREQ 15%@1600 GR3D_FREQ 75%@921 APE 25 PLL@26C CPU@32C PMIC@50C GPU@29C AO@39.5C thermal@30.75C POM_5V_IN 5524/5284 POM_5V_GPU 3436/3152 POM_5V_CPU 207/207
RAM 1807/3964MB (lfb 71x4MB) SWAP 267/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [4%@403,35%@403,1%@403,1%@403] EMC_FREQ 17%@1600 GR3D_FREQ 85%@921 APE 25 PLL@26.5C CPU@32.5C PMIC@50C GPU@29.5C AO@40.5C thermal@30.75C POM_5V_IN 5631/5353 POM_5V_GPU 3638/3249 POM_5V_CPU 206/207
RAM 1807/3964MB (lfb 71x4MB) SWAP 267/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,35%@204,3%@204,1%@204] EMC_FREQ 17%@1600 GR3D_FREQ 77%@921 APE 25 PLL@26.5C CPU@32.5C PMIC@50C GPU@29.5C AO@40C thermal@30.75C POM_5V_IN 5524/5382 POM_5V_GPU 3478/3287 POM_5V_CPU 207/207
RAM 1807/3964MB (lfb 71x4MB) SWAP 267/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,36%@204,3%@204,1%@204] EMC_FREQ 18%@1600 GR3D_FREQ 90%@921 APE 25 PLL@26.5C CPU@32.5C PMIC@50C GPU@29.5C AO@40.5C thermal@30.75C POM_5V_IN 5714/5429 POM_5V_GPU 3720/3349 POM_5V_CPU 206/207
RAM 1807/3964MB (lfb 71x4MB) SWAP 267/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [6%@307,34%@307,3%@307,2%@307] EMC_FREQ 18%@1600 GR3D_FREQ 97%@921 APE 25 PLL@26.5C CPU@33C PMIC@50C GPU@29.5C AO@40.5C thermal@30.75C POM_5V_IN 5672/5459 POM_5V_GPU 3596/3380 POM_5V_CPU 206/207
RAM 1807/3964MB (lfb 71x4MB) SWAP 267/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,36%@204,2%@204,4%@204] EMC_FREQ 18%@1600 GR3D_FREQ 86%@921 APE 25 PLL@26.5C CPU@32.5C PMIC@50C GPU@29.5C AO@40C thermal@31C POM_5V_IN 5723/5489 POM_5V_GPU 3436/3386 POM_5V_CPU 207/207
RAM 1807/3964MB (lfb 71x4MB) SWAP 267/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,37%@204,1%@204,4%@204] EMC_FREQ 18%@1600 GR3D_FREQ 76%@921 APE 25 PLL@26.5C CPU@32.5C PMIC@50C GPU@30C AO@40C thermal@30.75C POM_5V_IN 5755/5515 POM_5V_GPU 3442/3392 POM_5V_CPU 207/207
RAM 1807/3964MB (lfb 71x4MB) SWAP 267/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,35%@204,3%@204,4%@403] EMC_FREQ 19%@1600 GR3D_FREQ 77%@921 APE 25 PLL@26.5C CPU@32.5C PMIC@50C GPU@29.5C AO@40.5C thermal@30.75C POM_5V_IN 5598/5523 POM_5V_GPU 3561/3407 POM_5V_CPU 207/207
RAM 1807/3964MB (lfb 71x4MB) SWAP 267/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,37%@204,6%@204,1%@204] EMC_FREQ 19%@1600 GR3D_FREQ 77%@921 APE 25 PLL@26.5C CPU@32.5C PMIC@50C GPU@29.5C AO@40.5C thermal@31C POM_5V_IN 5598/5529 POM_5V_GPU 3561/3420 POM_5V_CPU 207/207
RAM 1807/3964MB (lfb 71x4MB) SWAP 267/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,35%@204,2%@204,3%@204] EMC_FREQ 19%@1600 GR3D_FREQ 77%@921 APE 25 PLL@26.5C CPU@32C PMIC@50C GPU@29.5C AO@40.5C thermal@31C POM_5V_IN 5714/5543 POM_5V_GPU 3519/3427 POM_5V_CPU 206/206
RAM 1807/3964MB (lfb 71x4MB) SWAP 267/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,33%@204,4%@204,3%@204] EMC_FREQ 19%@1600 GR3D_FREQ 82%@921 APE 25 PLL@26.5C CPU@32.5C PMIC@50C GPU@29.5C AO@40.5C thermal@31.25C POM_5V_IN 5838/5564 POM_5V_GPU 3596/3439 POM_5V_CPU 206/206
RAM 1807/3964MB (lfb 71x4MB) SWAP 267/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [6%@403,36%@403,3%@403,2%@403] EMC_FREQ 19%@1600 GR3D_FREQ 83%@921 APE 25 PLL@26.5C CPU@32.5C PMIC@50C GPU@29.5C AO@40.5C thermal@31.25C POM_5V_IN 5755/5577 POM_5V_GPU 3638/3453 POM_5V_CPU 206/206
RAM 1807/3964MB (lfb 71x4MB) SWAP 267/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [6%@403,37%@403,1%@403,3%@403] EMC_FREQ 19%@1600 GR3D_FREQ 94%@921 APE 25 PLL@26.5C CPU@32.5C PMIC@50C GPU@29.5C AO@40.5C thermal@30.75C POM_5V_IN 5714/5585 POM_5V_GPU 3679/3467 POM_5V_CPU 206/206
RAM 1807/3964MB (lfb 71x4MB) SWAP 267/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [6%@307,23%@307,16%@307,12%@307] EMC_FREQ 18%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@32C PMIC@50C GPU@29.5C AO@40.5C thermal@30.75C POM_5V_IN 5358/5572 POM_5V_GPU 3359/3460 POM_5V_CPU 207/206
RAM 1807/3964MB (lfb 71x4MB) SWAP 267/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [9%@204,37%@204,4%@204,0%@204] EMC_FREQ 18%@1600 GR3D_FREQ 84%@921 APE 25 PLL@26C CPU@32.5C PMIC@50C GPU@29.5C AO@40C thermal@31C POM_5V_IN 5640/5576 POM_5V_GPU 3478/3461 POM_5V_CPU 207/206
RAM 1807/3964MB (lfb 71x4MB) SWAP 267/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,33%@204,2%@204,4%@204] EMC_FREQ 18%@1600 GR3D_FREQ 75%@921 APE 25 PLL@26.5C CPU@33C PMIC@50C GPU@30C AO@40.5C thermal@31C POM_5V_IN 5723/5583 POM_5V_GPU 3436/3460 POM_5V_CPU 207/206
RAM 1807/3964MB (lfb 71x4MB) SWAP 267/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,38%@204,3%@204,1%@204] EMC_FREQ 18%@1600 GR3D_FREQ 76%@921 APE 25 PLL@26.5C CPU@32.5C PMIC@50C GPU@29.5C AO@40C thermal@31C POM_5V_IN 5598/5584 POM_5V_GPU 3436/3459 POM_5V_CPU 207/206
RAM 1807/3964MB (lfb 71x4MB) SWAP 267/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,34%@204,5%@204,3%@204] EMC_FREQ 19%@1600 GR3D_FREQ 96%@921 APE 25 PLL@26.5C CPU@32.5C PMIC@50C GPU@29.5C AO@40.5C thermal@31C POM_5V_IN 5441/5577 POM_5V_GPU 3442/3458 POM_5V_CPU 207/206
RAM 1807/3964MB (lfb 71x4MB) SWAP 267/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [4%@403,36%@403,3%@403,4%@403] EMC_FREQ 18%@1600 GR3D_FREQ 79%@921 APE 25 PLL@27C CPU@32.5C PMIC@50C GPU@29.5C AO@40C thermal@31C POM_5V_IN 5797/5587 POM_5V_GPU 3519/3461 POM_5V_CPU 207/206
RAM 1807/3964MB (lfb 71x4MB) SWAP 267/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [7%@204,36%@204,3%@204,6%@204] EMC_FREQ 19%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@32.5C PMIC@50C GPU@29.5C AO@40.5C thermal@31.25C POM_5V_IN 5829/5598 POM_5V_GPU 3638/3468 POM_5V_CPU 207/206
RAM 1807/3964MB (lfb 71x4MB) SWAP 267/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,35%@204,3%@204,2%@204] EMC_FREQ 19%@1600 GR3D_FREQ 94%@921 APE 25 PLL@26.5C CPU@32.5C PMIC@50C GPU@30C AO@40.5C thermal@31C POM_5V_IN 5829/5607 POM_5V_GPU 3679/3477 POM_5V_CPU 207/206
RAM 1807/3964MB (lfb 71x4MB) SWAP 267/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,38%@204,1%@204,4%@204] EMC_FREQ 19%@1600 GR3D_FREQ 77%@921 APE 25 PLL@26.5C CPU@32.5C PMIC@50C GPU@29.5C AO@40.5C thermal@31.25C POM_5V_IN 5557/5605 POM_5V_GPU 3602/3482 POM_5V_CPU 206/206
RAM 1807/3964MB (lfb 71x4MB) SWAP 267/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [6%@307,35%@307,4%@307,5%@307] EMC_FREQ 19%@1600 GR3D_FREQ 78%@921 APE 25 PLL@26.5C CPU@33C PMIC@50C GPU@30C AO@41C thermal@31.25C POM_5V_IN 5755/5611 POM_5V_GPU 3720/3491 POM_5V_CPU 206/206
RAM 1807/3964MB (lfb 71x4MB) SWAP 267/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,36%@204,1%@204,2%@204] EMC_FREQ 19%@1600 GR3D_FREQ 78%@921 APE 25 PLL@26.5C CPU@32.5C PMIC@50C GPU@29.5C AO@40.5C thermal@31C POM_5V_IN 5797/5618 POM_5V_GPU 3561/3494 POM_5V_CPU 206/206
RAM 1807/3964MB (lfb 71x4MB) SWAP 267/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [9%@204,34%@204,4%@204,4%@204] EMC_FREQ 19%@1600 GR3D_FREQ 77%@921 APE 25 PLL@26.5C CPU@32.5C PMIC@50C GPU@29.5C AO@40.5C thermal@31.25C POM_5V_IN 5515/5614 POM_5V_GPU 3561/3496 POM_5V_CPU 207/206
RAM 1807/3964MB (lfb 71x4MB) SWAP 267/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [7%@204,36%@204,2%@204,6%@204] EMC_FREQ 19%@1600 GR3D_FREQ 75%@921 APE 25 PLL@26.5C CPU@32.5C PMIC@50C GPU@30C AO@40.5C thermal@31.25C POM_5V_IN 5557/5612 POM_5V_GPU 3519/3497 POM_5V_CPU 207/206
