RAM 1585/3964MB (lfb 74x4MB) SWAP 291/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,9%@102,0%@102,3%@102] EMC_FREQ 8%@1600 GR3D_FREQ 68%@921 APE 25 PLL@26C CPU@32.5C PMIC@50C GPU@29.5C AO@41.5C thermal@29.75C POM_5V_IN 6368/6368 POM_5V_GPU 4389/4389 POM_5V_CPU 164/164
RAM 1585/3964MB (lfb 74x4MB) SWAP 291/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [9%@102,13%@204,0%@204,3%@204] EMC_FREQ 12%@1600 GR3D_FREQ 91%@921 APE 25 PLL@26.5C CPU@32.5C PMIC@50C GPU@29.5C AO@41.5C thermal@31C POM_5V_IN 6223/6295 POM_5V_GPU 4232/4310 POM_5V_CPU 164/164
RAM 1586/3964MB (lfb 74x4MB) SWAP 291/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,16%@102,6%@102,2%@204] EMC_FREQ 15%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@33C PMIC@50C GPU@30C AO@41.5C thermal@31C POM_5V_IN 6563/6384 POM_5V_GPU 4553/4391 POM_5V_CPU 123/150
RAM 1586/3964MB (lfb 74x4MB) SWAP 291/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,16%@102,1%@102,2%@102] EMC_FREQ 16%@1600 GR3D_FREQ 66%@921 APE 25 PLL@26.5C CPU@33C PMIC@50C GPU@29.5C AO@41.5C thermal@31.25C POM_5V_IN 6255/6352 POM_5V_GPU 4314/4372 POM_5V_CPU 123/143
RAM 1586/3964MB (lfb 74x4MB) SWAP 291/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [11%@204,16%@204,1%@204,5%@204] EMC_FREQ 17%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@33C PMIC@50C GPU@30C AO@41C thermal@31.75C POM_5V_IN 6563/6394 POM_5V_GPU 4587/4415 POM_5V_CPU 164/147
RAM 1586/3964MB (lfb 74x4MB) SWAP 291/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [16%@102,4%@102,3%@102,3%@102] EMC_FREQ 18%@1600 GR3D_FREQ 85%@921 APE 25 PLL@26.5C CPU@33.5C PMIC@50C GPU@30C AO@42.5C thermal@31.5C POM_5V_IN 6676/6441 POM_5V_GPU 4621/4449 POM_5V_CPU 163/150
RAM 1586/3964MB (lfb 74x4MB) SWAP 291/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [16%@102,5%@102,1%@204,1%@204] EMC_FREQ 19%@1600 GR3D_FREQ 81%@921 APE 25 PLL@26.5C CPU@33C PMIC@50C GPU@30C AO@42C thermal@31.5C POM_5V_IN 6604/6464 POM_5V_GPU 4587/4469 POM_5V_CPU 122/146
RAM 1586/3964MB (lfb 74x4MB) SWAP 291/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [16%@204,2%@204,2%@204,2%@204] EMC_FREQ 19%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@33C PMIC@50C GPU@30C AO@42C thermal@31.5C POM_5V_IN 6296/6443 POM_5V_GPU 4273/4444 POM_5V_CPU 123/143
RAM 1586/3964MB (lfb 74x4MB) SWAP 291/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [14%@102,2%@102,1%@102,1%@102] EMC_FREQ 20%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@33C PMIC@50C GPU@30C AO@42C thermal@31.5C POM_5V_IN 6182/6414 POM_5V_GPU 4197/4417 POM_5V_CPU 164/145
RAM 1586/3964MB (lfb 74x4MB) SWAP 291/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [18%@102,5%@102,5%@102,2%@102] EMC_FREQ 20%@1600 GR3D_FREQ 94%@921 APE 25 PLL@26.5C CPU@33.5C PMIC@50C GPU@30C AO@42.5C thermal@31.5C POM_5V_IN 6645/6437 POM_5V_GPU 4628/4438 POM_5V_CPU 122/143
RAM 1586/3964MB (lfb 74x4MB) SWAP 291/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [17%@102,2%@102,2%@102,5%@102] EMC_FREQ 20%@1600 GR3D_FREQ 76%@921 APE 25 PLL@26.5C CPU@33C PMIC@50C GPU@30C AO@42C thermal@31.75C POM_5V_IN 6491/6442 POM_5V_GPU 4464/4440 POM_5V_CPU 123/141
RAM 1586/3964MB (lfb 74x4MB) SWAP 291/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [16%@102,7%@102,2%@204,2%@204] EMC_FREQ 20%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@33.5C PMIC@50C GPU@30C AO@42C thermal@31.75C POM_5V_IN 6409/6439 POM_5V_GPU 4389/4436 POM_5V_CPU 164/143
RAM 1586/3964MB (lfb 74x4MB) SWAP 291/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [19%@102,4%@102,2%@102,4%@102] EMC_FREQ 20%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@33C PMIC@50C GPU@30C AO@41.5C thermal@31.5C POM_5V_IN 6182/6419 POM_5V_GPU 4149/4414 POM_5V_CPU 164/144
RAM 1586/3964MB (lfb 74x4MB) SWAP 291/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [16%@102,4%@102,3%@102,1%@204] EMC_FREQ 20%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@33C PMIC@50C GPU@30C AO@41.5C thermal@31.75C POM_5V_IN 6574/6430 POM_5V_GPU 4232/4401 POM_5V_CPU 123/143
