RAM 1844/3964MB (lfb 20x4MB) SWAP 218/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [15%@307,1%@307,1%@307,3%@307] EMC_FREQ 5%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@33C PMIC@50C GPU@29.5C AO@41C thermal@31.5C POM_5V_IN 5746/5746 POM_5V_GPU 3956/3956 POM_5V_CPU 165/165
RAM 1844/3964MB (lfb 20x4MB) SWAP 218/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [18%@204,14%@204,2%@204,3%@204] EMC_FREQ 7%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@33.5C PMIC@50C GPU@29.5C AO@41C thermal@31.5C POM_5V_IN 5746/5746 POM_5V_GPU 3839/3897 POM_5V_CPU 165/165
RAM 1844/3964MB (lfb 20x4MB) SWAP 218/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,26%@204,4%@204,2%@204] EMC_FREQ 8%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@33.5C PMIC@50C GPU@29.5C AO@41C thermal@31.75C POM_5V_IN 5788/5760 POM_5V_GPU 3962/3919 POM_5V_CPU 165/165
RAM 1844/3964MB (lfb 20x4MB) SWAP 218/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,25%@204,5%@204,4%@204] EMC_FREQ 9%@1600 GR3D_FREQ 60%@921 APE 25 PLL@26C CPU@32.5C PMIC@50C GPU@29.5C AO@41C thermal@31.75C POM_5V_IN 5705/5746 POM_5V_GPU 3880/3909 POM_5V_CPU 165/165
RAM 1844/3964MB (lfb 20x4MB) SWAP 218/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [8%@307,26%@307,2%@102,3%@102] EMC_FREQ 9%@1600 GR3D_FREQ 63%@921 APE 25 PLL@26C CPU@33.5C PMIC@50C GPU@29.5C AO@41.5C thermal@31.5C POM_5V_IN 5861/5769 POM_5V_GPU 4004/3928 POM_5V_CPU 165/165
RAM 1844/3964MB (lfb 20x4MB) SWAP 218/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,28%@204,5%@204,3%@204] EMC_FREQ 9%@1600 GR3D_FREQ 57%@921 APE 25 PLL@26C CPU@34C PMIC@50C GPU@29.5C AO@41.5C thermal@31.5C POM_5V_IN 6026/5812 POM_5V_GPU 4080/3953 POM_5V_CPU 164/164
RAM 1844/3964MB (lfb 20x4MB) SWAP 218/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,25%@204,5%@204,3%@204] EMC_FREQ 10%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@33.5C PMIC@50C GPU@29C AO@40.5C thermal@31.5C POM_5V_IN 5548/5774 POM_5V_GPU 3762/3926 POM_5V_CPU 165/164
RAM 1844/3964MB (lfb 20x4MB) SWAP 218/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [12%@307,25%@307,2%@307,3%@307] EMC_FREQ 10%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@33.5C PMIC@50C GPU@30C AO@41.5C thermal@31.5C POM_5V_IN 5672/5761 POM_5V_GPU 3844/3915 POM_5V_CPU 165/164
RAM 1844/3964MB (lfb 20x4MB) SWAP 218/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,23%@102,4%@102,3%@102] EMC_FREQ 10%@1600 GR3D_FREQ 78%@921 APE 25 PLL@26C CPU@34C PMIC@50C GPU@30C AO@41.5C thermal@31.5C POM_5V_IN 6058/5794 POM_5V_GPU 4115/3938 POM_5V_CPU 164/164
RAM 1844/3964MB (lfb 20x4MB) SWAP 218/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [7%@204,22%@204,5%@307,5%@307] EMC_FREQ 10%@1600 GR3D_FREQ 95%@921 APE 25 PLL@26C CPU@33C PMIC@50C GPU@30C AO@41C thermal@31.25C POM_5V_IN 5590/5774 POM_5V_GPU 3803/3924 POM_5V_CPU 124/160
RAM 1844/3964MB (lfb 20x4MB) SWAP 218/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,26%@102,5%@102,2%@102] EMC_FREQ 10%@1600 GR3D_FREQ 59%@921 APE 25 PLL@26.5C CPU@33.5C PMIC@50C GPU@30C AO@42C thermal@31.25C POM_5V_IN 5903/5785 POM_5V_GPU 4039/3934 POM_5V_CPU 164/161
RAM 1844/3964MB (lfb 20x4MB) SWAP 218/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,26%@102,3%@102,2%@102] EMC_FREQ 10%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@33C PMIC@50C GPU@30C AO@41.5C thermal@31.25C POM_5V_IN 5672/5776 POM_5V_GPU 3803/3923 POM_5V_CPU 165/161
RAM 1844/3964MB (lfb 20x4MB) SWAP 218/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [9%@102,15%@102,4%@204,14%@204] EMC_FREQ 10%@1600 GR3D_FREQ 64%@921 APE 25 PLL@26C CPU@33.5C PMIC@50C GPU@29.5C AO@41.5C thermal@31.75C POM_5V_IN 5903/5786 POM_5V_GPU 4121/3939 POM_5V_CPU 164/161
RAM 1844/3964MB (lfb 20x4MB) SWAP 218/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,23%@102,3%@102,4%@102] EMC_FREQ 10%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@33C PMIC@50C GPU@30C AO@41C thermal@31.25C POM_5V_IN 5672/5777 POM_5V_GPU 3762/3926 POM_5V_CPU 165/161
RAM 1844/3964MB (lfb 20x4MB) SWAP 218/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,11%@102,12%@204,11%@204] EMC_FREQ 10%@1600 GR3D_FREQ 59%@921 APE 25 PLL@26.5C CPU@33.5C PMIC@50C GPU@29.5C AO@41.5C thermal@31.5C POM_5V_IN 5829/5781 POM_5V_GPU 3997/3931 POM_5V_CPU 165/162
RAM 1844/3964MB (lfb 20x4MB) SWAP 218/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [9%@204,10%@204,14%@102,12%@102] EMC_FREQ 10%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@33.5C PMIC@50C GPU@30C AO@41.5C thermal@31.25C POM_5V_IN 5879/5787 POM_5V_GPU 3797/3922 POM_5V_CPU 165/162
RAM 1844/3964MB (lfb 20x4MB) SWAP 218/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,17%@102,12%@102,6%@102] EMC_FREQ 10%@1600 GR3D_FREQ 57%@921 APE 25 PLL@26.5C CPU@33.5C PMIC@50C GPU@29.5C AO@42C thermal@31.75C POM_5V_IN 5788/5787 POM_5V_GPU 3921/3922 POM_5V_CPU 123/159
RAM 1844/3964MB (lfb 20x4MB) SWAP 218/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [7%@204,25%@204,4%@204,6%@204] EMC_FREQ 10%@1600 GR3D_FREQ 85%@921 APE 25 PLL@26.5C CPU@33.5C PMIC@50C GPU@30C AO@41.5C thermal@31.75C POM_5V_IN 5985/5798 POM_5V_GPU 4121/3933 POM_5V_CPU 165/160
RAM 1844/3964MB (lfb 20x4MB) SWAP 218/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,26%@102,4%@204,5%@204] EMC_FREQ 10%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@33C PMIC@50C GPU@30C AO@41C thermal@31.5C POM_5V_IN 5714/5793 POM_5V_GPU 3803/3926 POM_5V_CPU 165/160
RAM 1844/3964MB (lfb 20x4MB) SWAP 218/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,27%@102,0%@102,6%@204] EMC_FREQ 10%@1600 GR3D_FREQ 97%@921 APE 25 PLL@26C CPU@33.5C PMIC@50C GPU@29.5C AO@42C thermal@31.5C POM_5V_IN 5788/5793 POM_5V_GPU 3962/3928 POM_5V_CPU 165/160
RAM 1844/3964MB (lfb 20x4MB) SWAP 218/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [11%@204,23%@204,29%@204,5%@204] EMC_FREQ 10%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@33.5C PMIC@50C GPU@29.5C AO@41.5C thermal@31.5C POM_5V_IN 6131/5809 POM_5V_GPU 3862/3925 POM_5V_CPU 164/160
RAM 1844/3964MB (lfb 20x4MB) SWAP 218/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,25%@204,4%@204,3%@204] EMC_FREQ 10%@1600 GR3D_FREQ 61%@921 APE 25 PLL@27C CPU@33.5C PMIC@50C GPU@30C AO@42C thermal@31.5C POM_5V_IN 5985/5817 POM_5V_GPU 4121/3934 POM_5V_CPU 164/160
