RAM 1843/3964MB (lfb 18x4MB) SWAP 218/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [11%@307,2%@307,1%@307,1%@307] EMC_FREQ 5%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@33.5C PMIC@50C GPU@30.5C AO@41.5C thermal@28.75C POM_5V_IN 5788/5788 POM_5V_GPU 3921/3921 POM_5V_CPU 165/165
RAM 1843/3964MB (lfb 18x4MB) SWAP 218/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [11%@307,6%@307,0%@307,0%@307] EMC_FREQ 8%@1600 GR3D_FREQ 53%@921 APE 25 PLL@27C CPU@34.5C PMIC@50C GPU@30C AO@42.5C thermal@32.25C POM_5V_IN 5829/5808 POM_5V_GPU 4004/3962 POM_5V_CPU 165/165
RAM 1843/3964MB (lfb 18x4MB) SWAP 218/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [9%@204,3%@204,1%@204,0%@307] EMC_FREQ 9%@1600 GR3D_FREQ 85%@921 APE 25 PLL@28C CPU@34.5C PMIC@50C GPU@31C AO@42C thermal@32.25C POM_5V_IN 5861/5826 POM_5V_GPU 4039/3988 POM_5V_CPU 123/151
RAM 1843/3964MB (lfb 18x4MB) SWAP 218/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [13%@204,2%@204,2%@204,0%@204] EMC_FREQ 10%@1600 GR3D_FREQ 54%@921 APE 25 PLL@27.5C CPU@34C PMIC@50C GPU@31C AO@42.5C thermal@33C POM_5V_IN 5944/5855 POM_5V_GPU 4121/4021 POM_5V_CPU 123/144
RAM 1843/3964MB (lfb 18x4MB) SWAP 218/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [10%@102,3%@102,1%@102,0%@102] EMC_FREQ 11%@1600 GR3D_FREQ 88%@921 APE 25 PLL@27.5C CPU@35C PMIC@50C GPU@30.5C AO@43.5C thermal@33C POM_5V_IN 6141/5912 POM_5V_GPU 4279/4072 POM_5V_CPU 123/139
RAM 1843/3964MB (lfb 18x4MB) SWAP 218/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [11%@102,3%@204,0%@204,0%@204] EMC_FREQ 11%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@35C PMIC@50C GPU@31C AO@43.5C thermal@33C POM_5V_IN 6296/5976 POM_5V_GPU 4437/4133 POM_5V_CPU 164/143
RAM 1843/3964MB (lfb 18x4MB) SWAP 218/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [9%@204,5%@204,1%@204,0%@204] EMC_FREQ 11%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@35C PMIC@50C GPU@31C AO@43.5C thermal@33C POM_5V_IN 6368/6032 POM_5V_GPU 4471/4181 POM_5V_CPU 123/140
RAM 1843/3964MB (lfb 18x4MB) SWAP 218/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [3%@204,3%@204,8%@204,2%@204] EMC_FREQ 12%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@35C PMIC@50C GPU@31C AO@43.5C thermal@32.75C POM_5V_IN 6409/6079 POM_5V_GPU 4553/4228 POM_5V_CPU 123/138
RAM 1843/3964MB (lfb 18x4MB) SWAP 218/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,3%@204,11%@204,8%@204] EMC_FREQ 12%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@35.5C PMIC@50C GPU@31.5C AO@43.5C thermal@33.25C POM_5V_IN 6522/6128 POM_5V_GPU 4628/4272 POM_5V_CPU 122/136
RAM 1843/3964MB (lfb 18x4MB) SWAP 218/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,0%@102,8%@102,1%@102] EMC_FREQ 12%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@35.5C PMIC@50C GPU@31C AO@43.5C thermal@33C POM_5V_IN 6563/6172 POM_5V_GPU 4628/4308 POM_5V_CPU 122/135
RAM 1843/3964MB (lfb 18x4MB) SWAP 218/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,3%@102,9%@204,1%@204] EMC_FREQ 12%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@35C PMIC@50C GPU@31C AO@43.5C thermal@33C POM_5V_IN 6604/6211 POM_5V_GPU 4669/4340 POM_5V_CPU 122/134
