RAM 1573/3964MB (lfb 24x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [5%@307,14%@307,5%@307,1%@307] EMC_FREQ 5%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28.5C CPU@34.5C PMIC@50C GPU@31C AO@42.5C thermal@32.75C POM_5V_IN 5788/5788 POM_5V_GPU 3962/3962 POM_5V_CPU 123/123
RAM 1573/3964MB (lfb 24x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [16%@204,8%@204,3%@204,7%@204] EMC_FREQ 8%@1600 GR3D_FREQ 99%@921 APE 25 PLL@29C CPU@35C PMIC@50C GPU@31.5C AO@42.5C thermal@33.75C POM_5V_IN 5672/5730 POM_5V_GPU 3844/3903 POM_5V_CPU 165/144
RAM 1573/3964MB (lfb 24x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [20%@102,4%@102,2%@102,2%@102] EMC_FREQ 9%@1600 GR3D_FREQ 65%@921 APE 25 PLL@29C CPU@36C PMIC@50C GPU@32C AO@44C thermal@33.75C POM_5V_IN 6141/5867 POM_5V_GPU 4320/4042 POM_5V_CPU 123/137
RAM 1573/3964MB (lfb 24x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [22%@204,4%@204,3%@204,2%@204] EMC_FREQ 10%@1600 GR3D_FREQ 99%@921 APE 25 PLL@29C CPU@35C PMIC@50C GPU@32C AO@43C thermal@33.25C POM_5V_IN 5870/5867 POM_5V_GPU 4004/4032 POM_5V_CPU 165/144
RAM 1573/3964MB (lfb 24x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [23%@204,4%@204,2%@204,1%@204] EMC_FREQ 11%@1600 GR3D_FREQ 85%@921 APE 25 PLL@29C CPU@36C PMIC@50C GPU@32C AO@43.5C thermal@34C POM_5V_IN 6327/5959 POM_5V_GPU 4362/4098 POM_5V_CPU 164/148
RAM 1573/3964MB (lfb 24x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [21%@204,4%@102,2%@102,2%@102] EMC_FREQ 11%@1600 GR3D_FREQ 72%@921 APE 25 PLL@29C CPU@36C PMIC@50C GPU@32.5C AO@44C thermal@33.75C POM_5V_IN 6172/5995 POM_5V_GPU 4314/4134 POM_5V_CPU 164/150
RAM 1573/3964MB (lfb 24x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [22%@307,5%@307,3%@307,3%@307] EMC_FREQ 12%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28.5C CPU@35C PMIC@50C GPU@32C AO@43C thermal@34C POM_5V_IN 5944/5987 POM_5V_GPU 4080/4126 POM_5V_CPU 164/152
RAM 1573/3964MB (lfb 24x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [25%@102,2%@102,1%@204,1%@204] EMC_FREQ 12%@1600 GR3D_FREQ 84%@921 APE 25 PLL@29C CPU@36C PMIC@50C GPU@32C AO@43.5C thermal@34C POM_5V_IN 6296/6026 POM_5V_GPU 4396/4160 POM_5V_CPU 164/154
RAM 1573/3964MB (lfb 24x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [21%@204,2%@204,4%@204,2%@204] EMC_FREQ 12%@1600 GR3D_FREQ 83%@921 APE 25 PLL@28.5C CPU@36C PMIC@50C GPU@32C AO@44C thermal@34C POM_5V_IN 6440/6072 POM_5V_GPU 4553/4203 POM_5V_CPU 164/155
RAM 1573/3964MB (lfb 24x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [24%@102,4%@102,4%@102,2%@102] EMC_FREQ 12%@1600 GR3D_FREQ 66%@921 APE 25 PLL@29C CPU@36C PMIC@50C GPU@32C AO@44C thermal@34C POM_5V_IN 6172/6082 POM_5V_GPU 4314/4214 POM_5V_CPU 164/156
RAM 1573/3964MB (lfb 24x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [25%@204,4%@204,2%@307,2%@307] EMC_FREQ 12%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28.5C CPU@35.5C PMIC@50C GPU@32C AO@43.5C thermal@34C POM_5V_IN 5944/6069 POM_5V_GPU 4080/4202 POM_5V_CPU 164/156
