RAM 1829/3964MB (lfb 74x4MB) SWAP 267/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [3%@518,2%@518,22%@518,1%@518] EMC_FREQ 13%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@31.5C PMIC@50C GPU@28.5C AO@38.5C thermal@30C POM_5V_IN 5714/5714 POM_5V_GPU 3266/3266 POM_5V_CPU 248/248
RAM 1829/3964MB (lfb 74x4MB) SWAP 267/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [3%@307,2%@307,29%@307,3%@307] EMC_FREQ 20%@1600 GR3D_FREQ 75%@921 APE 25 PLL@26C CPU@31.5C PMIC@50C GPU@28.5C AO@38.5C thermal@29.75C POM_5V_IN 5640/5677 POM_5V_GPU 3229/3247 POM_5V_CPU 207/227
RAM 1829/3964MB (lfb 74x4MB) SWAP 267/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [5%@307,3%@307,29%@307,7%@307] EMC_FREQ 24%@1600 GR3D_FREQ 91%@921 APE 25 PLL@26C CPU@31C PMIC@50C GPU@28.5C AO@38C thermal@30C POM_5V_IN 5565/5639 POM_5V_GPU 2985/3160 POM_5V_CPU 207/220
RAM 1829/3964MB (lfb 74x4MB) SWAP 267/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,3%@204,28%@204,4%@204] EMC_FREQ 28%@1600 GR3D_FREQ 75%@921 APE 25 PLL@26.5C CPU@31C PMIC@50C GPU@28.5C AO@38.5C thermal@30C POM_5V_IN 5491/5602 POM_5V_GPU 2865/3086 POM_5V_CPU 207/217
RAM 1829/3964MB (lfb 74x4MB) SWAP 267/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [3%@307,3%@307,31%@307,5%@307] EMC_FREQ 30%@1600 GR3D_FREQ 93%@921 APE 25 PLL@26C CPU@31.5C PMIC@50C GPU@28.5C AO@38.5C thermal@30C POM_5V_IN 5358/5553 POM_5V_GPU 3068/3082 POM_5V_CPU 207/215
RAM 1829/3964MB (lfb 74x4MB) SWAP 267/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [5%@307,3%@307,33%@307,4%@307] EMC_FREQ 31%@1600 GR3D_FREQ 70%@921 APE 25 PLL@26C CPU@31.5C PMIC@50C GPU@28.5C AO@38.5C thermal@29.75C POM_5V_IN 5358/5521 POM_5V_GPU 3068/3080 POM_5V_CPU 207/213
RAM 1829/3964MB (lfb 74x4MB) SWAP 267/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [4%@403,2%@403,32%@403,3%@403] EMC_FREQ 32%@1600 GR3D_FREQ 97%@921 APE 25 PLL@26C CPU@31C PMIC@50C GPU@29C AO@38.5C thermal@29.75C POM_5V_IN 5515/5520 POM_5V_GPU 3147/3089 POM_5V_CPU 207/212
RAM 1829/3964MB (lfb 74x4MB) SWAP 267/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [6%@307,3%@307,30%@307,4%@307] EMC_FREQ 32%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@31C PMIC@50C GPU@28.5C AO@38.5C thermal@30.25C POM_5V_IN 5283/5490 POM_5V_GPU 2949/3072 POM_5V_CPU 207/212
RAM 1829/3964MB (lfb 74x4MB) SWAP 267/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,4%@204,33%@204,4%@204] EMC_FREQ 33%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@31.5C PMIC@50C GPU@28.5C AO@39C thermal@29.75C POM_5V_IN 5399/5480 POM_5V_GPU 3027/3067 POM_5V_CPU 207/211
RAM 1829/3964MB (lfb 74x4MB) SWAP 267/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [7%@204,3%@204,31%@204,3%@204] EMC_FREQ 33%@1600 GR3D_FREQ 69%@921 APE 25 PLL@26C CPU@31.5C PMIC@50C GPU@28.5C AO@38C thermal@29.5C POM_5V_IN 5482/5480 POM_5V_GPU 2949/3055 POM_5V_CPU 207/211
RAM 1829/3964MB (lfb 74x4MB) SWAP 267/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,0%@204,34%@204,3%@204] EMC_FREQ 33%@1600 GR3D_FREQ 96%@921 APE 25 PLL@26C CPU@31.5C PMIC@50C GPU@28.5C AO@38C thermal@29.75C POM_5V_IN 5482/5480 POM_5V_GPU 2912/3042 POM_5V_CPU 249/214
RAM 1829/3964MB (lfb 74x4MB) SWAP 267/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [5%@307,3%@307,34%@307,4%@307] EMC_FREQ 33%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@31.5C PMIC@50C GPU@28.5C AO@39C thermal@30.25C POM_5V_IN 5441/5477 POM_5V_GPU 3110/3047 POM_5V_CPU 207/213
RAM 1829/3964MB (lfb 74x4MB) SWAP 267/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [4%@307,5%@307,31%@307,5%@307] EMC_FREQ 33%@1600 GR3D_FREQ 89%@921 APE 25 PLL@26C CPU@31.5C PMIC@50C GPU@29C AO@39C thermal@30C POM_5V_IN 5598/5486 POM_5V_GPU 3229/3061 POM_5V_CPU 207/213
RAM 1829/3964MB (lfb 74x4MB) SWAP 267/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [5%@307,4%@307,34%@307,1%@307] EMC_FREQ 33%@1600 GR3D_FREQ 74%@921 APE 25 PLL@26C CPU@32C PMIC@50C GPU@28.5C AO@39C thermal@30C POM_5V_IN 5598/5494 POM_5V_GPU 3068/3062 POM_5V_CPU 248/215
RAM 1829/3964MB (lfb 74x4MB) SWAP 267/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [5%@307,4%@307,33%@307,5%@307] EMC_FREQ 33%@1600 GR3D_FREQ 73%@921 APE 25 PLL@26C CPU@31.5C PMIC@50C GPU@28.5C AO@38.5C thermal@30C POM_5V_IN 5524/5496 POM_5V_GPU 3068/3062 POM_5V_CPU 207/215
RAM 1829/3964MB (lfb 74x4MB) SWAP 267/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [2%@204,6%@204,32%@204,1%@204] EMC_FREQ 33%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@31C PMIC@50C GPU@29C AO@38.5C thermal@30C POM_5V_IN 5166/5475 POM_5V_GPU 2828/3048 POM_5V_CPU 207/214
RAM 1829/3964MB (lfb 74x4MB) SWAP 267/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [8%@204,6%@204,32%@204,4%@204] EMC_FREQ 33%@1600 GR3D_FREQ 91%@921 APE 25 PLL@25.5C CPU@31.5C PMIC@50C GPU@29C AO@38C thermal@29.75C POM_5V_IN 5524/5478 POM_5V_GPU 2949/3042 POM_5V_CPU 208/214
RAM 1829/3964MB (lfb 74x4MB) SWAP 267/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [8%@307,7%@307,26%@307,6%@307] EMC_FREQ 33%@1600 GR3D_FREQ 82%@921 APE 25 PLL@26.5C CPU@31C PMIC@50C GPU@28.5C AO@39C thermal@29.75C POM_5V_IN 5358/5472 POM_5V_GPU 2944/3036 POM_5V_CPU 207/213
RAM 1829/3964MB (lfb 74x4MB) SWAP 267/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,4%@204,34%@204,0%@204] EMC_FREQ 33%@1600 GR3D_FREQ 75%@921 APE 25 PLL@26C CPU@31C PMIC@50C GPU@29C AO@38C thermal@30.25C POM_5V_IN 5565/5476 POM_5V_GPU 2944/3031 POM_5V_CPU 207/213
RAM 1829/3964MB (lfb 74x4MB) SWAP 267/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [4%@518,4%@518,30%@518,8%@518] EMC_FREQ 33%@1600 GR3D_FREQ 92%@921 APE 25 PLL@26C CPU@32C PMIC@50C GPU@28.5C AO@39C thermal@29.75C POM_5V_IN 5482/5477 POM_5V_GPU 3027/3031 POM_5V_CPU 248/215
RAM 1829/3964MB (lfb 74x4MB) SWAP 267/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,3%@204,32%@204,0%@204] EMC_FREQ 33%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@31C PMIC@50C GPU@28.5C AO@38C thermal@29.75C POM_5V_IN 5132/5460 POM_5V_GPU 2662/3014 POM_5V_CPU 208/214
RAM 1829/3964MB (lfb 74x4MB) SWAP 267/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,5%@204,33%@204,3%@204] EMC_FREQ 33%@1600 GR3D_FREQ 73%@921 APE 25 PLL@26C CPU@31.5C PMIC@50C GPU@28.5C AO@38C thermal@30C POM_5V_IN 5524/5463 POM_5V_GPU 2949/3011 POM_5V_CPU 208/214
RAM 1829/3964MB (lfb 74x4MB) SWAP 267/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [3%@403,4%@403,31%@403,4%@307] EMC_FREQ 33%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@31.5C PMIC@50C GPU@29C AO@39C thermal@30C POM_5V_IN 5399/5460 POM_5V_GPU 3068/3013 POM_5V_CPU 207/214
RAM 1829/3964MB (lfb 74x4MB) SWAP 267/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [8%@204,6%@204,34%@204,1%@204] EMC_FREQ 33%@1600 GR3D_FREQ 74%@921 APE 25 PLL@26C CPU@31.5C PMIC@50C GPU@28.5C AO@38C thermal@29.75C POM_5V_IN 5524/5463 POM_5V_GPU 2944/3010 POM_5V_CPU 207/214
RAM 1829/3964MB (lfb 74x4MB) SWAP 267/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [6%@307,6%@307,31%@307,1%@307] EMC_FREQ 33%@1600 GR3D_FREQ 76%@921 APE 25 PLL@26C CPU@31C PMIC@50C GPU@29C AO@38C thermal@29.75C POM_5V_IN 5598/5468 POM_5V_GPU 3147/3016 POM_5V_CPU 207/213
RAM 1829/3964MB (lfb 74x4MB) SWAP 267/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [8%@204,2%@204,33%@204,2%@204] EMC_FREQ 33%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@31C PMIC@50C GPU@29C AO@38.5C thermal@29.75C POM_5V_IN 5208/5458 POM_5V_GPU 2865/3010 POM_5V_CPU 207/213
RAM 1829/3964MB (lfb 74x4MB) SWAP 267/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [4%@403,1%@403,34%@403,4%@403] EMC_FREQ 33%@1600 GR3D_FREQ 75%@921 APE 25 PLL@26C CPU@31.5C PMIC@50C GPU@29C AO@39C thermal@30C POM_5V_IN 5441/5458 POM_5V_GPU 3068/3012 POM_5V_CPU 207/213
RAM 1829/3964MB (lfb 74x4MB) SWAP 267/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [8%@307,6%@307,29%@307,5%@307] EMC_FREQ 33%@1600 GR3D_FREQ 88%@921 APE 25 PLL@26C CPU@31.5C PMIC@50C GPU@29C AO@39C thermal@30.25C POM_5V_IN 5399/5456 POM_5V_GPU 3027/3012 POM_5V_CPU 248/214
RAM 1829/3964MB (lfb 74x4MB) SWAP 267/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,5%@204,33%@204,2%@204] EMC_FREQ 33%@1600 GR3D_FREQ 90%@921 APE 25 PLL@26.5C CPU@31.5C PMIC@50C GPU@29C AO@38.5C thermal@30.25C POM_5V_IN 5283/5450 POM_5V_GPU 2907/3009 POM_5V_CPU 207/214
RAM 1829/3964MB (lfb 74x4MB) SWAP 267/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [3%@307,2%@307,32%@307,5%@307] EMC_FREQ 33%@1600 GR3D_FREQ 89%@921 APE 25 PLL@26.5C CPU@32C PMIC@50C GPU@29.5C AO@38.5C thermal@30.25C POM_5V_IN 5441/5449 POM_5V_GPU 3027/3009 POM_5V_CPU 207/213
RAM 1829/3964MB (lfb 74x4MB) SWAP 267/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [8%@204,4%@204,33%@204,1%@204] EMC_FREQ 33%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@31.5C PMIC@50C GPU@29C AO@38C thermal@30.25C POM_5V_IN 5524/5452 POM_5V_GPU 2824/3003 POM_5V_CPU 207/213
RAM 1829/3964MB (lfb 74x4MB) SWAP 267/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [3%@204,3%@204,32%@204,2%@204] EMC_FREQ 33%@1600 GR3D_FREQ 93%@921 APE 25 PLL@26C CPU@31.5C PMIC@50C GPU@29C AO@38.5C thermal@30C POM_5V_IN 5640/5458 POM_5V_GPU 3068/3005 POM_5V_CPU 207/213
RAM 1829/3964MB (lfb 74x4MB) SWAP 267/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [5%@518,3%@518,30%@518,4%@518] EMC_FREQ 34%@1600 GR3D_FREQ 74%@921 APE 25 PLL@26.5C CPU@31.5C PMIC@50C GPU@29.5C AO@38C thermal@30C POM_5V_IN 5598/5462 POM_5V_GPU 3027/3006 POM_5V_CPU 207/213
RAM 1829/3964MB (lfb 74x4MB) SWAP 267/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,6%@204,30%@204,3%@204] EMC_FREQ 34%@1600 GR3D_FREQ 79%@921 APE 25 PLL@26.5C CPU@31.5C PMIC@50C GPU@29C AO@37.5C thermal@30.25C POM_5V_IN 5524/5464 POM_5V_GPU 2907/3003 POM_5V_CPU 207/213
RAM 1829/3964MB (lfb 74x4MB) SWAP 267/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [3%@403,3%@403,31%@403,4%@403] EMC_FREQ 33%@1600 GR3D_FREQ 77%@921 APE 25 PLL@26C CPU@32C PMIC@50C GPU@28.5C AO@39C thermal@30.25C POM_5V_IN 5283/5458 POM_5V_GPU 2990/3003 POM_5V_CPU 207/212
RAM 1829/3964MB (lfb 74x4MB) SWAP 267/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [3%@204,7%@204,31%@204,7%@204] EMC_FREQ 33%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@31.5C PMIC@50C GPU@29C AO@38.5C thermal@30.25C POM_5V_IN 5332/5455 POM_5V_GPU 2666/2993 POM_5V_CPU 208/212
