RAM 1926/3964MB (lfb 8x4MB) SWAP 349/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [11%@614,3%@614,4%@614,2%@614] EMC_FREQ 11%@1600 GR3D_FREQ 93%@921 APE 25 PLL@25.5C CPU@31C PMIC@50C GPU@27.5C AO@39C thermal@29.75C POM_5V_IN 5870/5870 POM_5V_GPU 3756/3756 POM_5V_CPU 165/165
RAM 1926/3964MB (lfb 8x4MB) SWAP 349/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [11%@204,2%@204,1%@204,0%@204] EMC_FREQ 16%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@32C PMIC@50C GPU@28C AO@40C thermal@29.75C POM_5V_IN 6255/6062 POM_5V_GPU 4108/3932 POM_5V_CPU 123/144
RAM 1926/3964MB (lfb 8x4MB) SWAP 349/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [9%@102,1%@102,6%@102,3%@102] EMC_FREQ 20%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@32C PMIC@50C GPU@28.5C AO@40.5C thermal@29.75C POM_5V_IN 6522/6215 POM_5V_GPU 4389/4084 POM_5V_CPU 123/137
RAM 1926/3964MB (lfb 8x4MB) SWAP 349/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [11%@102,5%@102,3%@102,2%@102] EMC_FREQ 22%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@31.5C PMIC@50C GPU@28.5C AO@39.5C thermal@29C POM_5V_IN 6615/6315 POM_5V_GPU 4156/4102 POM_5V_CPU 123/133
RAM 1926/3964MB (lfb 8x4MB) SWAP 349/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [11%@204,5%@204,2%@204,2%@204] EMC_FREQ 23%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@30.5C PMIC@50C GPU@28.5C AO@38C thermal@30C POM_5V_IN 4965/6045 POM_5V_GPU 2916/3865 POM_5V_CPU 166/140
RAM 1926/3964MB (lfb 8x4MB) SWAP 349/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [7%@204,4%@204,8%@204,2%@204] EMC_FREQ 24%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@32C PMIC@50C GPU@28.5C AO@40C thermal@30.5C POM_5V_IN 5944/6028 POM_5V_GPU 3874/3866 POM_5V_CPU 123/137
RAM 1926/3964MB (lfb 8x4MB) SWAP 349/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [13%@102,4%@102,6%@204,1%@204] EMC_FREQ 25%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32.5C PMIC@50C GPU@28.5C AO@40.5C thermal@30.5C POM_5V_IN 6450/6088 POM_5V_GPU 4266/3923 POM_5V_CPU 123/135
RAM 1926/3964MB (lfb 8x4MB) SWAP 349/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,6%@204,4%@204,5%@204] EMC_FREQ 26%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32.5C PMIC@50C GPU@28.5C AO@40.5C thermal@30.5C POM_5V_IN 6604/6153 POM_5V_GPU 4382/3980 POM_5V_CPU 164/138
RAM 1926/3964MB (lfb 8x4MB) SWAP 349/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [13%@102,5%@102,6%@102,2%@102] EMC_FREQ 26%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@32C PMIC@50C GPU@29C AO@39.5C thermal@30.25C POM_5V_IN 6574/6199 POM_5V_GPU 4156/4000 POM_5V_CPU 123/137
RAM 1926/3964MB (lfb 8x4MB) SWAP 349/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [10%@204,8%@204,3%@204,1%@204] EMC_FREQ 26%@1600 GR3D_FREQ 84%@921 APE 25 PLL@25.5C CPU@30.5C PMIC@50C GPU@28.5C AO@38C thermal@30C POM_5V_IN 4923/6072 POM_5V_GPU 2916/3891 POM_5V_CPU 166/139
RAM 1926/3964MB (lfb 8x4MB) SWAP 349/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [14%@102,1%@102,0%@102,2%@102] EMC_FREQ 26%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32C PMIC@50C GPU@28.5C AO@40C thermal@29.25C POM_5V_IN 5912/6057 POM_5V_GPU 3839/3887 POM_5V_CPU 123/138
RAM 1926/3964MB (lfb 8x4MB) SWAP 349/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [9%@204,3%@204,6%@204,0%@204] EMC_FREQ 26%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@32C PMIC@50C GPU@29C AO@40.5C thermal@30.75C POM_5V_IN 6409/6086 POM_5V_GPU 4266/3918 POM_5V_CPU 164/140
RAM 1926/3964MB (lfb 8x4MB) SWAP 349/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [10%@102,5%@102,6%@102,5%@102] EMC_FREQ 26%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32.5C PMIC@50C GPU@29C AO@40.5C thermal@30.75C POM_5V_IN 6645/6129 POM_5V_GPU 4307/3948 POM_5V_CPU 123/139
RAM 1926/3964MB (lfb 8x4MB) SWAP 349/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [12%@102,2%@102,0%@102,3%@102] EMC_FREQ 26%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@31C PMIC@50C GPU@28.5C AO@39C thermal@30.5C POM_5V_IN 6150/6131 POM_5V_GPU 3803/3938 POM_5V_CPU 124/138
RAM 1926/3964MB (lfb 8x4MB) SWAP 349/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [11%@307,5%@307,2%@307,1%@307] EMC_FREQ 26%@1600 GR3D_FREQ 55%@921 APE 25 PLL@26C CPU@30.5C PMIC@50C GPU@28C AO@38.5C thermal@30.25C POM_5V_IN 5007/6056 POM_5V_GPU 3041/3878 POM_5V_CPU 166/139
RAM 1926/3964MB (lfb 8x4MB) SWAP 349/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [8%@102,5%@204,6%@204,1%@204] EMC_FREQ 26%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32.5C PMIC@50C GPU@29C AO@40.5C thermal@29.75C POM_5V_IN 6026/6054 POM_5V_GPU 3915/3880 POM_5V_CPU 164/141
RAM 1926/3964MB (lfb 8x4MB) SWAP 349/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [11%@204,5%@204,9%@204,2%@204] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32.5C PMIC@50C GPU@29C AO@40.5C thermal@29.5C POM_5V_IN 6911/6104 POM_5V_GPU 4246/3902 POM_5V_CPU 163/142
RAM 1926/3964MB (lfb 8x4MB) SWAP 349/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [12%@102,17%@102,6%@102,2%@102] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32.5C PMIC@50C GPU@29C AO@40.5C thermal@29.5C POM_5V_IN 6952/6151 POM_5V_GPU 4328/3925 POM_5V_CPU 122/141
RAM 1926/3964MB (lfb 8x4MB) SWAP 349/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [13%@204,11%@204,4%@204,2%@204] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@31C PMIC@50C GPU@28.5C AO@38C thermal@30.75C POM_5V_IN 6068/6147 POM_5V_GPU 3384/3897 POM_5V_CPU 124/140
RAM 1926/3964MB (lfb 8x4MB) SWAP 349/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [11%@518,13%@518,5%@518,1%@518] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@31.5C PMIC@50C GPU@28.5C AO@39.5C thermal@31C POM_5V_IN 6068/6143 POM_5V_GPU 3544/3879 POM_5V_CPU 164/141
RAM 1926/3964MB (lfb 8x4MB) SWAP 349/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [12%@102,11%@102,4%@102,4%@102] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32C PMIC@50C GPU@28.5C AO@40.5C thermal@30.25C POM_5V_IN 6563/6163 POM_5V_GPU 4048/3887 POM_5V_CPU 163/142
RAM 1926/3964MB (lfb 8x4MB) SWAP 349/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [10%@204,13%@204,7%@204,3%@204] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@33C PMIC@50C GPU@29C AO@41C thermal@30.25C POM_5V_IN 7023/6202 POM_5V_GPU 4443/3912 POM_5V_CPU 163/143
RAM 1926/3964MB (lfb 8x4MB) SWAP 349/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [10%@102,19%@204,9%@1479,5%@1479] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32.5C PMIC@50C GPU@29C AO@40C thermal@29.75C POM_5V_IN 7093/6241 POM_5V_GPU 4402/3934 POM_5V_CPU 285/149
RAM 1926/3964MB (lfb 8x4MB) SWAP 349/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [11%@102,11%@102,10%@102,2%@204] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@30.5C PMIC@50C GPU@28C AO@38C thermal@29.5C POM_5V_IN 4889/6184 POM_5V_GPU 2916/3891 POM_5V_CPU 166/150
RAM 1926/3964MB (lfb 8x4MB) SWAP 349/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [9%@518,4%@518,8%@518,2%@518] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32C PMIC@50C GPU@28C AO@39.5C thermal@30.25C POM_5V_IN 5788/6169 POM_5V_GPU 3673/3882 POM_5V_CPU 165/151
RAM 1926/3964MB (lfb 8x4MB) SWAP 349/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,4%@102,7%@102,3%@204] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32.5C PMIC@50C GPU@29C AO@40.5C thermal@30.75C POM_5V_IN 6296/6173 POM_5V_GPU 4149/3893 POM_5V_CPU 123/150
RAM 1926/3964MB (lfb 8x4MB) SWAP 349/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,4%@102,9%@102,1%@102] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32.5C PMIC@50C GPU@28.5C AO@40.5C thermal@30.5C POM_5V_IN 6563/6188 POM_5V_GPU 4382/3911 POM_5V_CPU 163/150
RAM 1926/3964MB (lfb 8x4MB) SWAP 349/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,7%@102,7%@102,3%@204] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@32.5C PMIC@50C GPU@29.5C AO@39.5C thermal@30.5C POM_5V_IN 6615/6203 POM_5V_GPU 4156/3920 POM_5V_CPU 123/149
RAM 1926/3964MB (lfb 8x4MB) SWAP 349/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [7%@204,9%@204,9%@204,1%@204] EMC_FREQ 27%@1600 GR3D_FREQ 80%@921 APE 25 PLL@26C CPU@31C PMIC@50C GPU@29C AO@38.5C thermal@30.5C POM_5V_IN 4923/6159 POM_5V_GPU 2958/3886 POM_5V_CPU 166/150
RAM 1926/3964MB (lfb 8x4MB) SWAP 349/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [8%@204,7%@204,9%@204,4%@204] EMC_FREQ 26%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@31.5C PMIC@50C GPU@28C AO@39.5C thermal@30C POM_5V_IN 5755/6145 POM_5V_GPU 3638/3878 POM_5V_CPU 165/150
RAM 1926/3964MB (lfb 8x4MB) SWAP 349/1982MB (cached 26MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,4%@102,9%@102,3%@102] EMC_FREQ 26%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@33C PMIC@50C GPU@29C AO@40.5C thermal@30.25C POM_5V_IN 6296/6150 POM_5V_GPU 4149/3887 POM_5V_CPU 123/149
