RAM 1611/3964MB (lfb 21x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [10%@1479,1%@1479,4%@1479,1%@1479] EMC_FREQ 5%@1600 GR3D_FREQ 94%@921 APE 25 PLL@26.5C CPU@34.5C PMIC@50C GPU@30.5C AO@42.5C thermal@28.5C POM_5V_IN 6859/6859 POM_5V_GPU 4729/4729 POM_5V_CPU 448/448
RAM 1611/3964MB (lfb 21x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [13%@102,0%@204,1%@204,2%@204] EMC_FREQ 7%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@34C PMIC@50C GPU@30.5C AO@42.5C thermal@32.25C POM_5V_IN 6563/6711 POM_5V_GPU 4710/4719 POM_5V_CPU 163/305
RAM 1611/3964MB (lfb 21x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [15%@102,3%@102,3%@102,2%@102] EMC_FREQ 8%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@34C PMIC@50C GPU@31C AO@42C thermal@32.25C POM_5V_IN 6563/6661 POM_5V_GPU 4471/4636 POM_5V_CPU 123/244
RAM 1611/3964MB (lfb 21x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [11%@102,6%@102,2%@102,1%@102] EMC_FREQ 9%@1600 GR3D_FREQ 64%@921 APE 25 PLL@27C CPU@34C PMIC@50C GPU@30.5C AO@42C thermal@32.5C POM_5V_IN 6255/6560 POM_5V_GPU 4437/4586 POM_5V_CPU 164/224
RAM 1611/3964MB (lfb 21x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,15%@102,3%@102,4%@102] EMC_FREQ 9%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@34C PMIC@50C GPU@30.5C AO@42.5C thermal@32.25C POM_5V_IN 6440/6536 POM_5V_GPU 4594/4588 POM_5V_CPU 123/204
RAM 1611/3964MB (lfb 21x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [2%@102,13%@204,3%@204,3%@204] EMC_FREQ 9%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@34.5C PMIC@50C GPU@31C AO@43C thermal@32.25C POM_5V_IN 6563/6540 POM_5V_GPU 4669/4601 POM_5V_CPU 122/190
RAM 1611/3964MB (lfb 21x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [1%@102,14%@204,1%@204,3%@204] EMC_FREQ 10%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@34.5C PMIC@50C GPU@30.5C AO@42C thermal@32.25C POM_5V_IN 6594/6548 POM_5V_GPU 4669/4611 POM_5V_CPU 163/186
RAM 1611/3964MB (lfb 21x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [8%@307,10%@307,6%@307,0%@307] EMC_FREQ 10%@1600 GR3D_FREQ 69%@921 APE 25 PLL@27C CPU@34.5C PMIC@50C GPU@30.5C AO@42C thermal@32.5C POM_5V_IN 6172/6501 POM_5V_GPU 4396/4584 POM_5V_CPU 123/178
RAM 1611/3964MB (lfb 21x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,11%@102,4%@102,3%@102] EMC_FREQ 10%@1600 GR3D_FREQ 64%@921 APE 25 PLL@27C CPU@34.5C PMIC@50C GPU@30.5C AO@42.5C thermal@32.5C POM_5V_IN 6368/6486 POM_5V_GPU 4553/4580 POM_5V_CPU 123/172
RAM 1611/3964MB (lfb 21x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,13%@102,2%@102,5%@102] EMC_FREQ 10%@1600 GR3D_FREQ 92%@921 APE 25 PLL@27.5C CPU@35C PMIC@50C GPU@30.5C AO@42.5C thermal@32.5C POM_5V_IN 6481/6485 POM_5V_GPU 4628/4585 POM_5V_CPU 123/167
RAM 1611/3964MB (lfb 21x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,12%@102,1%@204,4%@204] EMC_FREQ 10%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@34.5C PMIC@50C GPU@31C AO@42.5C thermal@32.5C POM_5V_IN 6563/6492 POM_5V_GPU 4710/4596 POM_5V_CPU 122/163
RAM 1611/3964MB (lfb 21x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [16%@204,5%@307,1%@307,1%@307] EMC_FREQ 10%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@34.5C PMIC@50C GPU@31C AO@42C thermal@32.5C POM_5V_IN 6172/6466 POM_5V_GPU 4320/4573 POM_5V_CPU 164/163
RAM 1611/3964MB (lfb 21x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [10%@102,5%@102,4%@102,2%@204] EMC_FREQ 10%@1600 GR3D_FREQ 90%@921 APE 25 PLL@27C CPU@34C PMIC@50C GPU@31C AO@43C thermal@32.5C POM_5V_IN 6635/6479 POM_5V_GPU 4743/4586 POM_5V_CPU 122/160
RAM 1611/3964MB (lfb 21x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [11%@204,1%@204,3%@204,1%@204] EMC_FREQ 10%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@35C PMIC@50C GPU@31C AO@43C thermal@32.75C POM_5V_IN 6676/6493 POM_5V_GPU 4825/4603 POM_5V_CPU 122/157
RAM 1611/3964MB (lfb 21x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [10%@102,2%@307,5%@307,2%@102] EMC_FREQ 10%@1600 GR3D_FREQ 80%@921 APE 25 PLL@27C CPU@34.5C PMIC@50C GPU@31C AO@43.5C thermal@32.5C POM_5V_IN 6594/6499 POM_5V_GPU 4743/4613 POM_5V_CPU 163/157
RAM 1611/3964MB (lfb 21x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [15%@102,1%@102,2%@204,2%@204] EMC_FREQ 10%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@34.5C PMIC@50C GPU@31C AO@43.5C thermal@32.75C POM_5V_IN 6604/6506 POM_5V_GPU 4710/4619 POM_5V_CPU 122/155
RAM 1611/3964MB (lfb 21x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [11%@102,5%@102,4%@102,5%@102] EMC_FREQ 10%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@34C PMIC@50C GPU@31C AO@42.5C thermal@32.5C POM_5V_IN 6131/6484 POM_5V_GPU 4355/4603 POM_5V_CPU 123/153
RAM 1611/3964MB (lfb 21x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [11%@102,5%@204,5%@204,1%@204] EMC_FREQ 10%@1600 GR3D_FREQ 71%@921 APE 25 PLL@27.5C CPU@35C PMIC@50C GPU@31C AO@43C thermal@32.75C POM_5V_IN 6522/6486 POM_5V_GPU 4628/4605 POM_5V_CPU 122/151
RAM 1611/3964MB (lfb 21x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,9%@204,2%@204,1%@204] EMC_FREQ 10%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@34.5C PMIC@50C GPU@31C AO@43C thermal@32.75C POM_5V_IN 6563/6490 POM_5V_GPU 4751/4612 POM_5V_CPU 122/150
RAM 1611/3964MB (lfb 21x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [8%@204,7%@204,4%@204,4%@204] EMC_FREQ 10%@1600 GR3D_FREQ 71%@921 APE 25 PLL@27.5C CPU@34C PMIC@50C GPU@31C AO@43C thermal@32.75C POM_5V_IN 6213/6476 POM_5V_GPU 4396/4601 POM_5V_CPU 123/149
RAM 1611/3964MB (lfb 21x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,9%@102,3%@102,4%@102] EMC_FREQ 10%@1600 GR3D_FREQ 72%@921 APE 25 PLL@27C CPU@35C PMIC@50C GPU@30.5C AO@43C thermal@32.75C POM_5V_IN 6522/6478 POM_5V_GPU 4628/4603 POM_5V_CPU 122/147
RAM 1611/3964MB (lfb 21x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,9%@102,5%@102,5%@102] EMC_FREQ 10%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@35C PMIC@50C GPU@31C AO@42.5C thermal@32.75C POM_5V_IN 6594/6483 POM_5V_GPU 4751/4609 POM_5V_CPU 122/146
RAM 1611/3964MB (lfb 21x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [4%@307,3%@307,10%@204,1%@204] EMC_FREQ 10%@1600 GR3D_FREQ 88%@921 APE 25 PLL@27C CPU@35C PMIC@50C GPU@31C AO@43C thermal@32.75C POM_5V_IN 6563/6487 POM_5V_GPU 4669/4612 POM_5V_CPU 163/147
RAM 1611/3964MB (lfb 21x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [8%@204,5%@204,9%@204,1%@204] EMC_FREQ 10%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@35C PMIC@50C GPU@31C AO@43C thermal@32.75C POM_5V_IN 6553/6490 POM_5V_GPU 4751/4618 POM_5V_CPU 122/146
RAM 1611/3964MB (lfb 21x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,3%@102,8%@102,0%@102] EMC_FREQ 10%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@35C PMIC@50C GPU@31C AO@43C thermal@32.75C POM_5V_IN 6337/6484 POM_5V_GPU 4437/4610 POM_5V_CPU 123/145
RAM 1611/3964MB (lfb 21x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [14%@102,3%@102,1%@102,1%@102] EMC_FREQ 10%@1600 GR3D_FREQ 69%@921 APE 25 PLL@27.5C CPU@34C PMIC@50C GPU@31C AO@43.5C thermal@32.75C POM_5V_IN 6409/6481 POM_5V_GPU 4553/4608 POM_5V_CPU 123/144
RAM 1611/3964MB (lfb 21x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [10%@204,10%@204,1%@204,4%@204] EMC_FREQ 10%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@34.5C PMIC@50C GPU@30.5C AO@43C thermal@32.75C POM_5V_IN 6440/6479 POM_5V_GPU 4587/4607 POM_5V_CPU 123/143
RAM 1611/3964MB (lfb 21x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [3%@204,8%@204,5%@204,4%@204] EMC_FREQ 10%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@35.5C PMIC@50C GPU@31C AO@43.5C thermal@32.5C POM_5V_IN 6522/6481 POM_5V_GPU 4710/4611 POM_5V_CPU 122/142
RAM 1611/3964MB (lfb 21x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,10%@102,3%@102,3%@102] EMC_FREQ 10%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@35C PMIC@50C GPU@31.5C AO@43C thermal@33C POM_5V_IN 6594/6485 POM_5V_GPU 4594/4610 POM_5V_CPU 123/142
RAM 1611/3964MB (lfb 21x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,8%@204,2%@204,2%@204] EMC_FREQ 10%@1600 GR3D_FREQ 77%@921 APE 25 PLL@27.5C CPU@35C PMIC@50C GPU@31C AO@43C thermal@33C POM_5V_IN 6255/6477 POM_5V_GPU 4437/4605 POM_5V_CPU 123/141
RAM 1611/3964MB (lfb 21x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,5%@102,1%@102,12%@102] EMC_FREQ 10%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@34.5C PMIC@50C GPU@31C AO@43C thermal@33C POM_5V_IN 6409/6475 POM_5V_GPU 4594/4604 POM_5V_CPU 123/140
RAM 1611/3964MB (lfb 21x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [8%@102,8%@204,2%@204,4%@204] EMC_FREQ 10%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@35C PMIC@50C GPU@31C AO@43.5C thermal@32.75C POM_5V_IN 6522/6476 POM_5V_GPU 4710/4608 POM_5V_CPU 122/140
RAM 1611/3964MB (lfb 21x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,12%@102,1%@102,2%@102] EMC_FREQ 10%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@35C PMIC@50C GPU@31C AO@43.5C thermal@32.75C POM_5V_IN 6563/6479 POM_5V_GPU 4710/4611 POM_5V_CPU 122/139
RAM 1611/3964MB (lfb 21x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,9%@204,3%@204,4%@204] EMC_FREQ 10%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@34.5C PMIC@50C GPU@31C AO@43C thermal@32.75C POM_5V_IN 6213/6471 POM_5V_GPU 4355/4603 POM_5V_CPU 123/139
RAM 1611/3964MB (lfb 21x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,15%@102,3%@204,5%@204] EMC_FREQ 10%@1600 GR3D_FREQ 62%@921 APE 25 PLL@27.5C CPU@35C PMIC@50C GPU@31C AO@43.5C thermal@33.25C POM_5V_IN 6327/6467 POM_5V_GPU 4512/4601 POM_5V_CPU 123/138
RAM 1611/3964MB (lfb 21x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,10%@204,1%@204,2%@204] EMC_FREQ 10%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@35C PMIC@50C GPU@31.5C AO@43C thermal@33.25C POM_5V_IN 6481/6467 POM_5V_GPU 4587/4600 POM_5V_CPU 123/138
RAM 1611/3964MB (lfb 21x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,5%@102,5%@102,6%@102] EMC_FREQ 10%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@35C PMIC@50C GPU@31C AO@43.5C thermal@33.25C POM_5V_IN 6563/6470 POM_5V_GPU 4751/4604 POM_5V_CPU 122/137
RAM 1611/3964MB (lfb 21x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,8%@204,8%@204,0%@204] EMC_FREQ 10%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@34.5C PMIC@50C GPU@31C AO@42.5C thermal@33C POM_5V_IN 6141/6461 POM_5V_GPU 4320/4597 POM_5V_CPU 123/137
RAM 1611/3964MB (lfb 21x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,10%@102,4%@102,5%@102] EMC_FREQ 10%@1600 GR3D_FREQ 63%@921 APE 25 PLL@27.5C CPU@35C PMIC@50C GPU@31C AO@43C thermal@33.25C POM_5V_IN 6327/6458 POM_5V_GPU 4512/4595 POM_5V_CPU 123/137
RAM 1611/3964MB (lfb 21x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [3%@204,12%@204,3%@204,4%@204] EMC_FREQ 10%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@35C PMIC@50C GPU@31.5C AO@43.5C thermal@33C POM_5V_IN 6522/6459 POM_5V_GPU 4669/4596 POM_5V_CPU 122/136
