RAM 1964/3964MB (lfb 64x4MB) SWAP 324/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [4%@710,1%@710,18%@710,2%@710] EMC_FREQ 9%@1600 GR3D_FREQ 73%@921 APE 25 PLL@25.5C CPU@31.5C PMIC@50C GPU@29C AO@39.5C thermal@30C POM_5V_IN 5590/5590 POM_5V_GPU 3431/3431 POM_5V_CPU 165/165
RAM 1964/3964MB (lfb 64x4MB) SWAP 324/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [8%@102,1%@102,18%@102,0%@102] EMC_FREQ 13%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@32C PMIC@50C GPU@29.5C AO@39C thermal@30.75C POM_5V_IN 6058/5824 POM_5V_GPU 3632/3531 POM_5V_CPU 165/165
RAM 1964/3964MB (lfb 64x4MB) SWAP 324/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [22%@102,2%@204,2%@204,2%@204] EMC_FREQ 16%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@32.5C PMIC@50C GPU@29.5C AO@40C thermal@31C POM_5V_IN 6090/5912 POM_5V_GPU 4032/3698 POM_5V_CPU 164/164
RAM 1964/3964MB (lfb 64x4MB) SWAP 324/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [22%@102,3%@102,0%@102,3%@102] EMC_FREQ 18%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@32.5C PMIC@50C GPU@29.5C AO@40.5C thermal@31C POM_5V_IN 6131/5967 POM_5V_GPU 4026/3780 POM_5V_CPU 164/164
RAM 1964/3964MB (lfb 64x4MB) SWAP 324/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [20%@102,3%@102,0%@102,2%@102] EMC_FREQ 19%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@33C PMIC@50C GPU@29.5C AO@40.5C thermal@31.25C POM_5V_IN 6131/6000 POM_5V_GPU 4026/3829 POM_5V_CPU 164/164
RAM 1964/3964MB (lfb 64x4MB) SWAP 324/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [18%@102,3%@102,1%@102,1%@204] EMC_FREQ 20%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@33C PMIC@50C GPU@29.5C AO@40.5C thermal@30.75C POM_5V_IN 6131/6021 POM_5V_GPU 4026/3862 POM_5V_CPU 164/164
RAM 1964/3964MB (lfb 64x4MB) SWAP 324/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [18%@102,5%@102,1%@204,1%@204] EMC_FREQ 21%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@33C PMIC@50C GPU@30C AO@40.5C thermal@30.75C POM_5V_IN 6099/6032 POM_5V_GPU 3950/3874 POM_5V_CPU 164/164
RAM 1964/3964MB (lfb 64x4MB) SWAP 324/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [22%@518,5%@518,2%@518,2%@518] EMC_FREQ 21%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@32.5C PMIC@50C GPU@29.5C AO@40.5C thermal@30.5C POM_5V_IN 6058/6036 POM_5V_GPU 3909/3879 POM_5V_CPU 164/164
RAM 1964/3964MB (lfb 64x4MB) SWAP 324/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [18%@204,3%@204,6%@204,2%@204] EMC_FREQ 21%@1600 GR3D_FREQ 52%@921 APE 25 PLL@26.5C CPU@32.5C PMIC@50C GPU@29.5C AO@40.5C thermal@30.5C POM_5V_IN 5903/6021 POM_5V_GPU 3791/3869 POM_5V_CPU 164/164
RAM 1964/3964MB (lfb 64x4MB) SWAP 324/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [22%@518,2%@518,2%@518,3%@518] EMC_FREQ 22%@1600 GR3D_FREQ 80%@921 APE 25 PLL@26.5C CPU@32.5C PMIC@50C GPU@29.5C AO@40C thermal@31C POM_5V_IN 5861/6005 POM_5V_GPU 3709/3853 POM_5V_CPU 164/164
RAM 1964/3964MB (lfb 64x4MB) SWAP 324/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [17%@204,2%@204,4%@204,3%@204] EMC_FREQ 22%@1600 GR3D_FREQ 95%@921 APE 25 PLL@26C CPU@32.5C PMIC@50C GPU@30C AO@39.5C thermal@31.5C POM_5V_IN 5590/5967 POM_5V_GPU 3431/3814 POM_5V_CPU 165/164
