Model Name,Average Inference Time (seconds),Model Load Time (seconds),Allocation Time (seconds)
convnet_L2_F1024_K2x2_W50,0.1859555721282959,1.6689300537109375e-06,0.000682830810546875
convnet_L2_F1024_K2x2_W60,0.2804326605796814,1.1920928955078125e-06,0.0006780624389648438
convnet_L2_F1024_K2x2_W70,0.36401447772979734,1.430511474609375e-06,0.0006849765777587891
convnet_L2_F1024_K2x2_W80,0.46448946237564087,1.6689300537109375e-06,0.0006580352783203125
convnet_L2_F1024_K2x2_W90,0.5722442698478699,1.6689300537109375e-06,0.0006952285766601562
convnet_L2_F1024_K3x3_W40,0.12189512729644775,1.430511474609375e-06,0.0006418228149414062
convnet_L2_F1024_K3x3_W50,0.2092100715637207,1.6689300537109375e-06,0.0008780956268310547
convnet_L2_F1024_K3x3_W60,0.25069847583770755,9.5367431640625e-07,0.0006482601165771484
convnet_L2_F1024_K3x3_W70,0.34997364997863767,1.430511474609375e-06,0.0007143020629882812
convnet_L2_F1024_K4x4_W30,0.18478652000427245,1.9073486328125e-06,0.0009009838104248047
convnet_L2_F1024_K4x4_W40,0.3213031816482544,2.6226043701171875e-06,0.0015702247619628906
convnet_L2_F1024_K4x4_W50,0.5019787406921387,9.5367431640625e-07,0.0007605552673339844
convnet_L2_F256_K4x4_W100,0.15016632318496703,9.5367431640625e-07,0.0006978511810302734
convnet_L2_F512_K2x2_W100,0.21655585050582885,1.6689300537109375e-06,0.0007805824279785156
convnet_L2_F512_K3x3_W100,0.21659030199050902,1.430511474609375e-06,0.0006561279296875
convnet_L2_F512_K3x3_W70,0.10642213821411133,1.6689300537109375e-06,0.0008208751678466797
convnet_L2_F512_K3x3_W80,0.12562429189682006,1.1920928955078125e-06,0.0006384849548339844
convnet_L2_F512_K3x3_W90,0.16856010913848876,1.430511474609375e-06,0.0011408329010009766
convnet_L2_F512_K4x4_W100,0.49382346868515015,1.430511474609375e-06,0.000659942626953125
convnet_L2_F512_K4x4_W50,0.13878947019577026,2.384185791015625e-06,0.0014650821685791016
convnet_L2_F512_K4x4_W60,0.1946136498451233,3.337860107421875e-06,0.0015785694122314453
convnet_L2_F512_K4x4_W70,0.25583260536193847,2.384185791015625e-06,0.0013325214385986328
convnet_L2_F512_K4x4_W80,0.3208971905708313,1.6689300537109375e-06,0.0006728172302246094
convnet_L2_F512_K4x4_W90,0.4067044496536255,1.6689300537109375e-06,0.0006923675537109375
convnet_L3_F1024_K1x1_W100,0.40832504749298093,1.6689300537109375e-06,0.0007517337799072266
convnet_L3_F1024_K1x1_W70,0.21308542490005494,1.430511474609375e-06,0.0007634162902832031
convnet_L3_F1024_K1x1_W80,0.272115740776062,1.1920928955078125e-06,0.0006840229034423828
convnet_L3_F1024_K1x1_W90,0.3392937254905701,1.430511474609375e-06,0.0007004737854003906
convnet_L3_F1024_K2x2_W30,0.20106977701187134,1.1920928955078125e-06,0.0006623268127441406
convnet_L3_F1024_K2x2_W40,0.3116478395462036,1.1920928955078125e-06,0.0006906986236572266
convnet_L3_F1024_K2x2_W50,0.3661998391151428,1.1920928955078125e-06,0.0006885528564453125
convnet_L3_F1024_K2x2_W60,0.5196257519721985,1.1920928955078125e-06,0.0007505416870117188
convnet_L3_F1024_K3x3_W30,0.1182350206375122,4.5299530029296875e-06,0.002437591552734375
convnet_L3_F1024_K3x3_W40,0.21189512729644774,3.0994415283203125e-06,0.001905679702758789
convnet_L3_F1024_K3x3_W50,0.3944545197486877,1.6689300537109375e-06,0.0010781288146972656
convnet_L3_F1024_K4x4_W20,0.2012143325805664,2.384185791015625e-06,0.0011785030364990234
convnet_L3_F1024_K4x4_W30,0.38108818054199217,2.1457672119140625e-06,0.0011219978332519531
convnet_L3_F256_K4x4_W100,0.2615579319000244,1.430511474609375e-06,0.0006840229034423828
convnet_L3_F256_K4x4_W70,0.13468825817108154,1.6689300537109375e-06,0.0009074211120605469
convnet_L3_F256_K4x4_W80,0.17110882997512816,1.1920928955078125e-06,0.0005929470062255859
convnet_L3_F256_K4x4_W90,0.20592554807662963,9.5367431640625e-07,0.0008931159973144531
convnet_L3_F512_K2x2_W100,0.35485913991928103,1.430511474609375e-06,0.0007002353668212891
convnet_L3_F512_K2x2_W70,0.1958711576461792,1.430511474609375e-06,0.0007350444793701172
convnet_L3_F512_K2x2_W80,0.24704609155654908,1.430511474609375e-06,0.00070953369140625
convnet_L3_F512_K2x2_W90,0.3038893151283264,1.1920928955078125e-06,0.0006856918334960938
convnet_L3_F512_K3x3_W100,0.3714321184158325,1.1920928955078125e-06,0.0006623268127441406
convnet_L3_F512_K3x3_W50,0.10875137090682983,2.86102294921875e-06,0.0014464855194091797
convnet_L3_F512_K3x3_W60,0.13298677444458007,9.5367431640625e-07,0.0006234645843505859
convnet_L3_F512_K3x3_W70,0.18651742935180665,3.337860107421875e-06,0.0012364387512207031
