RAM 1691/3964MB (lfb 81x4MB) SWAP 154/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [5%@403,7%@403,1%@403,2%@403] EMC_FREQ 8%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23C CPU@29.5C PMIC@50C GPU@26C AO@37C thermal@27.5C POM_5V_IN 5515/5515 POM_5V_GPU 3608/3608 POM_5V_CPU 124/124
RAM 1691/3964MB (lfb 81x4MB) SWAP 154/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,12%@102,1%@102,4%@204] EMC_FREQ 12%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23.5C CPU@30C PMIC@50C GPU@26C AO@37.5C thermal@27.75C POM_5V_IN 5714/5614 POM_5V_GPU 3762/3685 POM_5V_CPU 124/124
RAM 1691/3964MB (lfb 81x4MB) SWAP 154/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,11%@102,2%@102,2%@102] EMC_FREQ 15%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23.5C CPU@28.5C PMIC@50C GPU@26C AO@35.5C thermal@27.5C POM_5V_IN 5291/5506 POM_5V_GPU 3087/3485 POM_5V_CPU 125/124
RAM 1691/3964MB (lfb 81x4MB) SWAP 154/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [5%@307,11%@307,5%@307,2%@307] EMC_FREQ 17%@1600 GR3D_FREQ 60%@921 APE 25 PLL@23C CPU@28.5C PMIC@50C GPU@26C AO@36.5C thermal@27.5C POM_5V_IN 4931/5362 POM_5V_GPU 3083/3385 POM_5V_CPU 124/124
RAM 1691/3964MB (lfb 81x4MB) SWAP 154/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,15%@102,0%@102,1%@102] EMC_FREQ 18%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23.5C CPU@29C PMIC@50C GPU@26C AO@37C thermal@27.5C POM_5V_IN 5283/5346 POM_5V_GPU 3364/3380 POM_5V_CPU 124/124
RAM 1691/3964MB (lfb 81x4MB) SWAP 154/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,16%@102,5%@102,2%@102] EMC_FREQ 18%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23.5C CPU@30C PMIC@50C GPU@26.5C AO@37C thermal@27.5C POM_5V_IN 5640/5395 POM_5V_GPU 3566/3411 POM_5V_CPU 124/124
RAM 1691/3964MB (lfb 81x4MB) SWAP 154/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,13%@102,4%@102,5%@102] EMC_FREQ 19%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23.5C CPU@30C PMIC@50C GPU@27C AO@37.5C thermal@27.5C POM_5V_IN 5755/5447 POM_5V_GPU 3685/3450 POM_5V_CPU 124/124
RAM 1691/3964MB (lfb 81x4MB) SWAP 154/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,12%@204,3%@204,3%@204] EMC_FREQ 19%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23.5C CPU@29.5C PMIC@50C GPU@26.5C AO@36.5C thermal@27.5C POM_5V_IN 5640/5471 POM_5V_GPU 3405/3445 POM_5V_CPU 124/124
RAM 1691/3964MB (lfb 81x4MB) SWAP 154/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,13%@204,4%@204,4%@204] EMC_FREQ 20%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23.5C CPU@28.5C PMIC@50C GPU@26.5C AO@35.5C thermal@28.25C POM_5V_IN 4729/5388 POM_5V_GPU 2762/3369 POM_5V_CPU 125/124
RAM 1691/3964MB (lfb 81x4MB) SWAP 154/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,8%@102,3%@102,4%@102] EMC_FREQ 20%@1600 GR3D_FREQ 62%@921 APE 25 PLL@23.5C CPU@29C PMIC@50C GPU@26C AO@36.5C thermal@28C POM_5V_IN 5132/5363 POM_5V_GPU 3124/3344 POM_5V_CPU 124/124
RAM 1691/3964MB (lfb 81x4MB) SWAP 154/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [11%@403,5%@403,3%@307,2%@307] EMC_FREQ 20%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23C CPU@29.5C PMIC@50C GPU@26.5C AO@37.5C thermal@28.5C POM_5V_IN 5524/5377 POM_5V_GPU 3405/3350 POM_5V_CPU 166/128
