RAM 1688/3964MB (lfb 81x4MB) SWAP 31/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [5%@518,10%@518,2%@518,2%@518] EMC_FREQ 11%@1600 GR3D_FREQ 79%@921 APE 25 PLL@25.5C CPU@31.5C PMIC@50C GPU@28.5C AO@39.5C thermal@27C POM_5V_IN 5755/5755 POM_5V_GPU 3514/3514 POM_5V_CPU 206/206
RAM 1688/3964MB (lfb 81x4MB) SWAP 31/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [2%@403,18%@403,2%@403,3%@403] EMC_FREQ 17%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@31.5C PMIC@50C GPU@28.5C AO@39C thermal@30C POM_5V_IN 5399/5577 POM_5V_GPU 3234/3374 POM_5V_CPU 207/206
RAM 1688/3964MB (lfb 81x4MB) SWAP 31/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,21%@102,4%@204,5%@204] EMC_FREQ 20%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@31C PMIC@50C GPU@29C AO@38.5C thermal@29.75C POM_5V_IN 5764/5639 POM_5V_GPU 3354/3367 POM_5V_CPU 165/192
RAM 1688/3964MB (lfb 81x4MB) SWAP 31/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [8%@204,23%@204,4%@204,3%@204] EMC_FREQ 23%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32C PMIC@50C GPU@29C AO@40.5C thermal@30.25C POM_5V_IN 5797/5678 POM_5V_GPU 3596/3424 POM_5V_CPU 165/185
RAM 1688/3964MB (lfb 81x4MB) SWAP 31/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,24%@102,2%@102,3%@204] EMC_FREQ 24%@1600 GR3D_FREQ 67%@921 APE 25 PLL@26C CPU@32C PMIC@50C GPU@29C AO@40C thermal@30.25C POM_5V_IN 5755/5694 POM_5V_GPU 3514/3442 POM_5V_CPU 165/181
RAM 1688/3964MB (lfb 81x4MB) SWAP 31/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,24%@102,2%@102,8%@102] EMC_FREQ 25%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@31C PMIC@50C GPU@28.5C AO@38.5C thermal@30.75C POM_5V_IN 5166/5606 POM_5V_GPU 2953/3360 POM_5V_CPU 166/179
RAM 1688/3964MB (lfb 81x4MB) SWAP 31/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,25%@102,2%@102,7%@102] EMC_FREQ 26%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@32C PMIC@50C GPU@29C AO@40C thermal@30.5C POM_5V_IN 5838/5639 POM_5V_GPU 3638/3400 POM_5V_CPU 165/177
RAM 1688/3964MB (lfb 81x4MB) SWAP 31/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [27%@307,5%@307,5%@307,3%@307] EMC_FREQ 26%@1600 GR3D_FREQ 78%@921 APE 25 PLL@26C CPU@32C PMIC@50C GPU@29C AO@39.5C thermal@30C POM_5V_IN 5482/5619 POM_5V_GPU 3193/3374 POM_5V_CPU 165/175
RAM 1688/3964MB (lfb 81x4MB) SWAP 31/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [23%@102,2%@204,2%@204,4%@204] EMC_FREQ 26%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@32C PMIC@50C GPU@28.5C AO@39.5C thermal@30.25C POM_5V_IN 5797/5639 POM_5V_GPU 3561/3395 POM_5V_CPU 165/174
RAM 1688/3964MB (lfb 81x4MB) SWAP 31/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [29%@204,7%@204,3%@204,3%@204] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32.5C PMIC@50C GPU@28.5C AO@40C thermal@30.5C POM_5V_IN 5714/5646 POM_5V_GPU 3555/3411 POM_5V_CPU 165/173
RAM 1688/3964MB (lfb 81x4MB) SWAP 31/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [25%@307,5%@307,2%@307,1%@307] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@32C PMIC@50C GPU@29C AO@39.5C thermal@30.25C POM_5V_IN 5482/5631 POM_5V_GPU 3276/3398 POM_5V_CPU 165/172
