RAM 1702/3964MB (lfb 110x4MB) SWAP 247/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [12%@204,8%@204,4%@204,1%@204] EMC_FREQ 9%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@31.5C PMIC@50C GPU@28.5C AO@39.5C thermal@29C POM_5V_IN 5935/5935 POM_5V_GPU 3909/3909 POM_5V_CPU 123/123
RAM 1702/3964MB (lfb 110x4MB) SWAP 247/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [13%@204,2%@204,2%@204,1%@204] EMC_FREQ 13%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@32C PMIC@50C GPU@29C AO@40C thermal@30C POM_5V_IN 6049/5992 POM_5V_GPU 4026/3967 POM_5V_CPU 123/123
RAM 1702/3964MB (lfb 110x4MB) SWAP 247/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [11%@204,3%@204,6%@204,1%@204] EMC_FREQ 15%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@30.5C PMIC@50C GPU@29C AO@38.5C thermal@30.25C POM_5V_IN 4874/5619 POM_5V_GPU 2916/3617 POM_5V_CPU 166/137
RAM 1702/3964MB (lfb 110x4MB) SWAP 247/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [13%@102,1%@102,3%@102,0%@102] EMC_FREQ 17%@1600 GR3D_FREQ 98%@921 APE 25 PLL@25C CPU@31.5C PMIC@50C GPU@29C AO@40C thermal@30.25C POM_5V_IN 5622/5620 POM_5V_GPU 3668/3629 POM_5V_CPU 164/144
RAM 1702/3964MB (lfb 110x4MB) SWAP 247/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [12%@204,5%@204,3%@204,2%@204] EMC_FREQ 18%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32C PMIC@50C GPU@29.5C AO@40C thermal@30.5C POM_5V_IN 6008/5697 POM_5V_GPU 3950/3693 POM_5V_CPU 123/139
RAM 1702/3964MB (lfb 110x4MB) SWAP 247/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [14%@204,5%@204,1%@204,1%@204] EMC_FREQ 19%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32C PMIC@50C GPU@29.5C AO@39.5C thermal@30.75C POM_5V_IN 6122/5768 POM_5V_GPU 3909/3729 POM_5V_CPU 123/137
RAM 1702/3964MB (lfb 110x4MB) SWAP 247/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [13%@204,1%@204,6%@204,1%@204] EMC_FREQ 19%@1600 GR3D_FREQ 64%@921 APE 25 PLL@25.5C CPU@31.5C PMIC@50C GPU@28.5C AO@39C thermal@30.75C POM_5V_IN 5108/5674 POM_5V_GPU 3193/3653 POM_5V_CPU 165/141
RAM 1702/3964MB (lfb 110x4MB) SWAP 247/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [13%@102,5%@102,1%@102,2%@102] EMC_FREQ 20%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32C PMIC@50C GPU@29.5C AO@40C thermal@31C POM_5V_IN 5820/5692 POM_5V_GPU 3750/3665 POM_5V_CPU 123/138
RAM 1702/3964MB (lfb 110x4MB) SWAP 247/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [15%@204,4%@204,3%@204,2%@204] EMC_FREQ 20%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32.5C PMIC@50C GPU@29.5C AO@40.5C thermal@30.5C POM_5V_IN 6008/5727 POM_5V_GPU 3909/3692 POM_5V_CPU 123/137
RAM 1702/3964MB (lfb 110x4MB) SWAP 247/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [14%@102,3%@102,5%@102,1%@102] EMC_FREQ 20%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@31.5C PMIC@50C GPU@30C AO@39C thermal@31C POM_5V_IN 5820/5736 POM_5V_GPU 3596/3682 POM_5V_CPU 124/135
RAM 1702/3964MB (lfb 110x4MB) SWAP 247/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [11%@204,5%@204,0%@204,1%@204] EMC_FREQ 20%@1600 GR3D_FREQ 67%@921 APE 25 PLL@25.5C CPU@31.5C PMIC@50C GPU@29C AO@39.5C thermal@31C POM_5V_IN 5266/5693 POM_5V_GPU 3354/3652 POM_5V_CPU 165/138
RAM 1702/3964MB (lfb 110x4MB) SWAP 247/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [9%@102,4%@102,6%@102,2%@102] EMC_FREQ 20%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32.5C PMIC@50C GPU@29.5C AO@40C thermal@30.75C POM_5V_IN 5893/5710 POM_5V_GPU 3868/3670 POM_5V_CPU 164/140
RAM 1702/3964MB (lfb 110x4MB) SWAP 247/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,8%@102,6%@204,1%@204] EMC_FREQ 20%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@33C PMIC@50C GPU@29.5C AO@41C thermal@30.75C POM_5V_IN 6008/5733 POM_5V_GPU 4026/3698 POM_5V_CPU 123/139
RAM 1702/3964MB (lfb 110x4MB) SWAP 247/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,7%@204,11%@204,2%@204] EMC_FREQ 20%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@31.5C PMIC@50C GPU@29C AO@39C thermal@31C POM_5V_IN 4958/5677 POM_5V_GPU 3073/3653 POM_5V_CPU 165/141
RAM 1702/3964MB (lfb 110x4MB) SWAP 247/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [8%@102,7%@102,5%@102,4%@102] EMC_FREQ 20%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32.5C PMIC@50C GPU@29.5C AO@40.5C thermal@31C POM_5V_IN 5861/5690 POM_5V_GPU 3750/3659 POM_5V_CPU 164/142
RAM 1702/3964MB (lfb 110x4MB) SWAP 247/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [8%@102,9%@102,7%@102,1%@102] EMC_FREQ 20%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32.5C PMIC@50C GPU@29.5C AO@40.5C thermal@31C POM_5V_IN 6008/5710 POM_5V_GPU 4026/3682 POM_5V_CPU 123/141
RAM 1702/3964MB (lfb 110x4MB) SWAP 247/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [10%@102,5%@102,9%@102,1%@102] EMC_FREQ 20%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@31C PMIC@50C GPU@29.5C AO@38.5C thermal@30.75C POM_5V_IN 5358/5689 POM_5V_GPU 3073/3646 POM_5V_CPU 166/142
RAM 1702/3964MB (lfb 110x4MB) SWAP 247/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,3%@102,8%@102,1%@102] EMC_FREQ 20%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32.5C PMIC@50C GPU@29.5C AO@40.5C thermal@30.75C POM_5V_IN 5737/5691 POM_5V_GPU 3750/3652 POM_5V_CPU 123/141
RAM 1702/3964MB (lfb 110x4MB) SWAP 247/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,7%@102,6%@102,8%@102] EMC_FREQ 20%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@32.5C PMIC@50C GPU@29.5C AO@40.5C thermal@31.25C POM_5V_IN 6049/5710 POM_5V_GPU 3944/3667 POM_5V_CPU 123/140
