RAM 1642/3964MB (lfb 80x4MB) SWAP 144/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,0%@204,12%@204,2%@204] EMC_FREQ 13%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23C CPU@28C PMIC@50C GPU@26C AO@35.5C thermal@27.25C POM_5V_IN 5640/5640 POM_5V_GPU 3193/3193 POM_5V_CPU 165/165
RAM 1642/3964MB (lfb 80x4MB) SWAP 144/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [7%@204,2%@204,18%@204,5%@204] EMC_FREQ 19%@1600 GR3D_FREQ 74%@921 APE 25 PLL@23.5C CPU@28.5C PMIC@50C GPU@26.5C AO@36.5C thermal@27C POM_5V_IN 5441/5540 POM_5V_GPU 3151/3172 POM_5V_CPU 165/165
RAM 1642/3964MB (lfb 80x4MB) SWAP 144/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,2%@102,17%@102,5%@102] EMC_FREQ 24%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23C CPU@29C PMIC@50C GPU@26C AO@36.5C thermal@27.25C POM_5V_IN 5797/5626 POM_5V_GPU 3436/3260 POM_5V_CPU 124/151
RAM 1642/3964MB (lfb 80x4MB) SWAP 144/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,4%@102,19%@102,4%@102] EMC_FREQ 26%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23.5C CPU@28C PMIC@50C GPU@26.5C AO@35.5C thermal@27.5C POM_5V_IN 5408/5571 POM_5V_GPU 2828/3152 POM_5V_CPU 166/155
RAM 1642/3964MB (lfb 80x4MB) SWAP 144/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [7%@204,3%@204,23%@204,5%@204] EMC_FREQ 28%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23.5C CPU@28.5C PMIC@50C GPU@26.5C AO@35.5C thermal@27.25C POM_5V_IN 5166/5490 POM_5V_GPU 2870/3095 POM_5V_CPU 124/148
RAM 1642/3964MB (lfb 80x4MB) SWAP 144/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,3%@204,18%@204,2%@204] EMC_FREQ 30%@1600 GR3D_FREQ 93%@921 APE 25 PLL@23C CPU@29C PMIC@50C GPU@26.5C AO@36.5C thermal@27.25C POM_5V_IN 5399/5475 POM_5V_GPU 3156/3105 POM_5V_CPU 165/151
RAM 1642/3964MB (lfb 80x4MB) SWAP 144/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [7%@204,2%@204,2%@204,19%@204] EMC_FREQ 30%@1600 GR3D_FREQ 84%@921 APE 25 PLL@23.5C CPU@30C PMIC@50C GPU@26C AO@37C thermal@27.75C POM_5V_IN 5797/5521 POM_5V_GPU 3514/3164 POM_5V_CPU 165/153
RAM 1642/3964MB (lfb 80x4MB) SWAP 144/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,4%@204,3%@204,18%@204] EMC_FREQ 31%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23C CPU@29.5C PMIC@50C GPU@26C AO@36C thermal@28C POM_5V_IN 5640/5536 POM_5V_GPU 3151/3162 POM_5V_CPU 166/155
RAM 1642/3964MB (lfb 80x4MB) SWAP 144/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,6%@102,2%@102,22%@204] EMC_FREQ 31%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23.5C CPU@28.5C PMIC@50C GPU@26.5C AO@36C thermal@27.25C POM_5V_IN 5208/5499 POM_5V_GPU 2870/3129 POM_5V_CPU 124/151
RAM 1642/3964MB (lfb 80x4MB) SWAP 144/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,3%@102,4%@102,19%@102] EMC_FREQ 32%@1600 GR3D_FREQ 95%@921 APE 25 PLL@23C CPU@29C PMIC@50C GPU@26C AO@37C thermal@27.75C POM_5V_IN 5598/5509 POM_5V_GPU 3395/3156 POM_5V_CPU 165/152
RAM 1642/3964MB (lfb 80x4MB) SWAP 144/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,1%@102,4%@102,20%@102] EMC_FREQ 32%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23.5C CPU@29C PMIC@50C GPU@26.5C AO@36C thermal@27.75C POM_5V_IN 5640/5521 POM_5V_GPU 3193/3159 POM_5V_CPU 124/150
