RAM 1791/3964MB (lfb 71x4MB) SWAP 22/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [2%@307,7%@307,0%@307,1%@307] EMC_FREQ 12%@1600 GR3D_FREQ 74%@921 APE 25 PLL@24C CPU@29.5C PMIC@50C GPU@27C AO@37C thermal@29C POM_5V_IN 4806/4806 POM_5V_GPU 2837/2837 POM_5V_CPU 124/124
RAM 1791/3964MB (lfb 71x4MB) SWAP 22/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,8%@102,2%@102,0%@102] EMC_FREQ 17%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@29.5C PMIC@50C GPU@27.5C AO@36.5C thermal@28.25C POM_5V_IN 5374/5090 POM_5V_GPU 3041/2939 POM_5V_CPU 125/124
RAM 1791/3964MB (lfb 71x4MB) SWAP 22/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,11%@204,3%@204,3%@204] EMC_FREQ 21%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24C CPU@30.5C PMIC@50C GPU@28C AO@38.5C thermal@29C POM_5V_IN 6378/5519 POM_5V_GPU 4115/3331 POM_5V_CPU 123/124
RAM 1791/3964MB (lfb 71x4MB) SWAP 22/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,9%@102,3%@102,2%@102] EMC_FREQ 23%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@31C PMIC@50C GPU@28C AO@39C thermal@28.5C POM_5V_IN 6296/5713 POM_5V_GPU 4108/3525 POM_5V_CPU 123/123
RAM 1791/3964MB (lfb 71x4MB) SWAP 22/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,8%@102,3%@102,3%@102] EMC_FREQ 24%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24C CPU@31C PMIC@50C GPU@27.5C AO@39C thermal@29.25C POM_5V_IN 6223/5815 POM_5V_GPU 3909/3602 POM_5V_CPU 164/131
RAM 1791/3964MB (lfb 71x4MB) SWAP 22/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,10%@102,4%@102,1%@102] EMC_FREQ 25%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24C CPU@30.5C PMIC@50C GPU@28C AO@39C thermal@29.5C POM_5V_IN 5870/5824 POM_5V_GPU 3797/3634 POM_5V_CPU 123/130
RAM 1792/3964MB (lfb 71x4MB) SWAP 22/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [6%@403,10%@403,6%@403,4%@403] EMC_FREQ 26%@1600 GR3D_FREQ 88%@921 APE 25 PLL@24.5C CPU@30.5C PMIC@50C GPU@27C AO@38.5C thermal@29.5C POM_5V_IN 5524/5781 POM_5V_GPU 3234/3577 POM_5V_CPU 207/141
RAM 1792/3964MB (lfb 71x4MB) SWAP 22/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,10%@204,1%@204,0%@204] EMC_FREQ 26%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@29.5C PMIC@50C GPU@27.5C AO@37C thermal@29C POM_5V_IN 4855/5665 POM_5V_GPU 2674/3464 POM_5V_CPU 125/139
RAM 1792/3964MB (lfb 71x4MB) SWAP 22/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [3%@204,7%@204,1%@204,1%@204] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24C CPU@30.5C PMIC@50C GPU@28C AO@37.5C thermal@29.75C POM_5V_IN 5838/5684 POM_5V_GPU 3483/3466 POM_5V_CPU 124/137
RAM 1792/3964MB (lfb 71x4MB) SWAP 22/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,13%@102,3%@102,1%@102] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@31.5C PMIC@50C GPU@28C AO@39.5C thermal@29C POM_5V_IN 6264/5742 POM_5V_GPU 4074/3527 POM_5V_CPU 123/136
RAM 1792/3964MB (lfb 71x4MB) SWAP 22/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,8%@204,6%@204,4%@204] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24C CPU@31.5C PMIC@50C GPU@28C AO@39.5C thermal@29.75C POM_5V_IN 6264/5790 POM_5V_GPU 4032/3573 POM_5V_CPU 123/134
RAM 1792/3964MB (lfb 71x4MB) SWAP 22/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [3%@204,10%@204,2%@204,2%@204] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@31.5C PMIC@50C GPU@28C AO@39C thermal@28.75C POM_5V_IN 6026/5809 POM_5V_GPU 3839/3595 POM_5V_CPU 123/133
RAM 1792/3964MB (lfb 71x4MB) SWAP 22/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,10%@102,3%@102,3%@102] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@30C PMIC@50C GPU@27.5C AO@38.5C thermal@29.5C POM_5V_IN 5598/5793 POM_5V_GPU 3436/3583 POM_5V_CPU 165/136
RAM 1792/3964MB (lfb 71x4MB) SWAP 22/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,8%@204,4%@204,5%@204] EMC_FREQ 27%@1600 GR3D_FREQ 85%@921 APE 25 PLL@24C CPU@30C PMIC@50C GPU@27.5C AO@37.5C thermal@29.75C POM_5V_IN 4687/5714 POM_5V_GPU 2754/3523 POM_5V_CPU 125/135
RAM 1792/3964MB (lfb 71x4MB) SWAP 22/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,5%@102,4%@102,2%@102] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@30.5C PMIC@50C GPU@28C AO@37C thermal@29.25C POM_5V_IN 5565/5704 POM_5V_GPU 3203/3502 POM_5V_CPU 124/134
RAM 1792/3964MB (lfb 71x4MB) SWAP 22/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,9%@102,1%@102,4%@102] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@31C PMIC@50C GPU@28.5C AO@38.5C thermal@29.75C POM_5V_IN 6419/5749 POM_5V_GPU 3997/3533 POM_5V_CPU 123/134
RAM 1792/3964MB (lfb 71x4MB) SWAP 22/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,6%@102,3%@102,5%@102] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@31.5C PMIC@50C GPU@28C AO@39.5C thermal@29C POM_5V_IN 6296/5781 POM_5V_GPU 4108/3567 POM_5V_CPU 123/133
RAM 1792/3964MB (lfb 71x4MB) SWAP 22/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [8%@102,6%@102,5%@102,7%@102] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@31.5C PMIC@50C GPU@28C AO@40C thermal@29C POM_5V_IN 6150/5801 POM_5V_GPU 3950/3588 POM_5V_CPU 123/132
RAM 1792/3964MB (lfb 71x4MB) SWAP 22/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [4%@307,6%@307,5%@307,5%@307] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@31C PMIC@50C GPU@28.5C AO@39.5C thermal@29.75C POM_5V_IN 5829/5803 POM_5V_GPU 3756/3597 POM_5V_CPU 123/132
RAM 1792/3964MB (lfb 71x4MB) SWAP 22/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,4%@204,3%@204,6%@204] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@30.5C PMIC@50C GPU@27.5C AO@39C thermal@28.5C POM_5V_IN 5399/5783 POM_5V_GPU 3359/3585 POM_5V_CPU 165/133
RAM 1792/3964MB (lfb 71x4MB) SWAP 22/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [7%@204,7%@204,3%@204,7%@204] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@29.5C PMIC@50C GPU@28C AO@37C thermal@29.75C POM_5V_IN 4611/5727 POM_5V_GPU 2553/3536 POM_5V_CPU 125/133
RAM 1792/3964MB (lfb 71x4MB) SWAP 22/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,7%@102,3%@102,5%@102] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@30C PMIC@50C GPU@28.5C AO@37.5C thermal@29.5C POM_5V_IN 5607/5721 POM_5V_GPU 3281/3524 POM_5V_CPU 124/133
RAM 1792/3964MB (lfb 71x4MB) SWAP 22/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,10%@102,6%@102,0%@102] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@31.5C PMIC@50C GPU@28C AO@39C thermal@29.75C POM_5V_IN 6378/5750 POM_5V_GPU 4156/3552 POM_5V_CPU 123/132
RAM 1792/3964MB (lfb 71x4MB) SWAP 22/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,6%@102,4%@102,2%@102] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@31.5C PMIC@50C GPU@28C AO@40C thermal@30C POM_5V_IN 6182/5768 POM_5V_GPU 4074/3573 POM_5V_CPU 123/132
RAM 1792/3964MB (lfb 71x4MB) SWAP 22/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [10%@204,11%@204,3%@204,4%@204] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@31.5C PMIC@50C GPU@28.5C AO@40C thermal@29.5C POM_5V_IN 6532/5798 POM_5V_GPU 3938/3588 POM_5V_CPU 123/131
RAM 1792/3964MB (lfb 71x4MB) SWAP 22/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [14%@307,10%@307,3%@307,3%@307] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@31.5C PMIC@50C GPU@28.5C AO@39.5C thermal@30C POM_5V_IN 6306/5818 POM_5V_GPU 3662/3591 POM_5V_CPU 164/133
RAM 1792/3964MB (lfb 71x4MB) SWAP 22/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [12%@204,7%@204,5%@204,4%@204] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@31.5C PMIC@50C GPU@28.5C AO@39C thermal@29.25C POM_5V_IN 6758/5853 POM_5V_GPU 4171/3612 POM_5V_CPU 123/132
RAM 1792/3964MB (lfb 71x4MB) SWAP 22/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [16%@204,10%@204,4%@204,4%@204] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@32C PMIC@50C GPU@28.5C AO@40C thermal@29.75C POM_5V_IN 6604/5879 POM_5V_GPU 4055/3628 POM_5V_CPU 122/132
RAM 1792/3964MB (lfb 71x4MB) SWAP 22/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [11%@204,5%@204,2%@204,12%@204] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@31.5C PMIC@50C GPU@28.5C AO@39.5C thermal@30C POM_5V_IN 6532/5902 POM_5V_GPU 3938/3639 POM_5V_CPU 164/133
RAM 1792/3964MB (lfb 71x4MB) SWAP 22/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [16%@204,5%@102,5%@102,8%@102] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@31.5C PMIC@50C GPU@28.5C AO@39.5C thermal@29.5C POM_5V_IN 6182/5911 POM_5V_GPU 3662/3639 POM_5V_CPU 164/134
RAM 1792/3964MB (lfb 71x4MB) SWAP 22/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [9%@204,13%@204,7%@204,2%@204] EMC_FREQ 27%@1600 GR3D_FREQ 64%@921 APE 25 PLL@25C CPU@31C PMIC@50C GPU@28C AO@38.5C thermal@29.5C POM_5V_IN 5598/5901 POM_5V_GPU 3188/3625 POM_5V_CPU 124/134
RAM 1792/3964MB (lfb 71x4MB) SWAP 22/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [10%@102,13%@204,8%@204,1%@204] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@30C PMIC@50C GPU@28C AO@37.5C thermal@30.25C POM_5V_IN 5408/5886 POM_5V_GPU 2745/3597 POM_5V_CPU 166/135
RAM 1792/3964MB (lfb 71x4MB) SWAP 22/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [8%@204,16%@204,6%@204,3%@204] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@30.5C PMIC@50C GPU@29C AO@38.5C thermal@29.25C POM_5V_IN 6077/5892 POM_5V_GPU 3596/3597 POM_5V_CPU 124/134
RAM 1792/3964MB (lfb 71x4MB) SWAP 22/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [8%@102,7%@102,7%@102,2%@204] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@31.5C PMIC@50C GPU@29C AO@40.5C thermal@30C POM_5V_IN 6264/5902 POM_5V_GPU 4067/3611 POM_5V_CPU 123/134
RAM 1792/3964MB (lfb 71x4MB) SWAP 22/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [10%@204,5%@204,4%@204,0%@204] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32C PMIC@50C GPU@28.5C AO@39.5C thermal@29.25C POM_5V_IN 6306/5914 POM_5V_GPU 4032/3623 POM_5V_CPU 123/134
RAM 1792/3964MB (lfb 71x4MB) SWAP 22/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,5%@102,4%@102,1%@102] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@31.5C PMIC@50C GPU@28.5C AO@40C thermal@30.25C POM_5V_IN 6141/5920 POM_5V_GPU 3956/3632 POM_5V_CPU 164/134
RAM 1792/3964MB (lfb 71x4MB) SWAP 22/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,8%@102,2%@102,7%@102] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@31C PMIC@50C GPU@28.5C AO@39.5C thermal@29.25C POM_5V_IN 5870/5919 POM_5V_GPU 3638/3632 POM_5V_CPU 124/134
RAM 1792/3964MB (lfb 71x4MB) SWAP 22/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,6%@204,7%@204,4%@204] EMC_FREQ 27%@1600 GR3D_FREQ 63%@921 APE 25 PLL@25.5C CPU@31C PMIC@50C GPU@28C AO@39C thermal@30C POM_5V_IN 5241/5901 POM_5V_GPU 3239/3622 POM_5V_CPU 124/134
RAM 1792/3964MB (lfb 71x4MB) SWAP 22/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,9%@204,1%@204,3%@204] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@30C PMIC@50C GPU@28.5C AO@37C thermal@30.25C POM_5V_IN 5056/5879 POM_5V_GPU 2800/3601 POM_5V_CPU 125/134
RAM 1792/3964MB (lfb 71x4MB) SWAP 22/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [8%@102,2%@102,3%@102,1%@102] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@31C PMIC@50C GPU@28.5C AO@38.5C thermal@29.75C POM_5V_IN 5962/5881 POM_5V_GPU 3519/3599 POM_5V_CPU 124/133
RAM 1792/3964MB (lfb 71x4MB) SWAP 22/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [9%@102,2%@102,4%@102,0%@102] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32C PMIC@50C GPU@28.5C AO@40C thermal@30.25C POM_5V_IN 6264/5891 POM_5V_GPU 4074/3610 POM_5V_CPU 123/133
