RAM 1725/3964MB (lfb 55x4MB) SWAP 143/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,1%@204,9%@204,1%@204] EMC_FREQ 12%@1600 GR3D_FREQ 69%@921 APE 25 PLL@24.5C CPU@29C PMIC@50C GPU@26.5C AO@36C thermal@28.25C POM_5V_IN 4764/4764 POM_5V_GPU 2754/2754 POM_5V_CPU 124/124
RAM 1725/3964MB (lfb 55x4MB) SWAP 143/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [3%@307,0%@307,9%@307,3%@307] EMC_FREQ 17%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24C CPU@29.5C PMIC@50C GPU@27C AO@36.5C thermal@28.5C POM_5V_IN 4771/4767 POM_5V_GPU 2795/2774 POM_5V_CPU 166/145
RAM 1725/3964MB (lfb 55x4MB) SWAP 143/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,2%@204,10%@204,2%@204] EMC_FREQ 21%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@29C PMIC@50C GPU@27.5C AO@36C thermal@28C POM_5V_IN 4687/4740 POM_5V_GPU 2670/2739 POM_5V_CPU 125/138
RAM 1725/3964MB (lfb 55x4MB) SWAP 143/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,2%@204,10%@204,4%@204] EMC_FREQ 23%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@29C PMIC@50C GPU@27.5C AO@36.5C thermal@28.5C POM_5V_IN 4973/4798 POM_5V_GPU 2754/2743 POM_5V_CPU 125/135
RAM 1725/3964MB (lfb 55x4MB) SWAP 143/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,2%@102,8%@204,2%@204] EMC_FREQ 25%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@29C PMIC@50C GPU@26.5C AO@35.5C thermal@29C POM_5V_IN 5090/4857 POM_5V_GPU 2795/2753 POM_5V_CPU 166/141
RAM 1725/3964MB (lfb 55x4MB) SWAP 143/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,2%@204,11%@204,5%@204] EMC_FREQ 26%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@29C PMIC@50C GPU@27C AO@36.5C thermal@29C POM_5V_IN 4973/4876 POM_5V_GPU 2795/2760 POM_5V_CPU 125/138
RAM 1725/3964MB (lfb 55x4MB) SWAP 143/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,1%@102,4%@102,6%@102] EMC_FREQ 26%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@29.5C PMIC@50C GPU@26.5C AO@36.5C thermal@29C POM_5V_IN 4847/4872 POM_5V_GPU 2754/2759 POM_5V_CPU 124/136
RAM 1725/3964MB (lfb 55x4MB) SWAP 143/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,1%@102,4%@102,6%@204] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@29C PMIC@50C GPU@27C AO@36.5C thermal@28C POM_5V_IN 4806/4863 POM_5V_GPU 2716/2754 POM_5V_CPU 125/135
RAM 1725/3964MB (lfb 55x4MB) SWAP 143/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,5%@204,6%@204,4%@204] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@29C PMIC@50C GPU@26.5C AO@37C thermal@28C POM_5V_IN 4764/4852 POM_5V_GPU 2716/2749 POM_5V_CPU 166/138
RAM 1725/3964MB (lfb 55x4MB) SWAP 143/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,7%@102,2%@204,4%@204] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@29.5C PMIC@50C GPU@27C AO@36.5C thermal@29C POM_5V_IN 4764/4843 POM_5V_GPU 2712/2746 POM_5V_CPU 125/137
RAM 1725/3964MB (lfb 55x4MB) SWAP 143/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,6%@102,1%@102,3%@102] EMC_FREQ 28%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@29.5C PMIC@50C GPU@27C AO@36.5C thermal@29.5C POM_5V_IN 4729/4833 POM_5V_GPU 2674/2739 POM_5V_CPU 125/136
RAM 1725/3964MB (lfb 55x4MB) SWAP 143/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,4%@102,6%@102,5%@204] EMC_FREQ 28%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@29C PMIC@50C GPU@27C AO@37C thermal@29C POM_5V_IN 4771/4828 POM_5V_GPU 2754/2740 POM_5V_CPU 124/135
RAM 1725/3964MB (lfb 55x4MB) SWAP 143/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,7%@102,2%@102,4%@102] EMC_FREQ 28%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@29.5C PMIC@50C GPU@27.5C AO@36.5C thermal@28.75C POM_5V_IN 4889/4832 POM_5V_GPU 2712/2738 POM_5V_CPU 125/134
RAM 1725/3964MB (lfb 55x4MB) SWAP 143/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,8%@204,2%@204,2%@204] EMC_FREQ 28%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@29C PMIC@50C GPU@27C AO@37C thermal@28.5C POM_5V_IN 4729/4825 POM_5V_GPU 2674/2733 POM_5V_CPU 125/133
RAM 1725/3964MB (lfb 55x4MB) SWAP 143/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,10%@102,4%@102,4%@102] EMC_FREQ 28%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@29.5C PMIC@50C GPU@27C AO@36.5C thermal@29.25C POM_5V_IN 5049/4840 POM_5V_GPU 2712/2732 POM_5V_CPU 166/135
RAM 1725/3964MB (lfb 55x4MB) SWAP 143/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,12%@102,3%@102,0%@102] EMC_FREQ 28%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@29.5C PMIC@50C GPU@27.5C AO@36.5C thermal@29.5C POM_5V_IN 5174/4861 POM_5V_GPU 2837/2739 POM_5V_CPU 125/135
RAM 1725/3964MB (lfb 55x4MB) SWAP 143/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,9%@102,3%@102,2%@102] EMC_FREQ 28%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@29C PMIC@50C GPU@27.5C AO@36.5C thermal@29.5C POM_5V_IN 5249/4884 POM_5V_GPU 2916/2749 POM_5V_CPU 125/134
RAM 1725/3964MB (lfb 55x4MB) SWAP 143/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,10%@102,1%@102,1%@102] EMC_FREQ 28%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@30C PMIC@50C GPU@28C AO@36.5C thermal@28.75C POM_5V_IN 5249/4904 POM_5V_GPU 2958/2761 POM_5V_CPU 125/133
RAM 1725/3964MB (lfb 55x4MB) SWAP 143/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,7%@102,3%@204,1%@204] EMC_FREQ 28%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@29.5C PMIC@50C GPU@27.5C AO@36.5C thermal@28.5C POM_5V_IN 5124/4915 POM_5V_GPU 2837/2765 POM_5V_CPU 125/133
RAM 1725/3964MB (lfb 55x4MB) SWAP 143/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [3%@204,8%@204,2%@204,3%@204] EMC_FREQ 28%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@30C PMIC@50C GPU@27.5C AO@36.5C thermal@29.5C POM_5V_IN 5249/4932 POM_5V_GPU 2916/2772 POM_5V_CPU 166/135
RAM 1725/3964MB (lfb 55x4MB) SWAP 143/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,13%@204,5%@204,4%@204] EMC_FREQ 28%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@30C PMIC@50C GPU@27.5C AO@36.5C thermal@29.75C POM_5V_IN 5208/4945 POM_5V_GPU 2916/2779 POM_5V_CPU 125/134
RAM 1725/3964MB (lfb 55x4MB) SWAP 143/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [12%@204,4%@204,2%@204,2%@204] EMC_FREQ 28%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@29.5C PMIC@50C GPU@28C AO@36.5C thermal@29C POM_5V_IN 5249/4959 POM_5V_GPU 2879/2783 POM_5V_CPU 125/134
RAM 1725/3964MB (lfb 55x4MB) SWAP 143/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [10%@102,4%@102,6%@102,2%@102] EMC_FREQ 28%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@30C PMIC@50C GPU@28C AO@37C thermal@28C POM_5V_IN 5291/4973 POM_5V_GPU 2916/2789 POM_5V_CPU 125/133
RAM 1725/3964MB (lfb 55x4MB) SWAP 143/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [8%@102,4%@102,4%@102,2%@102] EMC_FREQ 28%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@29.5C PMIC@50C GPU@27.5C AO@37C thermal@28.75C POM_5V_IN 5090/4978 POM_5V_GPU 2754/2788 POM_5V_CPU 125/133
RAM 1725/3964MB (lfb 55x4MB) SWAP 143/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [9%@102,3%@102,3%@204,1%@204] EMC_FREQ 28%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@29.5C PMIC@50C GPU@28C AO@37.5C thermal@29.75C POM_5V_IN 5056/4981 POM_5V_GPU 2716/2785 POM_5V_CPU 125/133
RAM 1725/3964MB (lfb 55x4MB) SWAP 143/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [10%@204,10%@204,3%@204,3%@204] EMC_FREQ 28%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@29.5C PMIC@50C GPU@27.5C AO@37.5C thermal@29.75C POM_5V_IN 5166/4988 POM_5V_GPU 2704/2782 POM_5V_CPU 165/134
