RAM 1753/3964MB (lfb 109x4MB) SWAP 213/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [7%@403,2%@403,7%@403,1%@403] EMC_FREQ 9%@1600 GR3D_FREQ 64%@921 APE 25 PLL@24.5C CPU@29.5C PMIC@50C GPU@26.5C AO@38C thermal@28.75C POM_5V_IN 5241/5241 POM_5V_GPU 3068/3068 POM_5V_CPU 165/165
RAM 1753/3964MB (lfb 109x4MB) SWAP 213/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [11%@307,4%@307,11%@307,6%@307] EMC_FREQ 13%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@31C PMIC@50C GPU@27.5C AO@38.5C thermal@28.5C POM_5V_IN 6223/5732 POM_5V_GPU 3697/3382 POM_5V_CPU 246/205
RAM 1753/3964MB (lfb 109x4MB) SWAP 213/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [10%@102,7%@102,10%@204,3%@204] EMC_FREQ 16%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@30.5C PMIC@50C GPU@27.5C AO@39C thermal@28C POM_5V_IN 6068/5844 POM_5V_GPU 3785/3516 POM_5V_CPU 123/178
RAM 1753/3964MB (lfb 109x4MB) SWAP 213/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [8%@102,6%@102,11%@102,5%@204] EMC_FREQ 17%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24C CPU@31.5C PMIC@50C GPU@27.5C AO@39C thermal@28.25C POM_5V_IN 6223/5938 POM_5V_GPU 3944/3623 POM_5V_CPU 123/164
RAM 1753/3964MB (lfb 109x4MB) SWAP 213/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,6%@102,9%@102,2%@102] EMC_FREQ 19%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24C CPU@29.5C PMIC@50C GPU@27.5C AO@36.5C thermal@29.25C POM_5V_IN 5648/5880 POM_5V_GPU 2990/3496 POM_5V_CPU 124/156
RAM 1753/3964MB (lfb 109x4MB) SWAP 213/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,5%@204,9%@204,3%@204] EMC_FREQ 19%@1600 GR3D_FREQ 64%@921 APE 25 PLL@24.5C CPU@30C PMIC@50C GPU@27.5C AO@37.5C thermal@29.25C POM_5V_IN 5090/5748 POM_5V_GPU 2828/3385 POM_5V_CPU 124/150
RAM 1753/3964MB (lfb 109x4MB) SWAP 213/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,4%@204,8%@204,2%@204] EMC_FREQ 20%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@31C PMIC@50C GPU@27.5C AO@38.5C thermal@29.25C POM_5V_IN 5755/5749 POM_5V_GPU 3467/3397 POM_5V_CPU 165/152
RAM 1753/3964MB (lfb 109x4MB) SWAP 213/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,4%@102,10%@102,3%@204] EMC_FREQ 20%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@31C PMIC@50C GPU@28C AO@39C thermal@29.25C POM_5V_IN 6068/5789 POM_5V_GPU 3785/3445 POM_5V_CPU 123/149
RAM 1753/3964MB (lfb 109x4MB) SWAP 213/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [8%@102,2%@204,14%@204,1%@204] EMC_FREQ 20%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@31.5C PMIC@50C GPU@28C AO@39.5C thermal@28.75C POM_5V_IN 6409/5858 POM_5V_GPU 4020/3509 POM_5V_CPU 123/146
RAM 1753/3964MB (lfb 109x4MB) SWAP 213/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [9%@204,2%@204,4%@204,3%@204] EMC_FREQ 21%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@30C PMIC@50C GPU@27.5C AO@36.5C thermal@28.5C POM_5V_IN 5291/5801 POM_5V_GPU 3041/3462 POM_5V_CPU 125/144
RAM 1753/3964MB (lfb 109x4MB) SWAP 213/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [9%@204,3%@204,2%@204,0%@204] EMC_FREQ 21%@1600 GR3D_FREQ 77%@921 APE 25 PLL@24.5C CPU@29.5C PMIC@50C GPU@27.5C AO@37C thermal@28.75C POM_5V_IN 4569/5689 POM_5V_GPU 2640/3387 POM_5V_CPU 125/142
