RAM 1682/3964MB (lfb 77x4MB) SWAP 195/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [9%@307,1%@307,2%@307,2%@307] EMC_FREQ 12%@1600 GR3D_FREQ 81%@921 APE 25 PLL@26.5C CPU@32.5C PMIC@50C GPU@29.5C AO@39.5C thermal@29.75C POM_5V_IN 5507/5507 POM_5V_GPU 3307/3307 POM_5V_CPU 165/165
RAM 1682/3964MB (lfb 77x4MB) SWAP 195/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [13%@102,0%@102,2%@102,1%@102] EMC_FREQ 18%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@33C PMIC@50C GPU@30C AO@40.5C thermal@31.25C POM_5V_IN 5903/5705 POM_5V_GPU 3673/3490 POM_5V_CPU 123/144
RAM 1682/3964MB (lfb 77x4MB) SWAP 195/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [13%@204,2%@204,2%@204,1%@204] EMC_FREQ 21%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@33C PMIC@50C GPU@30C AO@41.5C thermal@31.5C POM_5V_IN 6099/5836 POM_5V_GPU 3868/3616 POM_5V_CPU 164/150
RAM 1682/3964MB (lfb 77x4MB) SWAP 195/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,9%@102,3%@102,7%@102] EMC_FREQ 24%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@33.5C PMIC@50C GPU@30C AO@41C thermal@31.75C POM_5V_IN 6255/5941 POM_5V_GPU 3991/3709 POM_5V_CPU 123/143
RAM 1682/3964MB (lfb 77x4MB) SWAP 195/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,6%@204,5%@204,6%@204] EMC_FREQ 25%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@32C PMIC@50C GPU@30C AO@39C thermal@31.5C POM_5V_IN 5903/5933 POM_5V_GPU 3343/3636 POM_5V_CPU 124/139
RAM 1683/3964MB (lfb 77x4MB) SWAP 195/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [10%@204,6%@204,3%@204,8%@204] EMC_FREQ 26%@1600 GR3D_FREQ 78%@921 APE 25 PLL@27C CPU@32C PMIC@50C GPU@30C AO@38.5C thermal@31.5C POM_5V_IN 5158/5804 POM_5V_GPU 2870/3508 POM_5V_CPU 166/144
RAM 1682/3964MB (lfb 77x4MB) SWAP 195/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [7%@204,4%@204,5%@204,10%@204] EMC_FREQ 27%@1600 GR3D_FREQ 63%@921 APE 25 PLL@27C CPU@33.5C PMIC@50C GPU@30C AO@40.5C thermal@31.75C POM_5V_IN 5788/5801 POM_5V_GPU 3508/3508 POM_5V_CPU 165/147
RAM 1682/3964MB (lfb 77x4MB) SWAP 195/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,5%@102,9%@102,5%@102] EMC_FREQ 28%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@34C PMIC@50C GPU@30C AO@41.5C thermal@31.5C POM_5V_IN 6058/5833 POM_5V_GPU 3791/3543 POM_5V_CPU 123/144
RAM 1682/3964MB (lfb 77x4MB) SWAP 195/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [7%@204,4%@204,4%@204,4%@204] EMC_FREQ 28%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@34C PMIC@50C GPU@30.5C AO@41.5C thermal@31.5C POM_5V_IN 6141/5868 POM_5V_GPU 3909/3584 POM_5V_CPU 123/141
RAM 1682/3964MB (lfb 77x4MB) SWAP 195/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,4%@204,4%@204,6%@204] EMC_FREQ 28%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@34C PMIC@50C GPU@30C AO@40.5C thermal@31.5C POM_5V_IN 6213/5902 POM_5V_GPU 3827/3608 POM_5V_CPU 123/139
RAM 1682/3964MB (lfb 77x4MB) SWAP 195/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [13%@307,4%@307,4%@307,3%@307] EMC_FREQ 29%@1600 GR3D_FREQ 68%@921 APE 25 PLL@27C CPU@32C PMIC@50C GPU@30.5C AO@40.5C thermal@31.5C POM_5V_IN 5820/5895 POM_5V_GPU 3173/3569 POM_5V_CPU 164/142
RAM 1682/3964MB (lfb 77x4MB) SWAP 195/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [11%@102,17%@102,13%@204,5%@204] EMC_FREQ 29%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@33.5C PMIC@50C GPU@30C AO@41.5C thermal@31.25C POM_5V_IN 6213/5921 POM_5V_GPU 3569/3569 POM_5V_CPU 164/143
RAM 1682/3964MB (lfb 77x4MB) SWAP 195/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [16%@204,11%@204,16%@204,3%@204] EMC_FREQ 29%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@33.5C PMIC@50C GPU@30.5C AO@41.5C thermal@31.75C POM_5V_IN 6481/5964 POM_5V_GPU 3768/3584 POM_5V_CPU 163/145
RAM 1682/3964MB (lfb 77x4MB) SWAP 195/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [16%@204,13%@204,8%@204,2%@204] EMC_FREQ 29%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@33.5C PMIC@50C GPU@30.5C AO@41.5C thermal@31.75C POM_5V_IN 6172/5979 POM_5V_GPU 3909/3607 POM_5V_CPU 123/143
RAM 1682/3964MB (lfb 77x4MB) SWAP 195/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [11%@102,4%@102,4%@102,4%@102] EMC_FREQ 29%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@33.5C PMIC@50C GPU@30.5C AO@40C thermal@32C POM_5V_IN 6099/5987 POM_5V_GPU 3627/3608 POM_5V_CPU 123/142
