RAM 1626/3964MB (lfb 68x4MB) SWAP 171/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [3%@403,16%@403,2%@403,4%@403] EMC_FREQ 12%@1600 GR3D_FREQ 80%@921 APE 25 PLL@24.5C CPU@29.5C PMIC@50C GPU@27.5C AO@37C thermal@28.5C POM_5V_IN 5283/5283 POM_5V_GPU 2990/2990 POM_5V_CPU 207/207
RAM 1626/3964MB (lfb 68x4MB) SWAP 171/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,20%@204,5%@204,0%@204] EMC_FREQ 19%@1600 GR3D_FREQ 82%@921 APE 25 PLL@24C CPU@30C PMIC@50C GPU@27C AO@37C thermal@28.75C POM_5V_IN 5515/5399 POM_5V_GPU 2949/2969 POM_5V_CPU 207/207
RAM 1626/3964MB (lfb 68x4MB) SWAP 171/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [9%@1479,28%@1479,2%@1479,6%@1479] EMC_FREQ 23%@1600 GR3D_FREQ 95%@921 APE 25 PLL@24C CPU@31.5C PMIC@50C GPU@27.5C AO@37.5C thermal@28.25C POM_5V_IN 5912/5570 POM_5V_GPU 3137/3025 POM_5V_CPU 577/330
RAM 1626/3964MB (lfb 68x4MB) SWAP 171/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,24%@204,4%@204,3%@204] EMC_FREQ 26%@1600 GR3D_FREQ 64%@921 APE 25 PLL@24.5C CPU@30C PMIC@50C GPU@27.5C AO@36.5C thermal@28.5C POM_5V_IN 5366/5519 POM_5V_GPU 2953/3007 POM_5V_CPU 166/289
RAM 1626/3964MB (lfb 68x4MB) SWAP 171/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [6%@307,26%@307,4%@307,5%@307] EMC_FREQ 27%@1600 GR3D_FREQ 75%@921 APE 25 PLL@24.5C CPU@30C PMIC@50C GPU@27C AO@37.5C thermal@28.75C POM_5V_IN 5283/5471 POM_5V_GPU 3032/3012 POM_5V_CPU 207/272
RAM 1626/3964MB (lfb 68x4MB) SWAP 171/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [6%@403,28%@403,3%@403,1%@403] EMC_FREQ 28%@1600 GR3D_FREQ 79%@921 APE 25 PLL@24.5C CPU@30C PMIC@50C GPU@27C AO@37C thermal@28.5C POM_5V_IN 4965/5387 POM_5V_GPU 2708/2961 POM_5V_CPU 208/262
RAM 1626/3964MB (lfb 68x4MB) SWAP 171/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [8%@204,28%@204,4%@204,2%@204] EMC_FREQ 29%@1600 GR3D_FREQ 67%@921 APE 25 PLL@24.5C CPU@30C PMIC@50C GPU@27.5C AO@36.5C thermal@28.5C POM_5V_IN 5366/5384 POM_5V_GPU 2953/2960 POM_5V_CPU 166/248
RAM 1626/3964MB (lfb 68x4MB) SWAP 171/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [26%@204,4%@204,5%@204,3%@102] EMC_FREQ 29%@1600 GR3D_FREQ 69%@921 APE 25 PLL@24.5C CPU@30C PMIC@50C GPU@27C AO@37C thermal@28.5C POM_5V_IN 5399/5386 POM_5V_GPU 2912/2954 POM_5V_CPU 166/238
RAM 1626/3964MB (lfb 68x4MB) SWAP 171/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [28%@204,4%@204,5%@204,1%@204] EMC_FREQ 30%@1600 GR3D_FREQ 68%@921 APE 25 PLL@24C CPU@30C PMIC@50C GPU@27C AO@37C thermal@29C POM_5V_IN 5399/5387 POM_5V_GPU 2912/2949 POM_5V_CPU 166/230
RAM 1626/3964MB (lfb 68x4MB) SWAP 171/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [29%@102,2%@102,3%@102,2%@102] EMC_FREQ 30%@1600 GR3D_FREQ 88%@921 APE 25 PLL@24.5C CPU@30C PMIC@50C GPU@27C AO@37C thermal@28.75C POM_5V_IN 5249/5373 POM_5V_GPU 2828/2937 POM_5V_CPU 166/223
RAM 1626/3964MB (lfb 68x4MB) SWAP 171/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [32%@102,3%@102,2%@102,2%@102] EMC_FREQ 30%@1600 GR3D_FREQ 63%@921 APE 25 PLL@24.5C CPU@30C PMIC@50C GPU@27.5C AO@37C thermal@28.75C POM_5V_IN 5324/5369 POM_5V_GPU 2828/2927 POM_5V_CPU 166/218
