RAM 1806/3964MB (lfb 58x4MB) SWAP 225/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [9%@102,14%@204,12%@204,3%@204] EMC_FREQ 15%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@31.5C PMIC@50C GPU@27.5C AO@39C thermal@29.75C POM_5V_IN 5755/5755 POM_5V_GPU 3508/3508 POM_5V_CPU 165/165
RAM 1806/3964MB (lfb 58x4MB) SWAP 225/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,8%@204,2%@204,2%@204] EMC_FREQ 21%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@32C PMIC@50C GPU@28C AO@40C thermal@29.75C POM_5V_IN 5829/5792 POM_5V_GPU 3627/3567 POM_5V_CPU 164/164
RAM 1806/3964MB (lfb 58x4MB) SWAP 225/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [2%@307,5%@307,1%@307,3%@307] EMC_FREQ 25%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@32C PMIC@50C GPU@28.5C AO@40C thermal@30.75C POM_5V_IN 5903/5829 POM_5V_GPU 3709/3614 POM_5V_CPU 123/150
RAM 1806/3964MB (lfb 58x4MB) SWAP 225/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,3%@102,6%@204,4%@204] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@32C PMIC@50C GPU@28.5C AO@40.5C thermal@29.25C POM_5V_IN 6213/5925 POM_5V_GPU 3985/3707 POM_5V_CPU 123/143
RAM 1806/3964MB (lfb 58x4MB) SWAP 225/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,3%@204,6%@204,2%@204] EMC_FREQ 29%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32.5C PMIC@50C GPU@28.5C AO@40.5C thermal@30.75C POM_5V_IN 6378/6015 POM_5V_GPU 4026/3771 POM_5V_CPU 123/139
RAM 1806/3964MB (lfb 58x4MB) SWAP 225/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,4%@102,6%@102,0%@102] EMC_FREQ 30%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32C PMIC@50C GPU@29C AO@40.5C thermal@30C POM_5V_IN 6409/6081 POM_5V_GPU 4184/3839 POM_5V_CPU 123/136
RAM 1806/3964MB (lfb 58x4MB) SWAP 225/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [3%@204,3%@204,7%@204,3%@204] EMC_FREQ 31%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32.5C PMIC@50C GPU@29C AO@40.5C thermal@30.5C POM_5V_IN 6563/6150 POM_5V_GPU 4259/3899 POM_5V_CPU 122/134
RAM 1806/3964MB (lfb 58x4MB) SWAP 225/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,3%@102,5%@204,1%@204] EMC_FREQ 32%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32.5C PMIC@50C GPU@29.5C AO@40.5C thermal@31.25C POM_5V_IN 6676/6215 POM_5V_GPU 4334/3954 POM_5V_CPU 122/133
RAM 1806/3964MB (lfb 58x4MB) SWAP 225/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,5%@204,4%@204,0%@204] EMC_FREQ 32%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@33C PMIC@50C GPU@29.5C AO@41C thermal@30C POM_5V_IN 6635/6262 POM_5V_GPU 4375/4000 POM_5V_CPU 122/131
RAM 1806/3964MB (lfb 58x4MB) SWAP 225/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,5%@102,8%@102,3%@102] EMC_FREQ 32%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@33C PMIC@50C GPU@29.5C AO@41.5C thermal@30C POM_5V_IN 6799/6316 POM_5V_GPU 4450/4045 POM_5V_CPU 122/130
RAM 1806/3964MB (lfb 58x4MB) SWAP 225/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,3%@102,2%@102,4%@102] EMC_FREQ 32%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@33C PMIC@50C GPU@29.5C AO@40.5C thermal@31.25C POM_5V_IN 6870/6366 POM_5V_GPU 4491/4086 POM_5V_CPU 122/130
