RAM 1626/3964MB (lfb 122x4MB) SWAP 220/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [15%@518,3%@518,2%@518,3%@518] EMC_FREQ 9%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@31.5C PMIC@50C GPU@28.5C AO@39C thermal@27C POM_5V_IN 5672/5672 POM_5V_GPU 3478/3478 POM_5V_CPU 207/207
RAM 1625/3964MB (lfb 122x4MB) SWAP 220/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [11%@204,23%@204,8%@204,11%@204] EMC_FREQ 13%@1600 GR3D_FREQ 84%@921 APE 25 PLL@25.5C CPU@31.5C PMIC@50C GPU@28.5C AO@38.5C thermal@30C POM_5V_IN 5953/5812 POM_5V_GPU 3307/3392 POM_5V_CPU 206/206
RAM 1625/3964MB (lfb 122x4MB) SWAP 220/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [7%@204,30%@204,3%@204,4%@204] EMC_FREQ 16%@1600 GR3D_FREQ 82%@921 APE 25 PLL@25.5C CPU@31.5C PMIC@50C GPU@28.5C AO@39C thermal@30C POM_5V_IN 5598/5741 POM_5V_GPU 3478/3421 POM_5V_CPU 207/206
RAM 1625/3964MB (lfb 122x4MB) SWAP 220/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,29%@204,3%@204,4%@204] EMC_FREQ 18%@1600 GR3D_FREQ 98%@921 APE 25 PLL@25.5C CPU@31.5C PMIC@50C GPU@28.5C AO@39C thermal@30.25C POM_5V_IN 5714/5734 POM_5V_GPU 3395/3414 POM_5V_CPU 248/217
RAM 1625/3964MB (lfb 122x4MB) SWAP 220/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,29%@204,5%@204,0%@204] EMC_FREQ 19%@1600 GR3D_FREQ 83%@921 APE 25 PLL@25.5C CPU@32C PMIC@50C GPU@28.5C AO@38.5C thermal@30.25C POM_5V_IN 5672/5721 POM_5V_GPU 3478/3427 POM_5V_CPU 207/215
RAM 1625/3964MB (lfb 122x4MB) SWAP 220/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [9%@204,5%@204,1%@204,35%@204] EMC_FREQ 20%@1600 GR3D_FREQ 85%@921 APE 25 PLL@25.5C CPU@31.5C PMIC@50C GPU@29C AO@38.5C thermal@30.25C POM_5V_IN 5358/5661 POM_5V_GPU 3276/3402 POM_5V_CPU 207/213
RAM 1625/3964MB (lfb 122x4MB) SWAP 220/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [6%@307,3%@307,0%@307,26%@307] EMC_FREQ 21%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@31.5C PMIC@50C GPU@29C AO@39C thermal@30C POM_5V_IN 5557/5646 POM_5V_GPU 3312/3389 POM_5V_CPU 248/218
RAM 1626/3964MB (lfb 122x4MB) SWAP 220/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [4%@307,5%@307,1%@307,26%@307] EMC_FREQ 21%@1600 GR3D_FREQ 96%@921 APE 25 PLL@25.5C CPU@32C PMIC@50C GPU@29C AO@39C thermal@30.5C POM_5V_IN 5441/5620 POM_5V_GPU 3276/3375 POM_5V_CPU 207/217
RAM 1625/3964MB (lfb 122x4MB) SWAP 220/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [8%@204,3%@204,3%@204,30%@204] EMC_FREQ 21%@1600 GR3D_FREQ 80%@921 APE 25 PLL@25.5C CPU@31.5C PMIC@50C GPU@29C AO@39.5C thermal@30.5C POM_5V_IN 5640/5622 POM_5V_GPU 3317/3368 POM_5V_CPU 248/220
RAM 1625/3964MB (lfb 122x4MB) SWAP 220/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [7%@204,3%@204,5%@204,27%@204] EMC_FREQ 22%@1600 GR3D_FREQ 80%@921 APE 25 PLL@25.5C CPU@32C PMIC@50C GPU@29C AO@39C thermal@30.25C POM_5V_IN 5681/5628 POM_5V_GPU 3400/3371 POM_5V_CPU 248/223
RAM 1625/3964MB (lfb 122x4MB) SWAP 220/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [7%@204,3%@204,3%@204,27%@204] EMC_FREQ 22%@1600 GR3D_FREQ 82%@921 APE 25 PLL@25.5C CPU@31.5C PMIC@50C GPU@28.5C AO@39C thermal@30.25C POM_5V_IN 5681/5633 POM_5V_GPU 3317/3366 POM_5V_CPU 207/221
