RAM 1641/3964MB (lfb 91x4MB) SWAP 153/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [5%@403,10%@403,2%@403,0%@204] EMC_FREQ 11%@1600 GR3D_FREQ 71%@921 APE 25 PLL@24C CPU@30C PMIC@50C GPU@27.5C AO@37.5C thermal@26.75C POM_5V_IN 5358/5358 POM_5V_GPU 3151/3151 POM_5V_CPU 165/165
RAM 1641/3964MB (lfb 91x4MB) SWAP 153/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,21%@204,2%@204,2%@204] EMC_FREQ 17%@1600 GR3D_FREQ 68%@921 APE 25 PLL@24C CPU@30.5C PMIC@50C GPU@28C AO@38.5C thermal@28.75C POM_5V_IN 5557/5457 POM_5V_GPU 3436/3293 POM_5V_CPU 165/165
RAM 1641/3964MB (lfb 91x4MB) SWAP 153/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [8%@102,21%@102,5%@204,5%@204] EMC_FREQ 20%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@30.5C PMIC@50C GPU@27.5C AO@37.5C thermal@28.75C POM_5V_IN 5912/5609 POM_5V_GPU 3147/3244 POM_5V_CPU 165/165
RAM 1641/3964MB (lfb 91x4MB) SWAP 153/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [8%@204,22%@204,10%@204,5%@204] EMC_FREQ 23%@1600 GR3D_FREQ 77%@921 APE 25 PLL@24.5C CPU@30C PMIC@50C GPU@27.5C AO@37.5C thermal@28.5C POM_5V_IN 5482/5577 POM_5V_GPU 2939/3168 POM_5V_CPU 165/165
RAM 1641/3964MB (lfb 91x4MB) SWAP 153/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [5%@307,20%@307,7%@307,7%@307] EMC_FREQ 24%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@30.5C PMIC@50C GPU@27.5C AO@38C thermal@28.75C POM_5V_IN 5283/5518 POM_5V_GPU 3032/3141 POM_5V_CPU 166/165
RAM 1641/3964MB (lfb 91x4MB) SWAP 153/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,24%@102,3%@102,4%@102] EMC_FREQ 25%@1600 GR3D_FREQ 66%@921 APE 25 PLL@24.5C CPU@30.5C PMIC@50C GPU@28C AO@39C thermal@29C POM_5V_IN 5598/5531 POM_5V_GPU 3395/3183 POM_5V_CPU 165/165
RAM 1641/3964MB (lfb 91x4MB) SWAP 153/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,23%@102,5%@102,5%@102] EMC_FREQ 26%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@30C PMIC@50C GPU@27.5C AO@37.5C thermal@29C POM_5V_IN 5598/5541 POM_5V_GPU 3234/3190 POM_5V_CPU 124/159
RAM 1641/3964MB (lfb 91x4MB) SWAP 153/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,22%@102,2%@102,7%@102] EMC_FREQ 26%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@30.5C PMIC@50C GPU@28C AO@38C thermal@29.25C POM_5V_IN 5532/5540 POM_5V_GPU 3073/3175 POM_5V_CPU 165/160
RAM 1641/3964MB (lfb 91x4MB) SWAP 153/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [12%@204,20%@204,4%@204,2%@204] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@31C PMIC@50C GPU@28C AO@37.5C thermal@29.25C POM_5V_IN 5241/5506 POM_5V_GPU 2990/3155 POM_5V_CPU 166/160
RAM 1641/3964MB (lfb 91x4MB) SWAP 153/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [9%@102,20%@102,5%@102,2%@102] EMC_FREQ 27%@1600 GR3D_FREQ 62%@921 APE 25 PLL@24.5C CPU@31C PMIC@50C GPU@28C AO@38.5C thermal@29.25C POM_5V_IN 5482/5504 POM_5V_GPU 3198/3159 POM_5V_CPU 165/161
RAM 1641/3964MB (lfb 91x4MB) SWAP 153/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,21%@102,3%@102,3%@102] EMC_FREQ 27%@1600 GR3D_FREQ 89%@921 APE 25 PLL@25C CPU@31C PMIC@50C GPU@28C AO@39C thermal@29C POM_5V_IN 5482/5502 POM_5V_GPU 3359/3177 POM_5V_CPU 124/157
