RAM 1670/3964MB (lfb 79x4MB) SWAP 77/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [12%@307,1%@307,1%@307,2%@307] EMC_FREQ 11%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@31C PMIC@50C GPU@28C AO@38.5C thermal@29.5C POM_5V_IN 5565/5565 POM_5V_GPU 3395/3395 POM_5V_CPU 165/165
RAM 1670/3964MB (lfb 79x4MB) SWAP 77/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [9%@204,18%@204,4%@204,3%@204] EMC_FREQ 16%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@31.5C PMIC@50C GPU@28.5C AO@39.5C thermal@30C POM_5V_IN 5797/5681 POM_5V_GPU 3679/3537 POM_5V_CPU 165/165
RAM 1670/3964MB (lfb 79x4MB) SWAP 77/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,21%@102,6%@102,6%@102] EMC_FREQ 19%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@31C PMIC@50C GPU@28C AO@38C thermal@30C POM_5V_IN 5912/5758 POM_5V_GPU 3359/3477 POM_5V_CPU 165/165
RAM 1670/3964MB (lfb 79x4MB) SWAP 77/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [7%@204,22%@204,4%@204,4%@204] EMC_FREQ 22%@1600 GR3D_FREQ 61%@921 APE 25 PLL@25.5C CPU@31C PMIC@50C GPU@28.5C AO@39.5C thermal@29.5C POM_5V_IN 5797/5767 POM_5V_GPU 3514/3486 POM_5V_CPU 206/175
RAM 1670/3964MB (lfb 79x4MB) SWAP 77/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,21%@102,3%@102,6%@102] EMC_FREQ 23%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32.5C PMIC@50C GPU@28.5C AO@39.5C thermal@30C POM_5V_IN 5985/5811 POM_5V_GPU 3839/3557 POM_5V_CPU 165/173
RAM 1670/3964MB (lfb 79x4MB) SWAP 77/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [6%@307,23%@307,3%@307,5%@307] EMC_FREQ 24%@1600 GR3D_FREQ 65%@921 APE 25 PLL@25.5C CPU@31.5C PMIC@50C GPU@28.5C AO@39.5C thermal@30.5C POM_5V_IN 5607/5777 POM_5V_GPU 3395/3530 POM_5V_CPU 165/171
RAM 1670/3964MB (lfb 79x4MB) SWAP 77/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,19%@204,5%@204,4%@204] EMC_FREQ 25%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@32.5C PMIC@50C GPU@28.5C AO@40C thermal@30.25C POM_5V_IN 5953/5802 POM_5V_GPU 3756/3562 POM_5V_CPU 165/170
RAM 1670/3964MB (lfb 79x4MB) SWAP 77/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [7%@204,20%@204,4%@204,2%@204] EMC_FREQ 25%@1600 GR3D_FREQ 71%@921 APE 25 PLL@25.5C CPU@32C PMIC@50C GPU@28.5C AO@40C thermal@30.5C POM_5V_IN 5714/5791 POM_5V_GPU 3555/3561 POM_5V_CPU 165/170
RAM 1670/3964MB (lfb 79x4MB) SWAP 77/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,22%@102,3%@102,5%@102] EMC_FREQ 26%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@32C PMIC@50C GPU@28.5C AO@39.5C thermal@30.25C POM_5V_IN 5985/5812 POM_5V_GPU 3756/3583 POM_5V_CPU 165/169
RAM 1670/3964MB (lfb 79x4MB) SWAP 77/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [7%@204,22%@204,7%@204,5%@204] EMC_FREQ 26%@1600 GR3D_FREQ 63%@921 APE 25 PLL@25.5C CPU@31.5C PMIC@50C GPU@28.5C AO@40C thermal@30.5C POM_5V_IN 5640/5795 POM_5V_GPU 3478/3572 POM_5V_CPU 165/169
RAM 1670/3964MB (lfb 79x4MB) SWAP 77/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,20%@204,7%@204,3%@204] EMC_FREQ 26%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@32.5C PMIC@50C GPU@28.5C AO@40C thermal@30.25C POM_5V_IN 5994/5813 POM_5V_GPU 3797/3593 POM_5V_CPU 206/172
