RAM 1733/3964MB (lfb 82x4MB) SWAP 77/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [11%@403,4%@403,5%@403,2%@403] EMC_FREQ 14%@1600 GR3D_FREQ 70%@921 APE 25 PLL@24.5C CPU@31C PMIC@50C GPU@28C AO@38.5C thermal@29C POM_5V_IN 5598/5598 POM_5V_GPU 3193/3193 POM_5V_CPU 165/165
RAM 1733/3964MB (lfb 82x4MB) SWAP 77/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [15%@102,5%@102,1%@102,2%@204] EMC_FREQ 20%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@31.5C PMIC@50C GPU@28C AO@39C thermal@30.25C POM_5V_IN 5788/5693 POM_5V_GPU 3591/3392 POM_5V_CPU 123/144
RAM 1733/3964MB (lfb 82x4MB) SWAP 77/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [12%@102,2%@204,3%@204,0%@204] EMC_FREQ 24%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@32C PMIC@50C GPU@28.5C AO@39.5C thermal@30.25C POM_5V_IN 6026/5804 POM_5V_GPU 3791/3525 POM_5V_CPU 164/150
RAM 1733/3964MB (lfb 82x4MB) SWAP 77/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,9%@204,2%@204,4%@204] EMC_FREQ 26%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32C PMIC@50C GPU@28.5C AO@39.5C thermal@29.75C POM_5V_IN 5912/5831 POM_5V_GPU 3632/3551 POM_5V_CPU 123/143
RAM 1733/3964MB (lfb 82x4MB) SWAP 77/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [9%@204,8%@204,4%@204,4%@204] EMC_FREQ 28%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@32C PMIC@50C GPU@28.5C AO@40C thermal@30.75C POM_5V_IN 5953/5855 POM_5V_GPU 3715/3584 POM_5V_CPU 123/139
RAM 1733/3964MB (lfb 82x4MB) SWAP 77/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,7%@102,9%@102,3%@102] EMC_FREQ 29%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@32C PMIC@50C GPU@29C AO@40C thermal@30.75C POM_5V_IN 6141/5903 POM_5V_GPU 3915/3639 POM_5V_CPU 123/136
RAM 1733/3964MB (lfb 82x4MB) SWAP 77/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,7%@204,11%@204,0%@204] EMC_FREQ 30%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32.5C PMIC@50C GPU@29C AO@40C thermal@30.75C POM_5V_IN 6182/5942 POM_5V_GPU 3991/3689 POM_5V_CPU 123/134
RAM 1733/3964MB (lfb 82x4MB) SWAP 77/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [2%@102,6%@102,7%@102,3%@102] EMC_FREQ 31%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32.5C PMIC@50C GPU@29C AO@40.5C thermal@30.25C POM_5V_IN 6223/5977 POM_5V_GPU 4074/3737 POM_5V_CPU 123/133
RAM 1733/3964MB (lfb 82x4MB) SWAP 77/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,7%@204,5%@204,4%@204] EMC_FREQ 31%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32.5C PMIC@50C GPU@28.5C AO@40.5C thermal@30.25C POM_5V_IN 6223/6005 POM_5V_GPU 3956/3762 POM_5V_CPU 123/132
RAM 1733/3964MB (lfb 82x4MB) SWAP 77/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [9%@102,8%@102,8%@102,3%@102] EMC_FREQ 31%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@33C PMIC@50C GPU@29C AO@41C thermal@30.75C POM_5V_IN 6264/6031 POM_5V_GPU 4032/3789 POM_5V_CPU 123/131
RAM 1733/3964MB (lfb 82x4MB) SWAP 77/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [3%@204,8%@204,4%@204,3%@204] EMC_FREQ 31%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32.5C PMIC@50C GPU@28.5C AO@40.5C thermal@30.25C POM_5V_IN 6337/6058 POM_5V_GPU 4074/3814 POM_5V_CPU 164/134
