RAM 1773/3964MB (lfb 91x4MB) SWAP 211/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,2%@204,18%@204,1%@204] EMC_FREQ 15%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@30.5C PMIC@50C GPU@28.5C AO@37C thermal@30C POM_5V_IN 6450/6450 POM_5V_GPU 3410/3410 POM_5V_CPU 123/123
RAM 1773/3964MB (lfb 91x4MB) SWAP 211/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [9%@204,2%@102,0%@102,0%@102] EMC_FREQ 22%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@32C PMIC@50C GPU@28C AO@39.5C thermal@30.25C POM_5V_IN 6532/6491 POM_5V_GPU 4190/3800 POM_5V_CPU 123/123
RAM 1773/3964MB (lfb 91x4MB) SWAP 211/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,7%@204,2%@204,0%@204] EMC_FREQ 26%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@31.5C PMIC@50C GPU@28C AO@40C thermal@28.5C POM_5V_IN 6296/6426 POM_5V_GPU 4149/3916 POM_5V_CPU 123/123
RAM 1773/3964MB (lfb 91x4MB) SWAP 211/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,7%@102,4%@102,0%@102] EMC_FREQ 29%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@31.5C PMIC@50C GPU@28.5C AO@39.5C thermal@29.25C POM_5V_IN 6296/6393 POM_5V_GPU 4067/3954 POM_5V_CPU 123/123
RAM 1773/3964MB (lfb 91x4MB) SWAP 211/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,8%@204,2%@204,3%@204] EMC_FREQ 30%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@30.5C PMIC@50C GPU@27.5C AO@38.5C thermal@29.25C POM_5V_IN 5797/6274 POM_5V_GPU 3348/3832 POM_5V_CPU 124/123
RAM 1773/3964MB (lfb 91x4MB) SWAP 211/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,5%@102,3%@102,0%@102] EMC_FREQ 32%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@29.5C PMIC@50C GPU@28.5C AO@36.5C thermal@30C POM_5V_IN 5524/6149 POM_5V_GPU 2824/3664 POM_5V_CPU 124/123
RAM 1773/3964MB (lfb 91x4MB) SWAP 211/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,8%@102,3%@102,1%@102] EMC_FREQ 32%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@31.5C PMIC@50C GPU@29C AO@40C thermal@30.25C POM_5V_IN 6450/6192 POM_5V_GPU 4307/3756 POM_5V_CPU 123/123
RAM 1773/3964MB (lfb 91x4MB) SWAP 211/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,6%@102,2%@102,2%@102] EMC_FREQ 33%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32C PMIC@50C GPU@28.5C AO@39.5C thermal@30C POM_5V_IN 6409/6219 POM_5V_GPU 4149/3805 POM_5V_CPU 123/123
RAM 1773/3964MB (lfb 91x4MB) SWAP 211/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,3%@102,4%@102,5%@102] EMC_FREQ 33%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@31.5C PMIC@50C GPU@28.5C AO@40C thermal@29.25C POM_5V_IN 6368/6235 POM_5V_GPU 4184/3847 POM_5V_CPU 123/123
RAM 1773/3964MB (lfb 91x4MB) SWAP 211/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,3%@204,3%@204,2%@204] EMC_FREQ 34%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@31.5C PMIC@50C GPU@28C AO@39.5C thermal@29.75C POM_5V_IN 6182/6230 POM_5V_GPU 3791/3841 POM_5V_CPU 123/123
RAM 1773/3964MB (lfb 91x4MB) SWAP 211/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [4%@307,2%@307,2%@307,4%@307] EMC_FREQ 34%@1600 GR3D_FREQ 64%@921 APE 25 PLL@25.5C CPU@30C PMIC@50C GPU@28.5C AO@37.5C thermal@30.25C POM_5V_IN 5124/6129 POM_5V_GPU 2624/3731 POM_5V_CPU 124/123
RAM 1773/3964MB (lfb 91x4MB) SWAP 211/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [7%@825,8%@825,5%@825,9%@825] EMC_FREQ 34%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32C PMIC@50C GPU@29C AO@39.5C thermal@30.25C POM_5V_IN 6645/6172 POM_5V_GPU 4055/3758 POM_5V_CPU 328/140
RAM 1773/3964MB (lfb 91x4MB) SWAP 211/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,2%@102,3%@102,3%@102] EMC_FREQ 34%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32C PMIC@50C GPU@29C AO@40.5C thermal@30.25C POM_5V_IN 6409/6190 POM_5V_GPU 4266/3797 POM_5V_CPU 123/139
RAM 1773/3964MB (lfb 91x4MB) SWAP 211/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,3%@102,5%@102,4%@102] EMC_FREQ 34%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32C PMIC@50C GPU@29C AO@39.5C thermal@29.75C POM_5V_IN 6532/6215 POM_5V_GPU 4190/3825 POM_5V_CPU 123/137
RAM 1773/3964MB (lfb 91x4MB) SWAP 211/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,5%@102,3%@102,3%@102] EMC_FREQ 34%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32C PMIC@50C GPU@28.5C AO@39.5C thermal@29.5C POM_5V_IN 6223/6215 POM_5V_GPU 3791/3823 POM_5V_CPU 123/136
RAM 1773/3964MB (lfb 91x4MB) SWAP 211/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,3%@204,4%@204,2%@204] EMC_FREQ 34%@1600 GR3D_FREQ 62%@921 APE 25 PLL@25.5C CPU@30C PMIC@50C GPU@28C AO@37.5C thermal@29.5C POM_5V_IN 5124/6147 POM_5V_GPU 2583/3745 POM_5V_CPU 124/136
RAM 1773/3964MB (lfb 91x4MB) SWAP 211/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,4%@102,2%@204,4%@204] EMC_FREQ 34%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@31C PMIC@50C GPU@29.5C AO@38.5C thermal@30C POM_5V_IN 6182/6149 POM_5V_GPU 3544/3733 POM_5V_CPU 123/135
RAM 1773/3964MB (lfb 91x4MB) SWAP 211/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,10%@204,2%@204,5%@204] EMC_FREQ 34%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@32.5C PMIC@50C GPU@29.5C AO@40C thermal@31C POM_5V_IN 6645/6177 POM_5V_GPU 4266/3763 POM_5V_CPU 123/134
RAM 1773/3964MB (lfb 91x4MB) SWAP 211/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,4%@102,5%@102,1%@102] EMC_FREQ 34%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32.5C PMIC@50C GPU@29.5C AO@41C thermal@31C POM_5V_IN 6409/6189 POM_5V_GPU 4225/3787 POM_5V_CPU 123/134
RAM 1773/3964MB (lfb 91x4MB) SWAP 211/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,2%@102,1%@102,6%@102] EMC_FREQ 34%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32.5C PMIC@50C GPU@29.5C AO@40C thermal@30C POM_5V_IN 6337/6196 POM_5V_GPU 3991/3797 POM_5V_CPU 123/133
RAM 1773/3964MB (lfb 91x4MB) SWAP 211/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,2%@102,3%@102,5%@102] EMC_FREQ 34%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@32C PMIC@50C GPU@29C AO@40C thermal@29.5C POM_5V_IN 5912/6183 POM_5V_GPU 3627/3789 POM_5V_CPU 123/132
RAM 1773/3964MB (lfb 91x4MB) SWAP 211/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,3%@102,3%@102,4%@102] EMC_FREQ 34%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@30C PMIC@50C GPU@29C AO@37C thermal@30.5C POM_5V_IN 5374/6146 POM_5V_GPU 2496/3730 POM_5V_CPU 166/134
RAM 1773/3964MB (lfb 91x4MB) SWAP 211/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,6%@102,1%@102,8%@102] EMC_FREQ 34%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32.5C PMIC@50C GPU@29.5C AO@38.5C thermal@30.75C POM_5V_IN 6378/6156 POM_5V_GPU 3785/3733 POM_5V_CPU 123/133
RAM 1773/3964MB (lfb 91x4MB) SWAP 211/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [3%@204,3%@204,4%@204,3%@204] EMC_FREQ 34%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@33C PMIC@50C GPU@29.5C AO@40.5C thermal@31C POM_5V_IN 6522/6171 POM_5V_GPU 4341/3758 POM_5V_CPU 123/133
