RAM 1701/3964MB (lfb 86x4MB) SWAP 172/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [4%@403,11%@403,2%@403,1%@403] EMC_FREQ 15%@1600 GR3D_FREQ 66%@921 APE 25 PLL@23C CPU@28.5C PMIC@50C GPU@26C AO@35.5C thermal@26.75C POM_5V_IN 5408/5408 POM_5V_GPU 2985/2985 POM_5V_CPU 165/165
RAM 1701/3964MB (lfb 86x4MB) SWAP 172/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,14%@204,2%@204,2%@204] EMC_FREQ 23%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23C CPU@29.5C PMIC@50C GPU@26.5C AO@37C thermal@26.75C POM_5V_IN 5714/5561 POM_5V_GPU 3472/3228 POM_5V_CPU 124/144
RAM 1701/3964MB (lfb 86x4MB) SWAP 172/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,14%@102,4%@102,4%@102] EMC_FREQ 28%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23C CPU@29C PMIC@50C GPU@26.5C AO@36C thermal@27.5C POM_5V_IN 5994/5705 POM_5V_GPU 3472/3309 POM_5V_CPU 165/151
RAM 1701/3964MB (lfb 86x4MB) SWAP 172/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,16%@102,3%@204,4%@204] EMC_FREQ 31%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23C CPU@27.5C PMIC@50C GPU@26C AO@35C thermal@27.75C POM_5V_IN 5441/5639 POM_5V_GPU 2699/3157 POM_5V_CPU 124/144
RAM 1701/3964MB (lfb 86x4MB) SWAP 172/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [2%@204,14%@204,0%@204,1%@204] EMC_FREQ 34%@1600 GR3D_FREQ 80%@921 APE 25 PLL@23.5C CPU@28C PMIC@50C GPU@26.5C AO@35C thermal@27C POM_5V_IN 5007/5512 POM_5V_GPU 2624/3050 POM_5V_CPU 124/140
RAM 1701/3964MB (lfb 86x4MB) SWAP 172/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,14%@102,1%@102,2%@102] EMC_FREQ 35%@1600 GR3D_FREQ 87%@921 APE 25 PLL@23C CPU@28.5C PMIC@50C GPU@26.5C AO@36.5C thermal@27C POM_5V_IN 5565/5521 POM_5V_GPU 3188/3073 POM_5V_CPU 124/137
RAM 1701/3964MB (lfb 86x4MB) SWAP 172/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [2%@102,12%@102,4%@102,4%@102] EMC_FREQ 36%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23.5C CPU@29C PMIC@50C GPU@26.5C AO@37C thermal@27.5C POM_5V_IN 5912/5577 POM_5V_GPU 3514/3136 POM_5V_CPU 124/135
RAM 1701/3964MB (lfb 86x4MB) SWAP 172/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,13%@102,5%@102,5%@102] EMC_FREQ 37%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23C CPU@28.5C PMIC@50C GPU@26.5C AO@35.5C thermal@28C POM_5V_IN 5755/5599 POM_5V_GPU 3147/3137 POM_5V_CPU 124/134
RAM 1701/3964MB (lfb 86x4MB) SWAP 172/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,11%@102,1%@102,1%@102] EMC_FREQ 38%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23.5C CPU@28.5C PMIC@50C GPU@26C AO@35.5C thermal@27.5C POM_5V_IN 5374/5574 POM_5V_GPU 2620/3080 POM_5V_CPU 124/133
RAM 1701/3964MB (lfb 86x4MB) SWAP 172/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [10%@307,12%@307,7%@307,4%@307] EMC_FREQ 38%@1600 GR3D_FREQ 60%@921 APE 25 PLL@23.5C CPU@29C PMIC@50C GPU@26C AO@37C thermal@27C POM_5V_IN 5829/5599 POM_5V_GPU 3100/3082 POM_5V_CPU 165/136
RAM 1701/3964MB (lfb 86x4MB) SWAP 172/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [2%@102,15%@102,3%@102,4%@102] EMC_FREQ 38%@1600 GR3D_FREQ 80%@921 APE 25 PLL@23.5C CPU@29C PMIC@50C GPU@26.5C AO@37.5C thermal@28C POM_5V_IN 5524/5593 POM_5V_GPU 3229/3095 POM_5V_CPU 165/138
RAM 1701/3964MB (lfb 86x4MB) SWAP 172/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,15%@102,3%@102,2%@102] EMC_FREQ 38%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23.5C CPU@30C PMIC@50C GPU@26.5C AO@37.5C thermal@28C POM_5V_IN 5870/5616 POM_5V_GPU 3550/3133 POM_5V_CPU 123/137
