RAM 1735/3964MB (lfb 89x4MB) SWAP 24/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [10%@307,6%@307,1%@307,3%@307] EMC_FREQ 16%@1600 GR3D_FREQ 70%@921 APE 25 PLL@25C CPU@30C PMIC@50C GPU@28C AO@38C thermal@29.25C POM_5V_IN 5870/5870 POM_5V_GPU 3467/3467 POM_5V_CPU 165/165
RAM 1735/3964MB (lfb 89x4MB) SWAP 24/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [14%@204,7%@204,2%@204,2%@204] EMC_FREQ 23%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@30.5C PMIC@50C GPU@28C AO@38C thermal@28.75C POM_5V_IN 5557/5713 POM_5V_GPU 3147/3307 POM_5V_CPU 165/165
RAM 1735/3964MB (lfb 89x4MB) SWAP 24/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [15%@102,5%@102,4%@102,1%@204] EMC_FREQ 28%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@30.5C PMIC@50C GPU@28C AO@37.5C thermal@29.5C POM_5V_IN 6036/5821 POM_5V_GPU 3390/3334 POM_5V_CPU 124/151
RAM 1735/3964MB (lfb 89x4MB) SWAP 24/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [14%@102,4%@102,2%@102,5%@102] EMC_FREQ 31%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@31C PMIC@50C GPU@28C AO@38C thermal@30C POM_5V_IN 6378/5960 POM_5V_GPU 3744/3437 POM_5V_CPU 123/144
RAM 1735/3964MB (lfb 89x4MB) SWAP 24/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [14%@102,5%@102,3%@102,1%@102] EMC_FREQ 33%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@31C PMIC@50C GPU@28.5C AO@38.5C thermal@30C POM_5V_IN 6460/6060 POM_5V_GPU 3827/3515 POM_5V_CPU 164/148
RAM 1735/3964MB (lfb 89x4MB) SWAP 24/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [14%@102,5%@102,2%@102,2%@102] EMC_FREQ 35%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@31.5C PMIC@50C GPU@28.5C AO@38.5C thermal@30C POM_5V_IN 6615/6152 POM_5V_GPU 4067/3607 POM_5V_CPU 123/144
RAM 1735/3964MB (lfb 89x4MB) SWAP 24/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [9%@204,4%@204,8%@204,3%@204] EMC_FREQ 36%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@31.5C PMIC@50C GPU@28.5C AO@40C thermal@29C POM_5V_IN 6491/6201 POM_5V_GPU 4184/3689 POM_5V_CPU 123/141
RAM 1735/3964MB (lfb 89x4MB) SWAP 24/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,11%@102,4%@204,0%@204] EMC_FREQ 37%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32C PMIC@50C GPU@29C AO@39.5C thermal@29.5C POM_5V_IN 6563/6246 POM_5V_GPU 4184/3751 POM_5V_CPU 123/138
RAM 1735/3964MB (lfb 89x4MB) SWAP 24/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [10%@204,10%@102,4%@102,0%@102] EMC_FREQ 37%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32C PMIC@50C GPU@29C AO@40C thermal@29.25C POM_5V_IN 6574/6282 POM_5V_GPU 4225/3803 POM_5V_CPU 123/137
RAM 1735/3964MB (lfb 89x4MB) SWAP 24/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [12%@102,6%@102,8%@102,4%@102] EMC_FREQ 38%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@32C PMIC@50C GPU@29C AO@40.5C thermal@29.5C POM_5V_IN 6532/6307 POM_5V_GPU 4184/3841 POM_5V_CPU 123/135
RAM 1735/3964MB (lfb 89x4MB) SWAP 24/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [8%@204,7%@204,10%@204,4%@204] EMC_FREQ 38%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32.5C PMIC@50C GPU@29C AO@40C thermal@30.25C POM_5V_IN 6491/6324 POM_5V_GPU 4143/3869 POM_5V_CPU 123/134
RAM 1735/3964MB (lfb 89x4MB) SWAP 24/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [15%@204,5%@204,2%@204,1%@204] EMC_FREQ 38%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32.5C PMIC@50C GPU@28.5C AO@40C thermal@30.5C POM_5V_IN 6409/6331 POM_5V_GPU 4067/3885 POM_5V_CPU 123/133
RAM 1735/3964MB (lfb 89x4MB) SWAP 24/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [14%@204,6%@204,2%@204,1%@204] EMC_FREQ 38%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32C PMIC@50C GPU@28.5C AO@40C thermal@30.5C POM_5V_IN 6409/6337 POM_5V_GPU 4026/3896 POM_5V_CPU 123/132
RAM 1735/3964MB (lfb 89x4MB) SWAP 24/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [15%@204,3%@204,1%@204,3%@204] EMC_FREQ 38%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32C PMIC@50C GPU@29C AO@40C thermal@30.25C POM_5V_IN 6799/6370 POM_5V_GPU 3926/3898 POM_5V_CPU 163/134
RAM 1735/3964MB (lfb 89x4MB) SWAP 24/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [13%@102,8%@102,4%@102,7%@102] EMC_FREQ 38%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@31.5C PMIC@50C GPU@28.5C AO@40C thermal@29.75C POM_5V_IN 6306/6366 POM_5V_GPU 3862/3896 POM_5V_CPU 123/134
RAM 1735/3964MB (lfb 89x4MB) SWAP 24/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [15%@403,3%@403,0%@403,2%@403] EMC_FREQ 38%@1600 GR3D_FREQ 77%@921 APE 25 PLL@25C CPU@32C PMIC@50C GPU@28.5C AO@39.5C thermal@30C POM_5V_IN 6068/6347 POM_5V_GPU 3668/3881 POM_5V_CPU 164/135
RAM 1735/3964MB (lfb 89x4MB) SWAP 24/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [10%@204,7%@204,5%@204,4%@204] EMC_FREQ 38%@1600 GR3D_FREQ 70%@921 APE 25 PLL@25.5C CPU@31.5C PMIC@50C GPU@28C AO@39.5C thermal@30.5C POM_5V_IN 5912/6321 POM_5V_GPU 3508/3859 POM_5V_CPU 165/137
RAM 1735/3964MB (lfb 89x4MB) SWAP 24/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [14%@204,3%@204,1%@204,3%@204] EMC_FREQ 38%@1600 GR3D_FREQ 67%@921 APE 25 PLL@25.5C CPU@31C PMIC@50C GPU@28.5C AO@38.5C thermal@30.5C POM_5V_IN 5714/6288 POM_5V_GPU 3307/3829 POM_5V_CPU 124/136
RAM 1735/3964MB (lfb 89x4MB) SWAP 24/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [14%@1132,6%@1132,0%@1132,4%@1132] EMC_FREQ 38%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32.5C PMIC@50C GPU@29C AO@38C thermal@30.5C POM_5V_IN 6182/6282 POM_5V_GPU 3420/3807 POM_5V_CPU 288/144
RAM 1735/3964MB (lfb 89x4MB) SWAP 24/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [15%@204,7%@204,4%@204,10%@204] EMC_FREQ 38%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32C PMIC@50C GPU@29C AO@39.5C thermal@30.75C POM_5V_IN 6952/6315 POM_5V_GPU 4048/3819 POM_5V_CPU 163/145
RAM 1735/3964MB (lfb 89x4MB) SWAP 24/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [14%@102,5%@102,10%@102,6%@102] EMC_FREQ 38%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@32.5C PMIC@50C GPU@29C AO@40.5C thermal@31C POM_5V_IN 6952/6346 POM_5V_GPU 4164/3836 POM_5V_CPU 122/144
RAM 1735/3964MB (lfb 89x4MB) SWAP 24/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [10%@204,8%@204,7%@204,3%@204] EMC_FREQ 38%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@33C PMIC@50C GPU@29C AO@40.5C thermal@30.5C POM_5V_IN 6574/6356 POM_5V_GPU 4184/3851 POM_5V_CPU 123/143
RAM 1735/3964MB (lfb 89x4MB) SWAP 24/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,9%@204,4%@204,2%@204] EMC_FREQ 38%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@32.5C PMIC@50C GPU@29C AO@41C thermal@30.5C POM_5V_IN 6532/6364 POM_5V_GPU 4143/3864 POM_5V_CPU 123/142
RAM 1735/3964MB (lfb 89x4MB) SWAP 24/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [9%@102,7%@102,3%@102,4%@102] EMC_FREQ 38%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@32.5C PMIC@50C GPU@29C AO@40.5C thermal@29.75C POM_5V_IN 6419/6366 POM_5V_GPU 4026/3871 POM_5V_CPU 164/143
RAM 1735/3964MB (lfb 89x4MB) SWAP 24/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [10%@102,6%@102,6%@102,4%@102] EMC_FREQ 38%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@32.5C PMIC@50C GPU@29.5C AO@41C thermal@30C POM_5V_IN 6460/6370 POM_5V_GPU 4067/3879 POM_5V_CPU 123/142
RAM 1735/3964MB (lfb 89x4MB) SWAP 24/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,7%@102,9%@102,7%@102] EMC_FREQ 38%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@33C PMIC@50C GPU@29C AO@40.5C thermal@30C POM_5V_IN 6378/6370 POM_5V_GPU 4026/3884 POM_5V_CPU 164/143
RAM 1735/3964MB (lfb 89x4MB) SWAP 24/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,7%@204,9%@204,8%@204] EMC_FREQ 38%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@32C PMIC@50C GPU@29C AO@40.5C thermal@31C POM_5V_IN 6141/6362 POM_5V_GPU 3744/3879 POM_5V_CPU 164/144
RAM 1735/3964MB (lfb 89x4MB) SWAP 24/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,12%@204,4%@204,6%@204] EMC_FREQ 38%@1600 GR3D_FREQ 61%@921 APE 25 PLL@26C CPU@32C PMIC@50C GPU@29C AO@39.5C thermal@30.75C POM_5V_IN 5797/6341 POM_5V_GPU 3426/3863 POM_5V_CPU 165/145
RAM 1735/3964MB (lfb 89x4MB) SWAP 24/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,14%@204,5%@204,3%@204] EMC_FREQ 38%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@31C PMIC@50C GPU@29C AO@38.5C thermal@30.5C POM_5V_IN 5681/6319 POM_5V_GPU 3183/3839 POM_5V_CPU 165/145
RAM 1735/3964MB (lfb 89x4MB) SWAP 24/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,16%@102,3%@102,2%@102] EMC_FREQ 38%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@31.5C PMIC@50C GPU@29.5C AO@38C thermal@30.25C POM_5V_IN 5953/6306 POM_5V_GPU 3229/3819 POM_5V_CPU 165/146
RAM 1735/3964MB (lfb 89x4MB) SWAP 24/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,15%@204,1%@204,7%@204] EMC_FREQ 38%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@32C PMIC@50C GPU@29.5C AO@38.5C thermal@30.5C POM_5V_IN 6109/6300 POM_5V_GPU 3384/3805 POM_5V_CPU 124/145
RAM 1735/3964MB (lfb 89x4MB) SWAP 24/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [8%@102,6%@102,6%@102,5%@204] EMC_FREQ 38%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@31.5C PMIC@50C GPU@29.5C AO@38.5C thermal@30.5C POM_5V_IN 6182/6296 POM_5V_GPU 3467/3794 POM_5V_CPU 123/145
RAM 1735/3964MB (lfb 89x4MB) SWAP 24/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,9%@204,9%@204,3%@204] EMC_FREQ 38%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@31.5C PMIC@50C GPU@29.5C AO@39C thermal@31.25C POM_5V_IN 6223/6294 POM_5V_GPU 3585/3788 POM_5V_CPU 165/145
RAM 1735/3964MB (lfb 89x4MB) SWAP 24/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [7%@204,8%@204,4%@204,11%@204] EMC_FREQ 38%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@31.5C PMIC@50C GPU@30C AO@38.5C thermal@31C POM_5V_IN 6223/6292 POM_5V_GPU 3550/3781 POM_5V_CPU 123/144
RAM 1735/3964MB (lfb 89x4MB) SWAP 24/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,6%@102,4%@102,11%@102] EMC_FREQ 38%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@32.5C PMIC@50C GPU@30C AO@39.5C thermal@31C POM_5V_IN 6378/6294 POM_5V_GPU 3744/3780 POM_5V_CPU 123/144
RAM 1735/3964MB (lfb 89x4MB) SWAP 24/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,4%@204,7%@204,8%@204] EMC_FREQ 38%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@32.5C PMIC@50C GPU@30C AO@40.5C thermal@30.5C POM_5V_IN 6656/6304 POM_5V_GPU 4026/3787 POM_5V_CPU 123/143
RAM 1735/3964MB (lfb 89x4MB) SWAP 24/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,8%@204,7%@204,6%@204] EMC_FREQ 38%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@33C PMIC@50C GPU@29.5C AO@41C thermal@30.5C POM_5V_IN 6563/6311 POM_5V_GPU 4225/3799 POM_5V_CPU 123/143
RAM 1735/3964MB (lfb 89x4MB) SWAP 24/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,12%@102,4%@102,5%@102] EMC_FREQ 38%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@33C PMIC@50C GPU@30C AO@41C thermal@30.25C POM_5V_IN 6563/6318 POM_5V_GPU 4225/3810 POM_5V_CPU 123/142
RAM 1735/3964MB (lfb 89x4MB) SWAP 24/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,14%@102,6%@102,2%@102] EMC_FREQ 38%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@33C PMIC@50C GPU@29.5C AO@40.5C thermal@30.75C POM_5V_IN 6563/6324 POM_5V_GPU 4218/3820 POM_5V_CPU 164/143
RAM 1735/3964MB (lfb 89x4MB) SWAP 24/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [7%@204,12%@204,6%@204,1%@204] EMC_FREQ 38%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@33C PMIC@50C GPU@30C AO@41C thermal@31C POM_5V_IN 6532/6329 POM_5V_GPU 4102/3827 POM_5V_CPU 164/143
RAM 1735/3964MB (lfb 89x4MB) SWAP 24/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,15%@102,6%@102,3%@102] EMC_FREQ 38%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@32.5C PMIC@50C GPU@29.5C AO@41C thermal@31.25C POM_5V_IN 6337/6330 POM_5V_GPU 4020/3832 POM_5V_CPU 164/144
RAM 1735/3964MB (lfb 89x4MB) SWAP 24/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [8%@102,12%@102,5%@102,6%@102] EMC_FREQ 38%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@32.5C PMIC@50C GPU@30C AO@41.5C thermal@31.25C POM_5V_IN 6491/6333 POM_5V_GPU 4061/3837 POM_5V_CPU 164/144
RAM 1735/3964MB (lfb 89x4MB) SWAP 24/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,8%@102,4%@102,5%@102] EMC_FREQ 38%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@33C PMIC@50C GPU@30C AO@41.5C thermal@31C POM_5V_IN 6491/6337 POM_5V_GPU 4061/3843 POM_5V_CPU 164/145
RAM 1735/3964MB (lfb 89x4MB) SWAP 24/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [8%@102,8%@204,9%@204,1%@204] EMC_FREQ 38%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@33C PMIC@50C GPU@30C AO@41C thermal@30.5C POM_5V_IN 6419/6339 POM_5V_GPU 4026/3847 POM_5V_CPU 123/144
RAM 1735/3964MB (lfb 89x4MB) SWAP 24/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,14%@102,5%@102,5%@102] EMC_FREQ 38%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@33C PMIC@50C GPU@29.5C AO@41C thermal@30.5C POM_5V_IN 6306/6338 POM_5V_GPU 3868/3847 POM_5V_CPU 164/145
RAM 1735/3964MB (lfb 89x4MB) SWAP 24/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [12%@102,8%@204,1%@204,2%@204] EMC_FREQ 38%@1600 GR3D_FREQ 65%@921 APE 25 PLL@26.5C CPU@32.5C PMIC@50C GPU@30C AO@40.5C thermal@31.5C POM_5V_IN 6026/6331 POM_5V_GPU 3627/3842 POM_5V_CPU 164/145
