RAM 1640/3964MB (lfb 73x4MB) SWAP 140/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [12%@403,0%@403,2%@403,1%@204] EMC_FREQ 9%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23.5C CPU@30C PMIC@50C GPU@26C AO@36.5C thermal@25.25C POM_5V_IN 5399/5399 POM_5V_GPU 3276/3276 POM_5V_CPU 165/165
RAM 1640/3964MB (lfb 73x4MB) SWAP 140/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [19%@102,4%@307,1%@307,3%@307] EMC_FREQ 14%@1600 GR3D_FREQ 87%@921 APE 25 PLL@23.5C CPU@29.5C PMIC@50C GPU@26.5C AO@37C thermal@28C POM_5V_IN 5399/5399 POM_5V_GPU 3354/3315 POM_5V_CPU 165/165
RAM 1640/3964MB (lfb 73x4MB) SWAP 140/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [25%@102,3%@102,3%@102,3%@102] EMC_FREQ 17%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23.5C CPU@29.5C PMIC@50C GPU@26.5C AO@36.5C thermal@28C POM_5V_IN 5408/5402 POM_5V_GPU 3120/3250 POM_5V_CPU 166/165
RAM 1640/3964MB (lfb 73x4MB) SWAP 140/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [23%@102,2%@102,1%@102,3%@102] EMC_FREQ 19%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24C CPU@30C PMIC@50C GPU@27C AO@37.5C thermal@28C POM_5V_IN 5714/5480 POM_5V_GPU 3596/3336 POM_5V_CPU 165/165
RAM 1640/3964MB (lfb 73x4MB) SWAP 140/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [19%@307,3%@307,3%@204,4%@204] EMC_FREQ 20%@1600 GR3D_FREQ 67%@921 APE 25 PLL@24C CPU@29.5C PMIC@50C GPU@27C AO@38C thermal@28.25C POM_5V_IN 5515/5487 POM_5V_GPU 3478/3364 POM_5V_CPU 165/165
RAM 1640/3964MB (lfb 73x4MB) SWAP 140/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [25%@204,2%@204,3%@204,0%@204] EMC_FREQ 21%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23.5C CPU@29C PMIC@50C GPU@26.5C AO@36.5C thermal@28.25C POM_5V_IN 5241/5446 POM_5V_GPU 3120/3324 POM_5V_CPU 124/158
RAM 1640/3964MB (lfb 73x4MB) SWAP 140/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [20%@102,4%@102,1%@102,6%@204] EMC_FREQ 22%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24C CPU@30C PMIC@50C GPU@27C AO@37.5C thermal@28.25C POM_5V_IN 5705/5483 POM_5V_GPU 3673/3373 POM_5V_CPU 165/159
RAM 1640/3964MB (lfb 73x4MB) SWAP 140/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [16%@204,9%@204,5%@204,2%@204] EMC_FREQ 22%@1600 GR3D_FREQ 66%@921 APE 25 PLL@23.5C CPU@30C PMIC@50C GPU@27C AO@37.5C thermal@28.5C POM_5V_IN 5441/5477 POM_5V_GPU 3359/3372 POM_5V_CPU 165/160
RAM 1640/3964MB (lfb 73x4MB) SWAP 140/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [13%@204,7%@204,9%@204,4%@204] EMC_FREQ 22%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24C CPU@29.5C PMIC@50C GPU@27C AO@37C thermal@28.25C POM_5V_IN 5083/5433 POM_5V_GPU 3073/3338 POM_5V_CPU 166/160
RAM 1640/3964MB (lfb 73x4MB) SWAP 140/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [19%@102,3%@102,1%@204,4%@204] EMC_FREQ 23%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24C CPU@29.5C PMIC@50C GPU@27C AO@36.5C thermal@28.25C POM_5V_IN 5482/5438 POM_5V_GPU 3239/3328 POM_5V_CPU 166/161
RAM 1640/3964MB (lfb 73x4MB) SWAP 140/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [22%@102,4%@102,3%@102,3%@102] EMC_FREQ 23%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24C CPU@30C PMIC@50C GPU@27C AO@38C thermal@28.25C POM_5V_IN 5714/5463 POM_5V_GPU 3638/3356 POM_5V_CPU 124/157
RAM 1640/3964MB (lfb 73x4MB) SWAP 140/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [22%@204,4%@204,3%@204,8%@204] EMC_FREQ 23%@1600 GR3D_FREQ 65%@921 APE 25 PLL@24C CPU@29.5C PMIC@50C GPU@26.5C AO@38C thermal@28.5C POM_5V_IN 5474/5464 POM_5V_GPU 3436/3363 POM_5V_CPU 165/158
RAM 1640/3964MB (lfb 73x4MB) SWAP 140/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [22%@307,6%@307,5%@307,1%@307] EMC_FREQ 23%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24C CPU@29.5C PMIC@50C GPU@27C AO@37C thermal@28.25C POM_5V_IN 5283/5450 POM_5V_GPU 3234/3353 POM_5V_CPU 165/158
