RAM 1642/3964MB (lfb 92x4MB) SWAP 172/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,0%@204,13%@204,4%@204] EMC_FREQ 9%@1600 GR3D_FREQ 78%@921 APE 25 PLL@23C CPU@29C PMIC@50C GPU@26C AO@35.5C thermal@25C POM_5V_IN 5565/5565 POM_5V_GPU 3239/3239 POM_5V_CPU 166/166
RAM 1642/3964MB (lfb 92x4MB) SWAP 172/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,6%@204,18%@204,1%@204] EMC_FREQ 13%@1600 GR3D_FREQ 65%@921 APE 25 PLL@23C CPU@29C PMIC@50C GPU@26C AO@36.5C thermal@27.5C POM_5V_IN 5241/5403 POM_5V_GPU 3198/3218 POM_5V_CPU 166/166
RAM 1642/3964MB (lfb 92x4MB) SWAP 172/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [27%@204,4%@204,1%@204,6%@204] EMC_FREQ 16%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23C CPU@28.5C PMIC@50C GPU@26C AO@36C thermal@27C POM_5V_IN 4931/5245 POM_5V_GPU 2837/3091 POM_5V_CPU 166/166
RAM 1642/3964MB (lfb 92x4MB) SWAP 172/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [23%@307,3%@307,0%@307,4%@307] EMC_FREQ 18%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23C CPU@29C PMIC@50C GPU@26.5C AO@36C thermal@27.5C POM_5V_IN 4889/5156 POM_5V_GPU 2879/3038 POM_5V_CPU 166/166
RAM 1642/3964MB (lfb 92x4MB) SWAP 172/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [28%@204,2%@204,0%@204,6%@204] EMC_FREQ 20%@1600 GR3D_FREQ 66%@921 APE 25 PLL@23C CPU@29C PMIC@50C GPU@26C AO@36C thermal@27.25C POM_5V_IN 5283/5181 POM_5V_GPU 3239/3078 POM_5V_CPU 166/166
RAM 1642/3964MB (lfb 92x4MB) SWAP 172/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [8%@102,7%@102,26%@204,1%@204] EMC_FREQ 21%@1600 GR3D_FREQ 79%@921 APE 25 PLL@23C CPU@29C PMIC@50C GPU@26C AO@35.5C thermal@27.5C POM_5V_IN 5249/5193 POM_5V_GPU 2958/3058 POM_5V_CPU 166/166
RAM 1642/3964MB (lfb 92x4MB) SWAP 172/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [8%@307,5%@307,24%@307,1%@307] EMC_FREQ 21%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23.5C CPU@29C PMIC@50C GPU@26.5C AO@36.5C thermal@27.25C POM_5V_IN 5090/5178 POM_5V_GPU 2999/3049 POM_5V_CPU 166/166
RAM 1642/3964MB (lfb 92x4MB) SWAP 172/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [8%@204,7%@204,26%@204,7%@204] EMC_FREQ 22%@1600 GR3D_FREQ 60%@921 APE 25 PLL@23C CPU@29C PMIC@50C GPU@26.5C AO@36C thermal@27.75C POM_5V_IN 5241/5186 POM_5V_GPU 3244/3074 POM_5V_CPU 166/166
RAM 1642/3964MB (lfb 92x4MB) SWAP 172/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [7%@204,6%@204,26%@204,3%@204] EMC_FREQ 22%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23C CPU@28.5C PMIC@50C GPU@26C AO@35.5C thermal@27.25C POM_5V_IN 4729/5135 POM_5V_GPU 2758/3039 POM_5V_CPU 166/166
RAM 1642/3964MB (lfb 92x4MB) SWAP 172/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,4%@307,23%@307,1%@307] EMC_FREQ 22%@1600 GR3D_FREQ 97%@921 APE 25 PLL@23C CPU@28.5C PMIC@50C GPU@26C AO@36C thermal@27.75C POM_5V_IN 4729/5094 POM_5V_GPU 2795/3014 POM_5V_CPU 166/166
RAM 1642/3964MB (lfb 92x4MB) SWAP 172/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,8%@102,21%@102,2%@102] EMC_FREQ 22%@1600 GR3D_FREQ 63%@921 APE 25 PLL@23.5C CPU@29.5C PMIC@50C GPU@26C AO@36C thermal@27.75C POM_5V_IN 5241/5108 POM_5V_GPU 3239/3035 POM_5V_CPU 166/166
RAM 1642/3964MB (lfb 92x4MB) SWAP 172/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [8%@204,6%@204,25%@204,3%@204] EMC_FREQ 22%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23.5C CPU@29C PMIC@50C GPU@26C AO@36C thermal@27.5C POM_5V_IN 4806/5082 POM_5V_GPU 2837/3018 POM_5V_CPU 166/166
RAM 1642/3964MB (lfb 92x4MB) SWAP 172/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,4%@204,25%@204,5%@204] EMC_FREQ 22%@1600 GR3D_FREQ 70%@921 APE 25 PLL@23.5C CPU@29.5C PMIC@50C GPU@26.5C AO@36.5C thermal@27.5C POM_5V_IN 5166/5089 POM_5V_GPU 3120/3026 POM_5V_CPU 166/166
RAM 1642/3964MB (lfb 92x4MB) SWAP 172/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,3%@204,25%@204,3%@204] EMC_FREQ 22%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23C CPU@29C PMIC@50C GPU@26.5C AO@35.5C thermal@27.25C POM_5V_IN 5208/5097 POM_5V_GPU 3004/3024 POM_5V_CPU 166/166
RAM 1642/3964MB (lfb 92x4MB) SWAP 172/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [28%@204,3%@204,6%@204,2%@204] EMC_FREQ 23%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23.5C CPU@29C PMIC@50C GPU@26.5C AO@36C thermal@27.5C POM_5V_IN 4687/5070 POM_5V_GPU 2716/3004 POM_5V_CPU 166/166
RAM 1642/3964MB (lfb 92x4MB) SWAP 172/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [27%@307,5%@307,4%@204,0%@204] EMC_FREQ 23%@1600 GR3D_FREQ 75%@921 APE 25 PLL@23.5C CPU@29.5C PMIC@50C GPU@26C AO@36C thermal@27C POM_5V_IN 4965/5063 POM_5V_GPU 2999/3003 POM_5V_CPU 166/166
RAM 1642/3964MB (lfb 92x4MB) SWAP 172/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [25%@204,2%@204,4%@204,3%@204] EMC_FREQ 22%@1600 GR3D_FREQ 68%@921 APE 25 PLL@23.5C CPU@29.5C PMIC@50C GPU@27C AO@36.5C thermal@27.5C POM_5V_IN 5283/5076 POM_5V_GPU 3239/3017 POM_5V_CPU 166/166
RAM 1642/3964MB (lfb 92x4MB) SWAP 172/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [26%@102,8%@204,5%@204,3%@204] EMC_FREQ 23%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23.5C CPU@29C PMIC@50C GPU@26C AO@35.5C thermal@27.75C POM_5V_IN 4729/5057 POM_5V_GPU 2800/3005 POM_5V_CPU 166/166
RAM 1642/3964MB (lfb 92x4MB) SWAP 172/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [18%@204,8%@204,8%@307,10%@307] EMC_FREQ 22%@1600 GR3D_FREQ 85%@921 APE 25 PLL@23.5C CPU@29C PMIC@50C GPU@26.5C AO@36.5C thermal@27.5C POM_5V_IN 4847/5046 POM_5V_GPU 2879/2998 POM_5V_CPU 166/166
RAM 1642/3964MB (lfb 92x4MB) SWAP 172/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [25%@102,5%@102,1%@102,4%@102] EMC_FREQ 23%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23.5C CPU@28.5C PMIC@50C GPU@26.5C AO@36C thermal@28C POM_5V_IN 4889/5038 POM_5V_GPU 2837/2990 POM_5V_CPU 166/166
RAM 1642/3964MB (lfb 92x4MB) SWAP 172/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [22%@204,5%@204,8%@204,0%@307] EMC_FREQ 23%@1600 GR3D_FREQ 86%@921 APE 25 PLL@23.5C CPU@29C PMIC@50C GPU@26.5C AO@36C thermal@27.5C POM_5V_IN 4847/5029 POM_5V_GPU 2879/2985 POM_5V_CPU 166/166
RAM 1642/3964MB (lfb 92x4MB) SWAP 172/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [25%@204,8%@204,3%@204,9%@204] EMC_FREQ 23%@1600 GR3D_FREQ 64%@921 APE 25 PLL@23.5C CPU@29C PMIC@50C GPU@26.5C AO@36.5C thermal@27.5C POM_5V_IN 5124/5033 POM_5V_GPU 3036/2987 POM_5V_CPU 166/166
RAM 1642/3964MB (lfb 92x4MB) SWAP 172/1982MB (cached 5MB) IRAM 0/252kB(lfb 252kB) CPU [17%@102,12%@102,4%@102,8%@102] EMC_FREQ 23%@1600 GR3D_FREQ 82%@921 APE 25 PLL@24C CPU@29.5C PMIC@50C GPU@26.5C AO@35.5C thermal@27.75C POM_5V_IN 5056/5034 POM_5V_GPU 2716/2975 POM_5V_CPU 167/166
