Model Name,Average Inference Time (seconds),Model Load Time (seconds),Allocation Time (seconds)
convnet_L10_F1024_K1x1_W30,0.23450567960739135,1.430511474609375e-06,0.000682830810546875
convnet_L10_F1024_K1x1_W40,0.3483613634109497,1.1920928955078125e-06,0.0007307529449462891
convnet_L10_F1024_K1x1_W50,0.4884573650360107,1.430511474609375e-06,0.0007548332214355469
convnet_L10_F1024_K1x1_W60,0.6492597484588623,1.6689300537109375e-06,0.0006849765777587891
convnet_L10_F1024_K2x2_W10,0.4357203459739685,1.430511474609375e-06,0.0008573532104492188
convnet_L10_F128_K3x3_W100,0.1134119415283203,1.430511474609375e-06,0.0006389617919921875
convnet_L10_F128_K3x3_W90,0.09157662153244019,3.337860107421875e-06,0.0011560916900634766
convnet_L10_F128_K4x4_W100,0.285623300075531,1.430511474609375e-06,0.0006482601165771484
convnet_L10_F128_K4x4_W60,0.11742302656173706,1.1920928955078125e-06,0.0006122589111328125
convnet_L10_F128_K4x4_W70,0.14934714794158935,1.1920928955078125e-06,0.0006363391876220703
convnet_L10_F128_K4x4_W80,0.1897595715522766,1.1920928955078125e-06,0.0006170272827148438
convnet_L10_F128_K4x4_W90,0.23535380125045777,9.5367431640625e-07,0.0006577968597412109
convnet_L10_F256_K2x2_W100,0.4332039499282837,9.5367431640625e-07,0.0006692409515380859
convnet_L10_F256_K2x2_W50,0.15403339385986328,1.1920928955078125e-06,0.0006763935089111328
convnet_L10_F256_K2x2_W60,0.19840227842330932,1.430511474609375e-06,0.0006666183471679688
convnet_L10_F256_K2x2_W70,0.247161123752594,1.430511474609375e-06,0.0006711483001708984
convnet_L10_F256_K2x2_W80,0.302750780582428,1.1920928955078125e-06,0.0006551742553710938
convnet_L10_F256_K2x2_W90,0.3644086670875549,1.430511474609375e-06,0.0006954669952392578
convnet_L10_F256_K3x3_W50,0.12033145666122437,1.1920928955078125e-06,0.0006544589996337891
convnet_L10_F256_K3x3_W60,0.1358581590652466,1.1920928955078125e-06,0.0006470680236816406
convnet_L10_F256_K3x3_W70,0.19002656221389772,3.5762786865234375e-06,0.0010828971862792969
convnet_L10_F256_K3x3_W80,0.21331888914108277,1.6689300537109375e-06,0.001073598861694336
convnet_L10_F256_K3x3_W90,0.3006836152076721,1.430511474609375e-06,0.0009763240814208984
convnet_L10_F256_K4x4_W30,0.13504557371139525,1.6689300537109375e-06,0.0008530616760253906
convnet_L10_F256_K4x4_W40,0.21244645833969117,2.6226043701171875e-06,0.0013403892517089844
convnet_L10_F256_K4x4_W50,0.31139244556427004,3.5762786865234375e-06,0.0014460086822509766
convnet_L10_F256_K4x4_W60,0.4296155023574829,3.0994415283203125e-06,0.0010254383087158203
convnet_L10_F512_K1x1_W100,0.48398863315582275,9.5367431640625e-07,0.0007512569427490234
convnet_L10_F512_K1x1_W60,0.21100951433181764,1.430511474609375e-06,0.0006983280181884766
convnet_L10_F512_K1x1_W70,0.2699500036239624,1.1920928955078125e-06,0.0006971359252929688
convnet_L10_F512_K1x1_W80,0.33897650480270386,1.430511474609375e-06,0.0006425380706787109
convnet_L10_F512_K1x1_W90,0.4075977087020874,1.430511474609375e-06,0.0006906986236572266
convnet_L10_F512_K2x2_W20,0.2197428512573242,1.1920928955078125e-06,0.0006699562072753906
convnet_L10_F512_K2x2_W30,0.3152634859085083,1.430511474609375e-06,0.0006694793701171875
convnet_L10_F512_K2x2_W40,0.44329190731048584,1.9073486328125e-06,0.0006802082061767578
convnet_L10_F512_K2x2_W50,0.5745063877105713,1.6689300537109375e-06,0.0006725788116455078
convnet_L10_F512_K3x3_W30,0.12534670352935792,1.9073486328125e-06,0.0014274120330810547
convnet_L10_F512_K3x3_W40,0.23077146768569945,3.814697265625e-06,0.0024788379669189453
convnet_L10_F512_K4x4_W20,0.2849266934394836,1.6689300537109375e-06,0.0008325576782226562
convnet_L10_F512_K4x4_W30,0.5110183501243591,1.430511474609375e-06,0.0007276535034179688
convnet_L6_F1024_K1x1_W40,0.18005717039108277,9.5367431640625e-07,0.0006656646728515625
convnet_L6_F1024_K1x1_W50,0.25741771697998045,1.430511474609375e-06,0.0006966590881347656
convnet_L6_F1024_K1x1_W60,0.349102635383606,1.6689300537109375e-06,0.0006840229034423828
convnet_L6_F1024_K1x1_W70,0.4542191791534424,1.1920928955078125e-06,0.0006899833679199219
convnet_L6_F1024_K1x1_W80,0.5803735852241516,1.430511474609375e-06,0.0006983280181884766
convnet_L6_F1024_K2x2_W10,0.1408452296257019,1.1920928955078125e-06,0.0007529258728027344
convnet_L6_F1024_K2x2_W20,0.3080756688117981,1.1920928955078125e-06,0.0006563663482666016
convnet_L6_F1024_K2x2_W30,0.572461416721344,1.9073486328125e-06,0.0006644725799560547
convnet_L6_F1024_K3x3_W20,0.19567906141281127,3.552436828613281e-05,0.0058476924896240234
