model_name,file_name,num_inferences,total_time (s),load_time (s),alloc_time (s),inference_time (s),average_latency (s)
convnet_L10_F1024_K1x1_W30,convnet_L10_F1024_K1x1_W30.trt,255,67.40110516548157,5.178116798400879,1.1920928955078125e-06,60.24637746810913,0.2350262258567062
convnet_L10_F1024_K1x1_W40,convnet_L10_F1024_K1x1_W40.trt,173,67.75559520721436,5.274582862854004,1.1920928955078125e-06,60.39915490150452,0.3476500152852494
convnet_L10_F1024_K1x1_W50,convnet_L10_F1024_K1x1_W50.trt,123,68.20086216926575,5.328445911407471,7.152557373046875e-07,60.28297257423401,0.4883717463268497
convnet_L10_F1024_K1x1_W60,convnet_L10_F1024_K1x1_W60.trt,93,68.62719559669495,5.574437856674194,7.152557373046875e-07,60.547780990600586,0.648989180082916
convnet_L10_F1024_K2x2_W10,convnet_L10_F1024_K2x2_W10.trt,138,67.3586835861206,5.056830406188965,9.5367431640625e-07,60.2343475818634,0.43488100818965747
convnet_L10_F128_K3x3_W100,convnet_L10_F128_K3x3_W100.trt,524,66.60295009613037,5.688902139663696,7.152557373046875e-07,60.22061085700989,0.11402585351740131
convnet_L10_F128_K3x3_W90,convnet_L10_F128_K3x3_W90.trt,653,66.19273900985718,5.619061231613159,4.76837158203125e-07,60.139697313308716,0.09125852292748725
convnet_L10_F128_K4x4_W100,convnet_L10_F128_K4x4_W100.trt,210,66.23579859733582,5.1368372440338135,4.76837158203125e-07,60.37374448776245,0.28623527118137904
convnet_L10_F128_K4x4_W60,convnet_L10_F128_K4x4_W60.trt,513,66.16572284698486,5.477876424789429,7.152557373046875e-07,60.22588896751404,0.11649293323241712
convnet_L10_F128_K4x4_W70,convnet_L10_F128_K4x4_W70.trt,398,66.09472179412842,5.512609004974365,4.76837158203125e-07,60.16782307624817,0.15019615151774343
convnet_L10_F128_K4x4_W80,convnet_L10_F128_K4x4_W80.trt,315,66.72290468215942,5.617288827896118,9.5367431640625e-07,60.28662467002869,0.19031930196852911
convnet_L10_F128_K4x4_W90,convnet_L10_F128_K4x4_W90.trt,254,66.55899381637573,5.514621734619141,4.76837158203125e-07,60.193594217300415,0.235823313082297
convnet_L10_F256_K2x2_W100,convnet_L10_F256_K2x2_W100.trt,139,69.18903970718384,5.865919828414917,9.5367431640625e-07,60.426756858825684,0.43308107629954384
convnet_L10_F256_K2x2_W50,convnet_L10_F256_K2x2_W50.trt,388,67.91313481330872,5.621617317199707,1.1920928955078125e-06,60.12799572944641,0.1539725544526405
convnet_L10_F256_K2x2_W60,convnet_L10_F256_K2x2_W60.trt,303,68.25921440124512,5.662517309188843,7.152557373046875e-07,60.24447178840637,0.19774124645950772
convnet_L10_F256_K2x2_W70,convnet_L10_F256_K2x2_W70.trt,243,67.86916732788086,5.171124219894409,7.152557373046875e-07,60.35978960990906,0.24707370726659955
convnet_L10_F256_K2x2_W80,convnet_L10_F256_K2x2_W80.trt,198,67.27709889411926,4.882863998413086,9.5367431640625e-07,60.26037287712097,0.3030207831450183
convnet_L10_F256_K2x2_W90,convnet_L10_F256_K2x2_W90.trt,165,68.01223754882812,5.243525505065918,4.76837158203125e-07,60.430984020233154,0.36472991596568716
convnet_L10_F256_K3x3_W50,convnet_L10_F256_K3x3_W50.trt,510,66.21603965759277,5.6202712059021,7.152557373046875e-07,60.18633556365967,0.1170969752704396
convnet_L10_F256_K3x3_W60,convnet_L10_F256_K3x3_W60.trt,441,66.32655358314514,5.707902431488037,4.76837158203125e-07,60.209858417510986,0.13560886772311465
convnet_L10_F256_K3x3_W70,convnet_L10_F256_K3x3_W70.trt,316,65.9569091796875,5.302928447723389,7.152557373046875e-07,60.13823080062866,0.18925063745884957
convnet_L10_F256_K3x3_W80,convnet_L10_F256_K3x3_W80.trt,278,66.13382649421692,5.142684459686279,7.152557373046875e-07,60.202433824539185,0.21546484840859612
convnet_L10_F256_K3x3_W90,convnet_L10_F256_K3x3_W90.trt,199,66.0953574180603,5.277545213699341,4.76837158203125e-07,60.238516330718994,0.3014479641938329
convnet_L10_F256_K4x4_W30,convnet_L10_F256_K4x4_W30.trt,443,66.17411231994629,5.61115574836731,4.76837158203125e-07,60.23544001579285,0.13504912675637962
convnet_L10_F256_K4x4_W40,convnet_L10_F256_K4x4_W40.trt,283,66.41598296165466,5.585094928741455,9.5367431640625e-07,60.2624294757843,0.21186893062119772
convnet_L10_F256_K4x4_W50,convnet_L10_F256_K4x4_W50.trt,193,66.14979243278503,5.091567277908325,7.152557373046875e-07,60.209941387176514,0.3106398224212963
convnet_L10_F256_K4x4_W60,convnet_L10_F256_K4x4_W60.trt,140,67.1253092288971,5.659938812255859,7.152557373046875e-07,60.376293659210205,0.4297259109360831
convnet_L10_F512_K1x1_W100,convnet_L10_F512_K1x1_W100.trt,124,68.28879475593567,5.661605358123779,7.152557373046875e-07,60.226475954055786,0.48396882318681284
convnet_L10_F512_K1x1_W60,convnet_L10_F512_K1x1_W60.trt,285,68.0235743522644,5.363974332809448,7.152557373046875e-07,60.32920694351196,0.21053511050709506
convnet_L10_F512_K1x1_W70,convnet_L10_F512_K1x1_W70.trt,222,67.52690744400024,5.287421703338623,7.152557373046875e-07,60.19085168838501,0.26983146839313676
convnet_L10_F512_K1x1_W80,convnet_L10_F512_K1x1_W80.trt,177,67.8413953781128,5.321776866912842,7.152557373046875e-07,60.28914451599121,0.3391591209476277
convnet_L10_F512_K1x1_W90,convnet_L10_F512_K1x1_W90.trt,147,67.93197464942932,5.595184326171875,7.152557373046875e-07,60.18090200424194,0.40781232126716044
