model_name,file_name,num_inferences,total_time (s),load_time (s),alloc_time (s),inference_time (s),average_latency (s)
convnet_L10_F1024_K1x1_W10,convnet_L10_F1024_K1x1_W10.trt,612,67.96186685562134,5.425936937332153,9.5367431640625e-07,60.21889686584473,0.09755387454251059
convnet_L10_F1024_K1x1_W20,convnet_L10_F1024_K1x1_W20.trt,360,68.1383924484253,5.796689510345459,7.152557373046875e-07,60.13608431816101,0.1660153567790985
convnet_L10_F1024_K3x3_W10,convnet_L10_F1024_K3x3_W10.trt,531,66.3872139453888,6.009856224060059,7.152557373046875e-07,60.14390969276428,0.11239971548823988
convnet_L10_F128_K2x2_W100,convnet_L10_F128_K2x2_W100.trt,414,68.11506056785583,5.584360599517822,7.152557373046875e-07,60.18448877334595,0.14436708037979937
convnet_L10_F128_K2x2_W40,convnet_L10_F128_K2x2_W40.trt,1430,67.58425664901733,5.348026990890503,7.152557373046875e-07,60.14256405830383,0.04178844515260283
convnet_L10_F128_K2x2_W50,convnet_L10_F128_K2x2_W50.trt,1125,67.77312660217285,5.516498804092407,9.5367431640625e-07,60.143126487731934,0.053042882283528645
convnet_L10_F128_K2x2_W60,convnet_L10_F128_K2x2_W60.trt,881,67.90116453170776,5.428061246871948,9.5367431640625e-07,60.189286947250366,0.06773794928690362
convnet_L10_F128_K2x2_W70,convnet_L10_F128_K2x2_W70.trt,686,67.03959679603577,5.099644184112549,4.76837158203125e-07,60.14399313926697,0.08685287720260397
convnet_L10_F128_K2x2_W80,convnet_L10_F128_K2x2_W80.trt,560,67.20612573623657,5.169153928756714,7.152557373046875e-07,60.15691614151001,0.10651338866778783
convnet_L10_F128_K2x2_W90,convnet_L10_F128_K2x2_W90.trt,476,67.03843188285828,5.005216598510742,7.152557373046875e-07,60.21010065078735,0.1255033016204834
convnet_L10_F128_K3x3_W40,convnet_L10_F128_K3x3_W40.trt,2846,65.64979863166809,5.31291389465332,7.152557373046875e-07,60.113438844680786,0.02076792591320153
convnet_L10_F128_K3x3_W50,convnet_L10_F128_K3x3_W50.trt,1561,65.89665913581848,5.423623561859131,4.76837158203125e-07,60.13808584213257,0.0378510073772384
convnet_L10_F128_K3x3_W60,convnet_L10_F128_K3x3_W60.trt,1333,65.97919368743896,5.374979257583618,4.76837158203125e-07,60.12653923034668,0.04437052872694263
convnet_L10_F128_K3x3_W70,convnet_L10_F128_K3x3_W70.trt,1026,66.16709017753601,5.563853025436401,9.5367431640625e-07,60.12256717681885,0.057842875317058604
convnet_L10_F128_K3x3_W80,convnet_L10_F128_K3x3_W80.trt,868,66.28293347358704,5.5632734298706055,7.152557373046875e-07,60.138325214385986,0.06852239617554273
convnet_L10_F128_K4x4_W30,convnet_L10_F128_K4x4_W30.trt,1504,65.8921468257904,5.328686714172363,4.76837158203125e-07,60.14091777801514,0.03931060655319944
convnet_L10_F128_K4x4_W40,convnet_L10_F128_K4x4_W40.trt,988,66.02243208885193,5.314651250839233,9.5367431640625e-07,60.108402490615845,0.06015463710313867
convnet_L10_F128_K4x4_W50,convnet_L10_F128_K4x4_W50.trt,687,65.9749391078949,5.437067985534668,4.76837158203125e-07,60.16230392456055,0.08675241713267053
convnet_L10_F256_K1x1_W100,convnet_L10_F256_K1x1_W100.trt,338,67.40692377090454,5.327188014984131,9.5367431640625e-07,60.25859880447388,0.1772249506775444
convnet_L10_F256_K1x1_W50,convnet_L10_F256_K1x1_W50.trt,1006,67.5914945602417,5.491518497467041,7.152557373046875e-07,60.133605003356934,0.059402307032590834
convnet_L10_F256_K1x1_W60,convnet_L10_F256_K1x1_W60.trt,751,66.98599362373352,4.943118095397949,9.5367431640625e-07,60.17669057846069,0.07938491583822888
convnet_L10_F256_K1x1_W70,convnet_L10_F256_K1x1_W70.trt,628,68.06945252418518,5.742352724075317,7.152557373046875e-07,60.188148021698,0.09494834796638246
convnet_L10_F256_K1x1_W80,convnet_L10_F256_K1x1_W80.trt,479,67.24842643737793,5.168071508407593,7.152557373046875e-07,60.243799686431885,0.12479386946851376
convnet_L10_F256_K1x1_W90,convnet_L10_F256_K1x1_W90.trt,411,67.267817735672,5.206111669540405,7.152557373046875e-07,60.137784481048584,0.14536082251518603
convnet_L10_F256_K2x2_W20,convnet_L10_F256_K2x2_W20.trt,913,67.77830529212952,5.470354795455933,1.1920928955078125e-06,60.154518842697144,0.06521345882269534
