Model Name,Layers,Total Parameters,Total MACs,Network Type,Input Size,Avrg_RAM,Avrg_SWAP,Avrg_IRAM,Avrg_CPU,Avrg_GPU,Avrg_EMC_FREQ,Avrg_APE,Avrg_PMIC,Avrg_POM_5V_IN,Avrg_POM_5V_GPU,Avrg_POM_5V_CPU,Avrg_AO,Avrg_THERMAL,Avrg_PLL,Avrg_GPU_TEMP,Avrg_CPU_TEMP,Total_POM_5V_IN,Total_POM_5V_GPU,Total_POM_5V_CPU,num_inferences,average_latency(ms),GPU_energy_per_inference,CPU_energy_per_inference
convnet_L2_F640_K3x3_W80,2,44664970,23752704010,ConvNet,80,1885.0,315.0,0.0,2.2754237288135597,94.33898305084746,49.644067796610166,25.0,50.0,7162.050847457627,4477.271186440678,135.96610169491527,41.45652173913044,32.24,27.357142857142858,30.73076923076923,34.11764705882353,422561.0,264159.0,8022.0,337.0,176.2567329406738,783.8545994065282,23.80415430267062
convnet_L2_F640_K3x3_W85,2,49944970,26814576010,ConvNet,85,1904.0,315.0,0.0,3.004237288135593,95.64406779661016,56.35593220338984,25.0,50.0,7316.813559322034,4405.71186440678,126.71186440677968,41.375,32.177083333333336,27.24242424242424,31.0,33.73076923076923,431692.0,259937.0,7476.0,254.0,236.5033912658691,1023.3740157480315,29.433070866141733
convnet_L2_F640_K3x3_W90,2,55544970,30062016010,ConvNet,90,1934.0,315.0,0.0,3.288135593220339,97.05084745762711,47.49152542372882,25.0,50.0,7232.084745762711,4519.152542372882,133.83050847457628,42.06666666666667,32.317708333333336,27.52777777777778,31.071428571428573,34.166666666666664,426693.0,266630.0,7896.0,247.0,242.550196647644,1079.4736842105262,31.967611336032387
convnet_L2_F640_K3x3_W95,2,61464970,33495024010,ConvNet,95,1969.9322033898304,315.0,0.0,3.067796610169492,97.6271186440678,46.72881355932204,25.0,50.0,6801.762711864407,4272.28813559322,126.38983050847456,41.73684210526316,32.07738095238095,27.296296296296298,30.8,34.0,401304.0,252065.0,7457.0,236.0,253.59031438827517,1068.072033898305,31.597457627118644
convnet_L2_F640_K3x3_W100,2,67704970,37113600010,ConvNet,100,2024.6724137931035,312.8448275862069,0.0,2.939655172413793,98.27586206896552,47.87931034482759,25.0,50.0,7119.5344827586205,4414.172413793103,135.41379310344828,40.96666666666667,31.743589743589745,27.142857142857142,30.08823529411765,33.827586206896555,412933.0,256022.0,7854.0,195.0,305.8597445487976,1312.9333333333334,40.276923076923076
convnet_L2_F640_K4x4_W40,2,17875210,11625685130,ConvNet,40,1742.033898305085,315.0,0.0,3.1313559322033897,92.52542372881356,15.610169491525424,25.0,50.0,6426.406779661017,4406.0,134.71186440677965,42.5,32.416666666666664,27.060606060606062,30.857142857142858,34.51428571428571,379158.0,259954.0,7948.0,445.0,134.4386100769043,584.1662921348315,17.86067415730337
convnet_L2_F640_K4x4_W45,2,20723210,14558811530,ConvNet,45,1754.915254237288,315.0,0.0,2.7288135593220337,94.40677966101696,15.59322033898305,25.0,50.0,6391.881355932203,4347.542372881356,135.52542372881356,41.5,32.035714285714285,26.857142857142858,30.192307692307693,33.94736842105263,377121.0,256505.0,7996.0,348.0,171.80384874343872,737.0833333333334,22.977011494252874
convnet_L2_F640_K4x4_W50,2,23891210,17821537930,ConvNet,50,1768.8983050847455,315.0,0.0,2.461864406779661,98.0677966101695,10.915254237288137,25.0,50.0,5856.254237288135,3955.9661016949153,143.6271186440678,40.642857142857146,31.925,26.82857142857143,30.28,33.21052631578947,345519.0,233402.0,8474.0,295.0,203.0949878692627,791.193220338983,28.72542372881356
convnet_L2_F640_K4x4_W55,2,27379210,21413864330,ConvNet,55,1785.7068965517242,315.0,0.0,2.362068965517241,96.25862068965516,16.03448275862069,25.0,50.0,6470.189655172414,4431.6551724137935,122.46551724137932,41.44594594594594,31.97093023255814,26.642857142857142,30.23333333333333,33.84375,375271.0,257036.0,7103.0,242.0,246.7078971862793,1062.1322314049587,29.35123966942149
convnet_L2_F640_K4x4_W60,2,31187210,25335790730,ConvNet,60,1798.0,315.0,0.0,1.8220338983050848,97.135593220339,19.491525423728813,25.0,50.0,6810.6949152542375,4671.593220338983,122.15254237288136,42.3235294117647,32.27,27.08823529411765,30.387096774193548,34.38235294117647,401831.0,275624.0,7207.0,204.0,294.0374970436096,1351.0980392156862,35.32843137254902
convnet_L2_F640_K4x4_W65,2,35315210,29587317130,ConvNet,65,1815.71186440678,315.0,0.0,2.3220338983050848,97.32203389830508,16.372881355932204,25.0,50.0,6722.847457627118,4778.35593220339,134.88135593220338,42.575,32.17613636363637,26.78125,30.4375,34.69444444444444,396648.0,281923.0,7958.0,176.0,339.9922943115234,1601.8352272727273,45.21590909090909
convnet_L2_F640_K4x4_W70,2,39763210,34168443530,ConvNet,70,1833.949152542373,315.0,0.0,2.2203389830508478,96.91525423728814,11.728813559322036,25.0,50.0,6542.949152542373,4609.559322033899,125.1864406779661,42.5,32.35526315789474,26.94117647058824,30.56756756756757,34.351351351351354,386034.0,271964.0,7386.0,159.0,377.8066635131836,1710.4654088050315,46.45283018867924
convnet_L2_F640_K4x4_W75,2,44531210,39079169930,ConvNet,75,1859.677966101695,315.0,0.0,2.309322033898305,94.9322033898305,11.847457627118644,25.0,50.0,6455.152542372882,4501.423728813559,137.84745762711864,42.34375,32.1985294117647,26.82857142857143,30.379310344827587,34.3,380854.0,265584.0,8133.0,139.0,432.2398090362548,1910.6762589928057,58.510791366906474
convnet_L2_F640_K4x4_W80,2,49619210,44319496330,ConvNet,80,1881.0,314.0,0.0,2.189655172413793,96.43103448275862,16.896551724137932,25.0,50.0,6499.896551724138,4429.913793103448,123.82758620689656,41.642857142857146,32.016666666666666,26.81578947368421,30.542857142857144,33.6764705882353,376994.0,256935.0,7182.0,120.0,499.9858617782592,2141.125,59.85
convnet_L2_F640_K4x4_W85,2,55027210,49889422730,ConvNet,85,1902.0,314.0,0.0,1.38135593220339,98.1186440677966,11.779661016949152,25.0,50.0,6479.118644067797,4580.067796610169,123.15254237288136,42.2,32.0375,26.714285714285715,30.35483870967742,34.225806451612904,382268.0,270224.0,7266.0,110.0,549.4946026802063,2456.581818181818,66.05454545454545
convnet_L2_F672_K2x2_W70,2,40630474,10522647082,ConvNet,70,2087.0,316.0,0.0,2.8686440677966103,93.59322033898304,34.20338983050848,25.0,50.0,6295.033898305085,3856.338983050848,132.4915254237288,39.41891891891892,30.648936170212767,26.0,29.454545454545453,32.47826086956522,371407.0,227524.0,7817.0,313.0,190.4568672180175,726.9137380191693,24.97444089456869
convnet_L2_F672_K2x2_W75,2,45905674,11953019242,ConvNet,75,2107.0,316.0,0.0,3.351694915254237,88.38983050847457,24.372881355932204,25.0,50.0,4866.6949152542375,2765.2203389830506,132.05084745762713,38.01351351351352,30.909574468085108,25.966666666666665,28.9,30.88235294117647,287135.0,163148.0,7791.0,296.0,202.4504852294922,551.1756756756756,26.320945945945947
convnet_L2_F672_K2x2_W80,2,51516874,13474514602,ConvNet,80,2131.0,316.0,0.0,2.6779661016949152,96.05084745762711,35.11864406779661,25.0,50.0,6372.237288135593,3933.4406779661017,125.47457627118644,39.84375,30.50595238095238,26.0,29.258064516129032,32.16129032258065,375962.0,232073.0,7403.0,248.0,242.6322674751281,935.7782258064516,29.850806451612904
convnet_L2_F672_K2x2_W85,2,57464074,15087133162,ConvNet,85,2163.0,316.0,0.0,2.593220338983051,98.27118644067797,24.508474576271187,25.0,50.0,6443.508474576272,4267.71186440678,166.9322033898305,40.95161290322581,30.659574468085108,25.88235294117647,29.303030303030305,33.041666666666664,380167.0,251795.0,9849.0,238.0,251.9843626022339,1057.9621848739496,41.38235294117647
convnet_L2_F672_K2x2_W90,2,63747274,16790874922,ConvNet,90,2214.3050847457625,315.864406779661,0.0,3.2203389830508478,97.08474576271186,24.16949152542373,25.0,50.0,6156.474576271186,3984.372881355932,128.1864406779661,40.16666666666666,30.65,25.82051282051282,29.153846153846157,32.310344827586206,363232.0,235078.0,7563.0,217.0,276.6802453994751,1083.3087557603687,34.85253456221198
convnet_L2_F672_K2x2_W95,2,70366474,18585739882,ConvNet,95,2277.0,316.0,0.0,2.2203389830508478,98.20338983050848,25.271186440677965,25.0,50.0,6241.728813559322,4062.864406779661,126.1864406779661,40.17741935483871,30.682291666666668,25.846153846153847,29.266666666666666,32.4,368262.0,239709.0,7445.0,194.0,310.9851837158203,1235.6134020618556,38.376288659793815
convnet_L2_F672_K2x2_W100,2,77321674,20471728042,ConvNet,100,2336.0,314.0,0.0,2.3813559322033897,98.15254237288136,25.406779661016948,25.0,50.0,4266.745762711865,2069.0677966101694,130.45762711864407,36.86666666666667,30.955882352941178,26.0,28.82758620689655,29.97297297297297,251738.0,122075.0,7697.0,177.0,339.944794178009,689.6892655367232,43.48587570621469
convnet_L2_F672_K3x3_W50,2,20883754,10226160010,ConvNet,50,1788.0169491525423,320.0,0.0,3.7033898305084745,91.79661016949152,53.898305084745765,25.0,50.0,6951.64406779661,4134.830508474576,140.08474576271186,40.91176470588236,31.68367346938776,27.047619047619047,30.43478260869565,33.34615384615385,410147.0,243955.0,8265.0,565.0,104.9769210815429,431.7787610619469,14.628318584070797
convnet_L2_F672_K3x3_W55,2,24411754,12373653610,ConvNet,55,1799.7457627118645,320.0,0.0,3.4364406779661016,90.6271186440678,55.08474576271186,25.0,50.0,7113.813559322034,4316.271186440678,132.88135593220338,41.13157894736842,32.03125,27.24137931034483,30.3125,33.266666666666666,419715.0,254660.0,7840.0,537.0,110.7376766204834,474.2271880819367,14.599627560521416
convnet_L2_F672_K3x3_W60,2,28275754,14725670410,ConvNet,60,1818.6724137931035,320.0,0.0,3.5,98.65517241379312,55.98275862068966,25.0,50.0,6507.0,3521.551724137931,131.68965517241378,39.63513513513514,31.98469387755102,27.321428571428573,30.33333333333333,32.45,377406.0,204250.0,7638.0,471.0,126.86768531799311,433.65180467091295,16.21656050955414
convnet_L2_F672_K3x3_W65,2,32475754,17282210410,ConvNet,65,1833.0,320.0,0.0,2.8189655172413794,97.01724137931036,55.189655172413794,25.0,50.0,6156.948275862069,3287.206896551724,126.39655172413794,39.56060606060606,31.80952380952381,26.96,30.096774193548388,32.0,357103.0,190658.0,7331.0,353.0,169.5857691764831,540.1076487252125,20.76770538243626
convnet_L2_F672_K3x3_W70,2,37011754,20043273610,ConvNet,70,1854.0,320.0,0.0,2.5254237288135597,95.9322033898305,47.50847457627118,25.0,50.0,7199.050847457627,4539.254237288135,133.11864406779662,41.766666666666666,31.86046511627907,27.20833333333333,30.633333333333333,33.857142857142854,424744.0,267816.0,7854.0,359.0,167.58437395095822,746.0055710306407,21.87743732590529
convnet_L2_F672_K3x3_W75,2,41883754,23008860010,ConvNet,75,1875.033898305085,320.0,0.0,2.843220338983051,95.76271186440678,46.559322033898304,25.0,50.0,7101.864406779661,4439.593220338983,143.33898305084745,41.43103448275862,32.13235294117647,27.096774193548388,30.625,33.96774193548387,419010.0,261936.0,8457.0,322.0,185.5472135543823,813.4658385093168,26.263975155279503
convnet_L2_F672_K3x3_W80,2,47091754,26178969610,ConvNet,80,1896.0,319.0,0.0,2.915254237288136,96.44067796610167,49.79661016949152,25.0,50.0,7214.627118644068,4496.559322033899,130.22033898305085,41.38235294117647,31.973684210526315,26.923076923076923,30.5,34.07407407407408,425663.0,265297.0,7683.0,311.0,192.9891014099121,853.0450160771704,24.70418006430868
convnet_L2_F672_K3x3_W85,2,52635754,29553602410,ConvNet,85,1918.7966101694915,319.0,0.0,2.139830508474576,95.42372881355932,48.40677966101695,25.0,50.0,7163.135593220339,4502.745762711865,129.3728813559322,41.74242424242424,32.041666666666664,27.142857142857142,30.666666666666668,33.96774193548387,422625.0,265662.0,7633.0,249.0,240.2388286590576,1066.9156626506024,30.65461847389558
convnet_L2_F672_K3x3_W90,2,58515754,33132758410,ConvNet,90,1954.2881355932204,319.0,0.0,2.7245762711864407,96.61016949152544,47.45762711864407,25.0,50.0,7178.64406779661,4473.677966101695,130.3728813559322,41.46875,31.92391304347826,27.214285714285715,30.48275862068965,34.0,423540.0,263947.0,7692.0,225.0,266.4885568618774,1173.0977777777778,34.18666666666667
convnet_L2_F672_K3x3_W95,2,64731754,36916437610,ConvNet,95,2008.4237288135596,319.8813559322034,0.0,2.0084745762711864,94.27118644067797,46.69491525423729,25.0,50.0,7169.372881355932,4558.203389830508,140.71186440677965,41.535714285714285,31.694444444444443,26.96,30.677419354838708,33.93333333333333,422993.0,268934.0,8302.0,218.0,274.05580759048456,1233.6422018348624,38.08256880733945
convnet_L2_F672_K3x3_W100,2,71283754,40904640010,ConvNet,100,2065.4576271186443,318.0,0.0,1.9322033898305084,97.61016949152544,48.49152542372882,25.0,50.0,7224.118644067797,4543.322033898305,122.8135593220339,41.22727272727273,31.53409090909091,26.608695652173918,30.125,33.0,426223.0,268056.0,7246.0,180.0,332.4084377288818,1489.2,40.25555555555555
convnet_L2_F672_K4x4_W40,2,19113034,12813898282,ConvNet,40,1748.0677966101696,320.0,0.0,2.5084745762711864,95.1864406779661,18.16949152542373,25.0,50.0,6605.050847457627,4516.796610169492,130.96610169491527,42.8235294117647,32.15116279069768,27.0,30.59259259259259,34.3,389698.0,266491.0,7727.0,386.0,155.2045202255249,690.3911917098445,20.018134715025905
convnet_L2_F672_K4x4_W45,2,22103434,16046789482,ConvNet,45,1763.0,320.0,0.0,2.1610169491525424,96.28813559322032,13.728813559322036,25.0,50.0,6662.372881355932,4646.881355932203,140.40677966101694,42.65151515151515,32.09239130434783,26.65217391304348,30.310344827586206,34.392857142857146,393080.0,274166.0,8284.0,312.0,192.1876311302185,878.7371794871794,26.55128205128205
convnet_L2_F672_K4x4_W50,2,25429834,19642963882,ConvNet,50,1776.9298245614036,320.0,0.0,2.31140350877193,99.0,18.50877192982456,25.0,50.0,6741.666666666667,4586.421052631579,122.96491228070175,42.53846153846154,31.885416666666668,26.703703703703702,30.05263157894737,34.125,384275.0,261426.0,7009.0,251.0,239.1493964195251,1041.5378486055777,27.92430278884462
convnet_L2_F672_K4x4_W55,2,29092234,23602421482,ConvNet,55,1790.9322033898304,320.0,0.0,1.75,97.1864406779661,18.779661016949152,25.0,50.0,6742.542372881356,4630.559322033899,123.71186440677968,42.138888888888886,32.07065217391305,26.789473684210527,30.13636363636364,34.37931034482759,397810.0,273203.0,7299.0,211.0,284.1097354888916,1294.8009478672986,34.59241706161137
convnet_L2_F672_K4x4_W60,2,33090634,27925162282,ConvNet,60,1809.6140350877192,320.0,0.0,2.254385964912281,92.33333333333331,19.210526315789476,25.0,50.0,5562.912280701755,3280.6491228070176,127.3157894736842,40.15625,32.03947368421053,26.774193548387096,29.9,32.3,317086.0,186997.0,7257.0,178.0,337.29974031448364,1050.5449438202247,40.76966292134831
convnet_L2_F672_K4x4_W65,2,37425034,32611186282,ConvNet,65,1827.0,319.0,0.0,2.201754385964912,94.89473684210526,14.719298245614034,25.0,50.0,6559.298245614035,4562.982456140351,131.0,42.22413793103448,32.156976744186046,26.72972972972973,30.185185185185187,33.96666666666667,373880.0,260090.0,7467.0,158.0,380.9387683868408,1646.139240506329,47.25949367088607
convnet_L2_F672_K4x4_W70,2,42095434,37660493482,ConvNet,70,1847.0,319.0,0.0,2.2754237288135597,98.33898305084746,15.33898305084746,25.0,50.0,6857.118644067797,4791.35593220339,133.03389830508473,42.55714285714286,32.127906976744185,26.8,30.464285714285715,34.34375,404570.0,282690.0,7849.0,139.0,433.4842920303344,2033.7410071942445,56.46762589928058
convnet_L2_F672_K4x4_W75,2,47101834,43073083882,ConvNet,75,1867.0,319.0,0.0,2.1864406779661016,98.15254237288136,15.33898305084746,25.0,50.0,6877.220338983051,4815.576271186441,130.3050847457627,42.53448275862069,32.24375,26.857142857142858,30.41379310344828,34.310344827586206,405756.0,284119.0,7688.0,121.0,496.50659799575806,2348.090909090909,63.53719008264463
convnet_L2_F672_K4x4_W80,2,52444234,48848957482,ConvNet,80,1891.7796610169487,319.0,0.0,1.4322033898305084,98.71186440677968,20.15254237288136,25.0,50.0,6828.542372881356,4695.406779661017,123.44067796610167,42.310810810810814,31.855263157894736,26.633333333333333,30.346153846153847,34.03030303030303,402884.0,277029.0,7283.0,105.0,575.8111429214478,2638.3714285714286,69.36190476190477
convnet_L2_F704_K2x2_W65,2,37480970,10074957386,ConvNet,65,2073.728813559322,324.0,0.0,3.51271186440678,94.52542372881356,23.966101694915253,25.0,50.0,5621.745762711865,3340.5593220338983,141.135593220339,38.22413793103448,30.56770833333333,25.931818181818183,29.26315789473684,31.17241379310345,331683.0,197093.0,8327.0,354.0,168.9964485168457,556.7598870056497,23.5225988700565
convnet_L2_F704_K2x2_W70,2,42655370,11544212426,ConvNet,70,2096.271186440678,324.0,0.0,2.8686440677966103,96.40677966101696,22.779661016949152,25.0,50.0,6132.203389830508,3981.932203389831,124.44067796610167,39.34848484848485,30.26063829787234,25.4,28.625,32.241379310344826,361800.0,234934.0,7342.0,312.0,192.3655652999878,752.9935897435897,23.53205128205128
convnet_L2_F704_K2x2_W75,2,48181770,13113435466,ConvNet,75,2118.508474576271,324.0,0.0,2.694915254237288,96.89830508474576,24.0,25.0,50.0,6176.4915254237285,4007.016949152543,124.94915254237289,39.35365853658536,30.44186046511628,25.6,28.928571428571427,31.93103448275862,364413.0,236414.0,7372.0,275.0,217.584011554718,859.6872727272727,26.80727272727273
convnet_L2_F704_K2x2_W80,2,54060170,14782626506,ConvNet,80,2145.0,324.0,0.0,2.6313559322033897,97.33898305084746,24.338983050847457,25.0,50.0,6239.237288135593,4058.762711864407,136.10169491525423,39.672413793103445,30.296875,25.291666666666668,28.84,31.88235294117647,368115.0,239467.0,8030.0,246.0,243.1557559967041,973.4430894308944,32.642276422764226
convnet_L2_F704_K2x2_W85,2,60290570,16551785546,ConvNet,85,2185.627118644068,324.0,0.0,2.207627118644068,95.9322033898305,24.0,25.0,50.0,6151.864406779661,3983.4406779661017,128.5084745762712,39.375,30.138297872340427,25.33333333333333,28.52173913043478,31.78125,362960.0,235023.0,7582.0,222.0,270.6957602500915,1058.662162162162,34.153153153153156
convnet_L2_F704_K2x2_W90,2,66872970,18420912586,ConvNet,90,2244.7966101694915,325.0,0.0,2.902542372881356,95.03389830508476,24.67796610169492,25.0,50.0,6185.423728813559,3970.06779661017,136.40677966101694,39.36206896551724,30.29591836734694,25.32258064516129,28.678571428571427,31.76923076923077,364940.0,234234.0,8048.0,199.0,300.4815483093261,1177.0552763819096,40.44221105527638
convnet_L2_F704_K2x2_W95,2,73807370,20390007626,ConvNet,95,2303.966101694916,327.0,0.0,2.665254237288136,95.94915254237289,24.322033898305083,25.0,50.0,6262.64406779661,4074.9830508474574,126.20338983050848,39.15714285714286,30.30128205128205,25.55172413793104,28.83333333333333,31.689655172413797,369496.0,240424.0,7446.0,181.0,332.8626990318298,1328.3093922651933,41.13812154696133
convnet_L2_F704_K2x2_W100,2,81093770,22459070666,ConvNet,100,2371.983050847457,321.47457627118644,0.0,1.9661016949152543,97.864406779661,34.644067796610166,25.0,50.0,6328.71186440678,3890.5593220338974,128.94915254237287,39.88461538461539,30.86309523809524,25.88888888888889,29.53333333333333,32.15625,373394.0,229543.0,7608.0,153.0,392.32919931411743,1500.2810457516339,49.72549019607843
convnet_L2_F704_K3x3_W50,2,22080970,11220000010,ConvNet,50,1798.6896551724135,339.0,0.0,3.810344827586207,96.1896551724138,54.08620689655172,25.0,50.0,7089.741379310345,4201.551724137931,129.43103448275863,40.53125,31.42222222222222,26.558823529411764,30.114285714285717,33.148148148148145,411205.0,243690.0,7507.0,524.0,113.6560010910034,465.05725190839695,14.326335877862595
convnet_L2_F704_K3x3_W55,2,25776970,13576200010,ConvNet,55,1814.9322033898304,339.0,0.0,3.75,95.135593220339,54.33898305084746,25.0,50.0,7227.118644067797,4374.728813559322,131.08474576271186,40.68421052631579,31.55,26.56756756756757,30.142857142857142,33.46153846153846,426400.0,258109.0,7734.0,497.0,121.6674327850341,519.3340040241449,15.561368209255534
convnet_L2_F704_K3x3_W60,2,29824970,16156800010,ConvNet,60,1830.372881355932,339.0,0.0,3.4745762711864407,95.8813559322034,56.23728813559322,25.0,50.0,7290.559322033899,4377.220338983051,130.25423728813558,40.94827586206897,31.66346153846154,26.625,30.24137931034483,33.457142857142856,430143.0,258256.0,7685.0,437.0,136.284019947052,590.974828375286,17.585812356979407
convnet_L2_F704_K3x3_W65,2,34224970,18961800010,ConvNet,65,1847.2241379310344,338.0,0.0,3.0905172413793105,94.25862068965516,55.22413793103448,25.0,50.0,7161.362068965517,4297.862068965517,129.86206896551724,40.47142857142857,31.45945945945946,26.892857142857142,30.25925925925926,33.5,415359.0,249276.0,7532.0,328.0,182.2855281829834,759.9878048780488,22.963414634146343
convnet_L2_F704_K3x3_W70,2,38976970,21991200010,ConvNet,70,1869.0,338.0,0.0,2.905172413793104,96.6896551724138,56.05172413793103,25.0,50.0,7292.724137931034,4407.982758620689,125.43103448275862,41.11290322580645,31.72872340425532,26.884615384615383,30.464285714285715,33.65625,422978.0,255663.0,7275.0,314.0,190.4562401771545,814.2133757961783,23.168789808917197
convnet_L2_F704_K3x3_W75,2,44080970,25245000010,ConvNet,75,1890.0,338.0,0.0,2.8135593220338984,95.94915254237289,47.84745762711864,25.0,50.0,7277.016949152542,4610.966101694915,128.8135593220339,41.403225806451616,32.0625,26.864864864864863,30.5625,33.891891891891895,429344.0,272047.0,7600.0,301.0,198.4408831596374,903.8106312292359,25.249169435215947
convnet_L2_F704_K3x3_W80,2,49536970,28723200010,ConvNet,80,1914.0,338.0,0.0,3.2711864406779663,95.8135593220339,49.20338983050848,25.0,50.0,7167.271186440678,4463.745762711865,124.28813559322032,40.75714285714286,31.732558139534884,26.82857142857143,30.466666666666665,33.25,422869.0,263361.0,7333.0,285.0,209.9059987068176,924.0736842105263,25.729824561403507
convnet_L2_F704_K3x3_W85,2,55344970,32425800010,ConvNet,85,1938.949152542373,338.0,0.0,2.76271186440678,94.67796610169492,55.42372881355932,25.0,50.0,7208.016949152542,4311.186440677966,141.16949152542372,40.766666666666666,31.67682926829268,26.710526315789476,30.4,33.57692307692308,425273.0,254360.0,8329.0,212.0,281.6007661819458,1199.811320754717,39.2877358490566
convnet_L2_F704_K3x3_W90,2,61504970,36352800010,ConvNet,90,1995.0172413793105,338.0,0.0,2.7456896551724137,97.34482758620688,47.5,25.0,50.0,7297.620689655172,4612.0344827586205,124.03448275862068,41.53448275862069,31.927777777777777,26.774193548387096,30.5,34.05714285714286,423262.0,267498.0,7194.0,209.0,287.1344041824341,1279.8947368421052,34.421052631578945
convnet_L2_F704_K3x3_W95,2,68016970,40504200010,ConvNet,95,2052.0169491525426,341.0,0.0,1.902542372881356,95.40677966101696,48.08474576271186,25.0,50.0,7115.067796610169,4476.152542372882,135.20338983050848,40.833333333333336,32.04891304347826,26.88888888888889,30.294117647058822,33.36666666666667,419789.0,264093.0,7977.0,204.0,293.5536003112793,1294.5735294117646,39.10294117647059
convnet_L2_F704_K3x3_W100,2,74880970,44880000010,ConvNet,100,2107.6610169491523,334.47457627118644,0.0,1.6991525423728813,97.05084745762711,48.96610169491525,25.0,50.0,7200.440677966101,4524.203389830508,126.94915254237289,40.1875,31.183333333333334,26.161290322580644,29.71875,32.885714285714286,424826.0,266928.0,7490.0,167.0,358.7936925888061,1598.37125748503,44.8502994011976
convnet_L2_F704_K4x4_W35,2,17602826,10911281226,ConvNet,35,1746.0169491525423,341.0,0.0,3.0635593220338984,94.42372881355932,18.491525423728813,25.0,50.0,6720.932203389831,4564.440677966101,127.16949152542372,42.13636363636363,32.245,27.0,30.666666666666668,34.125,396535.0,269302.0,7503.0,464.0,132.110047340393,580.3922413793103,16.170258620689655
convnet_L2_F704_K4x4_W40,2,20383626,14059914186,ConvNet,40,1758.3389830508474,341.0,0.0,2.8008474576271185,95.16949152542372,18.42372881355932,25.0,50.0,6707.559322033899,4582.016949152542,129.3728813559322,41.621212121212125,31.94375,26.25,30.228571428571428,33.97058823529412,395746.0,270339.0,7633.0,365.0,163.7782287597656,740.654794520548,20.912328767123288
convnet_L2_F704_K4x4_W45,2,23516426,17607151946,ConvNet,45,1770.966101694915,341.0,0.0,2.2161016949152543,97.22033898305084,18.6271186440678,25.0,50.0,6761.067796610169,4628.033898305085,136.77966101694915,42.05,31.90714285714286,26.43478260869565,30.103448275862068,33.8235294117647,398903.0,273054.0,8070.0,289.0,208.8214945793151,944.8235294117648,27.92387543252595
convnet_L2_F704_K4x4_W50,2,27001226,21552994506,ConvNet,50,1786.0,341.0,0.0,1.9364406779661016,96.54237288135592,19.220338983050848,25.0,50.0,6790.474576271186,4660.016949152542,129.135593220339,41.96666666666667,31.99342105263158,26.33333333333333,30.20833333333333,34.13513513513514,400638.0,274941.0,7619.0,239.0,250.7936644554138,1150.3807531380753,31.87866108786611
convnet_L2_F704_K4x4_W55,2,30838026,25897441866,ConvNet,55,1802.915254237288,341.0,0.0,2.25,92.08474576271186,15.542372881355933,25.0,50.0,6403.9152542372885,4410.728813559322,126.1864406779661,41.42307692307692,32.18023255813954,26.675,30.25,33.81578947368421,377831.0,260233.0,7445.0,207.0,289.23639059066767,1257.1642512077294,35.966183574879224
convnet_L2_F704_K4x4_W60,2,35026826,30640494026,ConvNet,60,1817.728813559322,341.0,0.0,2.2796610169491527,98.20338983050848,15.542372881355933,25.0,50.0,6863.0,4763.576271186441,134.40677966101694,41.96428571428572,32.18055555555556,26.6,30.548387096774192,34.689655172413794,404917.0,281051.0,7930.0,174.0,344.1746306419372,1615.2356321839081,45.57471264367816
convnet_L2_F704_K4x4_W65,2,39567626,35782150986,ConvNet,65,1840.0,341.0,0.0,2.017543859649123,97.94736842105264,19.92982456140351,25.0,50.0,6832.80701754386,4629.561403508772,122.859649122807,42.0,32.032051282051285,26.714285714285715,30.23333333333333,34.064516129032256,389470.0,263885.0,7003.0,146.0,409.4528770446777,1807.4315068493152,47.965753424657535
convnet_L2_F704_K4x4_W70,2,44460426,41322412746,ConvNet,70,1860.0,341.0,0.0,2.2796610169491527,97.84745762711864,16.152542372881356,25.0,50.0,6924.64406779661,4808.779661016949,137.11864406779662,42.05172413793103,32.11666666666667,26.6,30.36111111111111,34.2962962962963,408554.0,283718.0,8090.0,132.0,454.9435329437256,2149.378787878788,61.28787878787879
convnet_L2_F704_K4x4_W75,2,49705226,47261279306,ConvNet,75,1881.0,341.0,0.0,1.353448275862069,98.39655172413794,15.79310344827586,25.0,50.0,6892.413793103448,4822.327586206897,129.08620689655172,42.554054054054056,32.25595238095238,26.735294117647054,30.454545454545453,34.375,399760.0,279695.0,7487.0,115.0,520.822434425354,2432.1304347826085,65.10434782608695
convnet_L2_F736_K2x2_W65,2,39278858,11007812522,ConvNet,65,2087.898305084746,351.0,0.0,3.610169491525424,96.52542372881356,22.23728813559322,25.0,50.0,6175.881355932203,4014.338983050848,132.76271186440678,40.13636363636363,30.62209302325581,25.906976744186046,29.0,32.09090909090909,364377.0,236846.0,7833.0,333.0,180.6875729560852,711.2492492492493,23.52252252252252
convnet_L2_F736_K2x2_W70,2,44688458,12613094762,ConvNet,70,2107.9827586206898,351.0,0.0,3.1724137931034484,95.63793103448276,22.344827586206897,25.0,50.0,6165.327586206897,3993.155172413793,134.36206896551724,40.05555555555556,30.12,25.78787878787879,28.666666666666668,31.96296296296296,357589.0,231603.0,7793.0,290.0,206.1070418357849,798.6310344827587,26.872413793103448
convnet_L2_F736_K2x2_W75,2,50466058,14327599402,ConvNet,75,2131.5,351.0,0.0,3.2758620689655173,95.82758620689656,23.08620689655172,25.0,50.0,6198.758620689655,4029.5172413793102,127.86206896551724,39.706896551724135,30.11842105263158,25.483870967741936,28.73684210526316,31.807692307692307,359528.0,233712.0,7416.0,257.0,232.4880695343017,909.3852140077821,28.85603112840467
